,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
30,98.34,48.5410604358,196.243221079,6.92254366238,292.220344754,40.6185606524,76,8,150,0.0190425802494,"[308685, array([ 4.16942111, -2.08766281,  2.02824661]), array([ 0.82104266, -0.42240725,  0.38400659])]"
87,86.57,39.4592963473,231.900507971,44.9729386381,340.965671437,18.1052600528,116,48,162,0.0190683924148,"[474291, array([ 4.00502781, -2.11429216,  1.97127085]), array([ 0.82104266, -0.42240725,  0.38400659])]"
276,101.96,46.5582223633,5.90729598562,5.70533925482,270.585097437,42.8743508866,294,6,18,0.0191070876246,"[1191339, array([ 4.0578775 , -2.18025502,  1.86426344]), array([ 0.82104266, -0.42240725,  0.38400659])]"
229,106.37,40.4910174989,347.080201709,29.8189506069,233.299130413,35.1287731551,264,30,6,0.0191259695887,"[1071993, array([ 3.83484157, -1.87432805,  1.76332887]), array([ 0.82104266, -0.42240725,  0.38400659])]"
78,86.62,43.7675837563,220.407774729,35.8403601909,330.094184891,25.0039525474,108,38,162,0.0191966369223,"[440991, array([ 4.19885609, -2.05620683,  1.91249573]), array([ 0.82104266, -0.42240725,  0.38400659])]"
3,99.93,48.4982894384,192.057885296,1.87669674525,283.715557953,41.4397929354,40,4,118,0.0192031650868,"[162509, array([ 4.17470827, -2.03935879,  1.93956558]), array([ 0.82104266, -0.42240725,  0.38400659])]"
129,105.85,40.4388086055,348.93691909,27.9814433215,235.500921954,36.8183652608,170,88,118,0.0192199824519,"[696569, array([ 3.81155256, -2.02729972,  1.72265856]), array([ 0.82104266, -0.42240725,  0.38400659])]"
285,103.82,47.163443838,7.88283823963,5.47960946018,272.872996694,42.3122116293,302,6,24,0.019353766923,"[1223742, array([ 4.05504194, -2.04197732,  1.98284165]), array([ 0.82104266, -0.42240725,  0.38400659])]"
26,98.39,47.7475664313,194.136471127,5.19377065889,288.794917468,41.7803514565,74,6,150,0.0194271841542,"[300405, array([ 4.11764885, -2.21515887,  1.99683329]), array([ 0.82104266, -0.42240725,  0.38400659])]"
283,103.87,46.9636933846,7.89046730213,5.56167100268,272.771891605,42.4964837537,300,6,22,0.0194360363871,"[1215641, array([ 4.03730158, -2.0726166 ,  1.99164586]), array([ 0.82104266, -0.42240725,  0.38400659])]"
225,107.26,38.7408540273,347.286272135,31.912828613,231.437530147,34.9962027231,262,32,4,0.0196791541766,"[1064072, array([ 3.69533292, -1.97321834,  1.81018213]), array([ 0.82104266, -0.42240725,  0.38400659])]"
256,106.15,44.978403646,-0.317970153619,15.8401748902,255.537708174,40.7370963951,278,16,8,0.0198538268999,"[1127434, array([ 3.98196279, -1.94545578,  1.87151117]), array([ 0.82104266, -0.42240725,  0.38400659])]"
116,100.37,33.2646038555,-39.417349291,49.3399955401,204.645066235,20.5904659018,150,82,140,0.0199558539362,"[615040, array([ 3.60454365, -1.94392051,  1.66167006]), array([ 0.82104266, -0.42240725,  0.38400659])]"
239,105.6,43.1025451437,353.532640325,21.8732439152,244.633388445,38.8975496568,270,22,6,0.0200420724951,"[1095573, array([ 3.94235414, -1.96392451,  1.74950652]), array([ 0.82104266, -0.42240725,  0.38400659])]"
268,104.09,46.1111392358,5.88553646381,7.82407349508,268.568672333,42.8252528645,288,8,12,0.0202754210238,"[1167216, array([ 3.99382281, -2.14245281,  1.9524774 ]), array([ 0.82104266, -0.42240725,  0.38400659])]"
286,101.75,47.3608500223,5.87578312268,5.39086365194,270.979011121,42.1313071388,302,6,26,0.0203218545403,"[1223743, array([ 4.1283632 , -2.05432543,  1.83142876]), array([ 0.82104266, -0.42240725,  0.38400659])]"
179,86.9,41.3773630767,226.60330002,40.8823921091,336.572995837,21.5297276532,216,78,48,0.0203451469742,"[881934, array([ 4.07507069, -2.0989947 ,  2.01671796]), array([ 0.82104266, -0.42240725,  0.38400659])]"
168,89.12,46.6996479881,209.883238113,25.7283540558,317.456438837,32.0695336394,206,82,64,0.0203457050107,"[841802, array([ 4.2573873 , -2.07901201,  1.93504815]), array([ 0.82104266, -0.42240725,  0.38400659])]"
122,104.24,36.1343744331,336.650149375,39.8829873456,218.5502172,29.4083326662,160,86,130,0.0203681521524,"[655895, array([ 3.66310555, -1.97294332,  1.67953479]), array([ 0.82104266, -0.42240725,  0.38400659])]"
218,104.43,37.2239564021,335.603952919,39.5337062107,218.882832553,28.5821518585,256,40,8,0.0203959002686,"[1040494, array([ 3.7450982 , -1.82343346,  1.72768496]), array([ 0.82104266, -0.42240725,  0.38400659])]"
47,95.46,48.1256316608,200.561705349,13.1400590984,301.408517251,38.8729186707,90,14,160,0.0203988494151,"[365930, array([ 4.17609459, -2.1459455 ,  2.06599077]), array([ 0.82104266, -0.42240725,  0.38400659])]"
