,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
123,184.94,3.9655232373,83.1983917385,71.2015487444,276.266025234,18.344623681,52,80,-164,0.0110796409467,"[217808, array([ 1.01351443, -0.27574852, -0.3055007 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
406,24.71,11.5144031194,271.911578277,62.2686740393,120.125875456,24.8558123487,160,64,-10,0.0110920447743,"[653845, array([ 1.88894182, -0.52649997, -0.5522473 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
158,353.83,26.8031603277,88.5487048507,9.23990894423,195.910208636,61.4019510455,62,20,-118,0.0111406348302,"[252931, array([ 1.88127953, -0.5385869 , -0.54867233]), array([ 0.92322091, -0.26257841, -0.28056324])]"
18,344.96,17.5066561984,86.7955647667,33.0325096,231.604175335,51.493161146,36,40,-148,0.0111624576082,"[149416, array([ 1.40435599, -0.38519658, -0.41529979]), array([ 0.92322091, -0.26257841, -0.28056324])]"
49,347.63,4.88217687633,83.7115638107,51.1123490998,253.741631167,38.4623177982,38,60,-154,0.0111822222243,"[159313, array([ 0.97284401, -0.28330604, -0.3065728 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
201,358.38,29.0077782774,268.077417294,0.551171267361,177.08357143,60.9859712424,90,16,-88,0.011222614771,"[365986, array([ 2.04566859, -0.56455851, -0.6011638 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
203,358.76,29.0311071448,268.15447897,1.10172191701,176.170857613,60.9439391418,92,16,-86,0.0112371350401,"[374087, array([ 2.05333459, -0.5675249 , -0.60270291]), array([ 0.92322091, -0.26257841, -0.28056324])]"
319,14.45,25.1753973363,268.237703214,30.720340243,136.341769083,48.3350903176,150,34,-24,0.0112745686905,"[610638, array([ 2.11616888, -0.610045  , -0.66951652]), array([ 0.92322091, -0.26257841, -0.28056324])]"
687,194.87,4.24220033837,74.0856330424,81.7553671987,285.403552622,7.05648314958,330,82,-2,0.011412762777,"[1343969, array([ 1.15607872, -0.32589767, -0.3365529 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
131,187.06,5.42818256635,79.8898162952,72.158320261,278.719839678,16.942897711,54,82,-164,0.0114571406594,"[226088, array([ 0.97425166, -0.28577787, -0.28766072]), array([ 0.92322091, -0.26257841, -0.28056324])]"
650,352.52,1.29024659764,84.4736710503,56.4441408725,261.672781635,33.5243188237,302,68,-26,0.0114866667474,"[1229297, array([ 0.96271786, -0.28334048, -0.28528394]), array([ 0.92322091, -0.26257841, -0.28056324])]"
414,25.26,5.75685181523,277.015936898,72.158320261,117.016701397,16.8282061539,160,74,-8,0.0115278388318,"[654746, array([ 1.66494353, -0.47958395, -0.48570966]), array([ 0.92322091, -0.26257841, -0.28056324])]"
111,349.11,26.5439585695,85.9193999271,13.3342152387,199.960096164,59.8087586442,50,22,-128,0.0115789532444,"[204506, array([ 1.75274926, -0.48192515, -0.54708262]), array([ 0.92322091, -0.26257841, -0.28056324])]"
360,201.12,1.41062463344,309.476856295,85.5285909542,111.017456837,4.24220980116,156,88,-4,0.011583299666,"[639808, array([ 1.30252459, -0.3844223 , -0.40679143]), array([ 0.92322091, -0.26257841, -0.28056324])]"
388,23.03,5.70158942805,271.482788964,74.7921022657,114.462375521,14.0507870922,158,76,-6,0.0116338874995,"[646827, array([ 1.65100915, -0.44804961, -0.50129954]), array([ 0.92322091, -0.26257841, -0.28056324])]"
219,359.82,29.7729241944,266.716556733,5.40950837345,167.41319369,59.6398591585,106,16,-70,0.0116909820478,"[430795, array([ 2.06947203, -0.56240096, -0.63410115]), array([ 0.92322091, -0.26257841, -0.28056324])]"
258,6.37,28.2868912005,269.715063365,12.1556772551,158.911707655,58.7640765347,126,20,-52,0.0117014887648,"[512164, array([ 2.12982737, -0.62103899, -0.62491076]), array([ 0.92322091, -0.26257841, -0.28056324])]"
563,358.0,29.0,88.0,0.0,178.0,61.0,268,74,-90,0.0117695112349,"[1092105, array([ 2.04037806, -0.5611562 , -0.5995913 ]), array([ 0.92322091, -0.26257841, -0.28056324])]"
