,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
581,21.86,44.1700930475,284.019638947,7.99509472702,186.024211815,44.7213674946,192,8,-2,0.0286160100396,"[778409, array([ 4.54314413, -1.63553781, -1.6145611 ]), array([ 0.88304528, -0.31909995, -0.34410209])]"
534,21.65,43.456131881,282.061501503,9.97539103803,181.994134346,44.8238474952,188,10,-4,0.0286256719597,"[762388, array([ 4.4813568 , -1.77159762, -1.73172487]), array([ 0.88304528, -0.31909995, -0.34410209])]"
456,17.62,43.5125991758,284.044953503,3.7584127094,190.111379244,46.2409347131,174,4,-20,0.0287006011828,"[705140, array([ 4.40365732, -1.6797346 , -1.85396916]), array([ 0.88304528, -0.31909995, -0.34410209])]"
351,16.71,43.1409372654,286.012123881,0.749082386886,195.212985417,46.8492492769,128,2,-68,0.0287751584711,"[518636, array([ 4.38016725, -1.67998348, -1.83882382]), array([ 0.88304528, -0.31909995, -0.34410209])]"
437,27.28,34.8048227451,207.8258659,55.193977787,117.460759258,0.253809266057,168,66,26,0.0288485510479,"[686443, array([ 4.38667137, -1.4500673 , -1.6267774 ]), array([ 0.88304528, -0.31909995, -0.34410209])]"
254,30.21,36.2708377562,244.083560149,48.5301703523,133.432435625,17.3117922249,78,78,140,0.0288637496889,"[323080, array([ 4.40227583, -1.74525459, -1.72614517]), array([ 0.88304528, -0.31909995, -0.34410209])]"
532,21.71,43.6252483334,284.058528989,7.95589051035,185.946348523,45.2765832976,188,8,-6,0.0288670225939,"[762207, array([ 4.50745651, -1.73140692, -1.65069584]), array([ 0.88304528, -0.31909995, -0.34410209])]"
644,13.05,40.8910646246,117.426644824,15.9899919647,223.92796104,44.7470590843,298,88,-74,0.028884479075,"[1214873, array([ 4.29831823, -1.43388698, -1.74967543]), array([ 0.88304528, -0.31909995, -0.34410209])]"
14,14.49,43.067543858,109.91641347,5.76676605617,205.994071967,46.3530316491,36,6,-164,0.0289357796073,"[146348, array([ 4.36978556, -1.48142513, -1.80789844]), array([ 0.88304528, -0.31909995, -0.34410209])]"
440,19.42,43.1382859373,286.055099598,3.59461411363,192.241287923,46.6360705031,170,4,-26,0.0289576640036,"[688937, array([ 4.44169268, -1.75798464, -1.7175866 ]), array([ 0.88304528, -0.31909995, -0.34410209])]"
263,19.1,43.2267163351,109.985530091,0.938794464029,200.983912697,46.7578735861,82,2,-118,0.0290671576238,"[332311, array([ 4.47715697, -1.65379118, -1.59753475]), array([ 0.88304528, -0.31909995, -0.34410209])]"
418,24.6,33.6939976471,190.157165351,55.4507588676,290.072765062,6.76176119786,162,72,30,0.0290898297245,"[662685, array([ 4.30362935, -1.40832307, -1.6864766 ]), array([ 0.88304528, -0.31909995, -0.34410209])]"
201,23.19,32.8735561256,183.017398094,55.4507588676,287.018225656,9.45772842784,60,60,162,0.0291473334442,"[248571, array([ 4.23666717, -1.42156383, -1.73799579]), array([ 0.88304528, -0.31909995, -0.34410209])]"
53,12.75,38.7491418234,123.622862796,23.9378745766,236.975456481,41.761898589,38,24,-176,0.0291888793379,"[156062, array([ 4.23283155, -1.41367562, -1.72798106]), array([ 0.88304528, -0.31909995, -0.34410209])]"
507,27.65,41.4927780499,256.44253611,36.6820333003,144.274020021,26.8649999198,184,38,14,0.0291905884221,"[748717, array([ 4.52641407, -1.55281388, -1.89022886]), array([ 0.88304528, -0.31909995, -0.34410209])]"
588,19.97,44.5804534225,277.910937452,11.9703351884,176.526946551,42.9531019447,192,12,4,0.0292400711034,"[778772, array([ 4.47697237, -1.58112048, -1.8948786 ]), array([ 0.88304528, -0.31909995, -0.34410209])]"
36,16.85,42.1315602808,115.820367235,9.77930416089,216.178621244,46.211013538,38,10,-168,0.0292690703028,"[154806, array([ 4.42807609, -1.56061868, -1.57144423]), array([ 0.88304528, -0.31909995, -0.34410209])]"
575,26.29,43.896511208,266.464443928,27.3363021214,156.271494201,33.732655671,190,28,12,0.029275307889,"[772116, array([ 4.59176328, -1.49921373, -1.77443977]), array([ 0.88304528, -0.31909995, -0.34410209])]"
578,17.97,44.7216209177,284.004879815,3.99755934526,189.997566774,44.999914978,192,4,-2,0.029280846276,"[778049, array([ 4.4834593 , -1.47134064, -1.77861071]), array([ 0.88304528, -0.31909995, -0.34410209])]"
549,19.92,44.4453321881,286.014544121,3.97805220586,191.987795049,45.2788844856,190,4,-6,0.029294856678,"[769947, array([ 4.52993145, -1.53222116, -1.63447792]), array([ 0.88304528, -0.31909995, -0.34410209])]"
544,29.23,41.6614756603,266.254356936,31.4576771499,153.486501827,32.3163096036,188,32,10,0.0294058392549,"[764375, array([ 4.56645578, -1.7117622 , -1.63830848]), array([ 0.88304528, -0.31909995, -0.34410209])]"
67,15.8,40.2309183042,119.605625337,15.7505569216,226.299553153,45.5252746791,40,16,-170,0.029424003582,"[163445, array([ 4.34081292, -1.64834925, -1.57026535]), array([ 0.88304528, -0.31909995, -0.34410209])]"
