Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,Plunge P,Plunge S,Ratio1,Ratio2,Ratio3,Sum
0,25,-80,0.942104194807,-1.14853869877,0.954554472502,-0.831103447819,-0.820263344905,0.986956975161,62.631608935,64.0344175574,5.91564533462e-05,0.0223775581938,0.0243007218924,0.0467374365395
10,25,-70,0.959028352322,-1.01864606629,0.760546234092,-0.746624621895,-0.941473573653,1.26097311292,62.631608935,64.0344175574,0.00197066266087,0.00661041717458,0.00118377794699,0.00976485778244
15,25,-60,0.954892140798,-0.832980388393,1.01400294492,-1.21731910984,-1.14635608965,0.941705490684,62.631608935,64.0344175574,0.0389535243004,0.000286101783143,0.0321613895668,0.0714010156504
20,25,-60,0.977192746932,-0.750388152939,0.52810423203,-0.703774746391,-1.30224969984,1.85037855723,62.631608935,64.0344175574,0.00525257485634,0.0062995513687,0.0197710072161,0.0313231334412
25,30,-50,0.950271440246,-1.24695134829,0.827620144694,-0.66371486412,-0.762075795139,1.14819757148,62.631608935,64.0344175574,0.00995470101428,0.0343662899102,0.00647137431286,0.0507923652373
30,30,-40,0.960253276667,-0.83294204342,0.998895621769,-1.19923784573,-1.15284524806,0.961314931951,62.631608935,64.0344175574,0.0361061046805,0.000388472050807,0.0285759248404,0.0650705015717
35,30,-40,0.981835176174,-0.688007974456,0.454727283027,-0.660933157623,-1.42706947103,2.15917366919,62.631608935,64.0344175574,0.0103442671593,0.0151313820543,0.0409447625789,0.0664204117926
40,35,-30,0.977071338252,-0.773500144093,0.587062675909,-0.758969058237,-1.26318184387,1.6643390533,62.631608935,64.0344175574,0.00133318993437,0.00417318705253,0.00903245641983,0.0145388334067
45,40,-20,0.981942310646,-0.628655794812,0.576601529396,-0.917197509598,-1.5619713025,1.70298249412,62.631608935,64.0344175574,0.00319294373152,0.0271468698672,0.0110496142291,0.0413894278278
45,45,-20,0.964274176702,-1.05989998272,0.585788850531,-0.552683139995,-0.909778462517,1.64611220549,62.631608935,64.0344175574,0.0326989977259,0.00967764533968,0.00812979585415,0.0505064389197
45,55,-10,0.947288544532,-1.15085820529,1.00860003692,-0.876389491153,-0.823114906927,0.939211292737,62.631608935,64.0344175574,0.00114832303954,0.0218711723511,0.0326378652147,0.0556573606053
45,65,0,0.947502259539,-1.00047616044,1.10103005691,-1.10050603946,-0.947051311167,0.860559849021,62.631608935,64.0344175574,0.0217505495687,0.00613963610077,0.0502333959617,0.0781235816312
45,70,0,0.928994422148,-1.26339303548,0.96860617911,-0.766670507048,-0.735317035998,0.95910437305,62.631608935,64.0344175574,0.00100136601231,0.0410179161925,0.0289660942897,0.0709853764945
45,75,10,0.961254417448,-0.818210251171,0.783342984122,-0.957385932284,-1.17482568334,1.22711818058,62.631608935,64.0344175574,0.00606859443734,0.000843632400394,0.00227485875362,0.00918708559136
175,65,-90,0.953701111066,-1.14982712928,0.6721259292,-0.584545199958,-0.829429995852,1.41893218165,62.631608935,64.0344175574,0.0245709853326,0.0207752320303,0.00049129498006,0.0458375123429
