Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,Plunge P,Plunge S,Angle1,Angle2,Angle3,Sum
0,75,90,0.56778890075,4.20941849527,0.17363025475,0.041248038166,0.134885353259,3.27010348265,57.101920704,59.6389581368,0.00139380052069,0.115876902976,0.0836334071478,0.200904110645
5,65,80,0.195971239971,5.1530640948,0.0512592458072,0.00994733324954,0.0380300412272,3.82313935536,57.101920704,59.6389581368,3.66748238505e-05,0.190507261366,0.0616319982914,0.252175934481
5,75,90,0.574271599265,4.39025884179,0.106291533064,0.0242107668123,0.130805863608,5.40279721922,57.101920704,59.6389581368,0.000412699511753,0.118622177944,0.0307800725756,0.149814950032
10,0,-100,0.899266568667,2.70244956613,0.473417077541,0.175180726211,0.332759796867,1.89952287597,57.101920704,59.6389581368,0.0287404161728,0.023485199435,0.227534566015,0.279760181623
10,75,90,0.57878559687,4.54255281723,0.058999773072,0.0129882415122,0.127414169996,9.80996310213,57.101920704,59.6389581368,8.27459536937e-05,0.120931304191,0.00883800649815,0.129852056643
15,0,-100,0.909129080367,2.73208809756,0.228182601568,0.083519488911,0.332759796867,3.98421735101,57.101920704,59.6389581368,0.00630993032013,0.023485199435,0.0568035254227,0.0865986551778
15,5,-100,0.963414956493,1.8644749833,0.357417979668,0.191698994553,0.516721846697,2.69548542966,57.101920704,59.6389581368,0.0344140347531,6.01388358373e-06,0.120878198698,0.155298247335
15,75,90,0.581784668402,4.66344889287,0.0286763826096,0.0061491791308,0.124754164089,20.287937859,57.101920704,59.6389581368,5.09888319962e-06,0.122759252402,0.00173679725461,0.12450114854
15,80,90,0.704474055834,4.11110150936,0.267949561039,0.0651770724778,0.171358954341,2.62912935219,57.101920704,59.6389581368,0.0037447037045,0.0928862491178,0.126651099666,0.223282052488
20,0,-100,0.912072570819,2.7409337889,-0.018788481783,-0.00685477404056,0.332759796867,-48.5442401015,57.101920704,59.6389581368,0.000115470017477,0.023485199435,0.000793687830748,0.0243943572832
20,0,-90,0.899266568667,2.70244956613,0.473417077541,0.175180726211,0.332759796867,1.89952287597,57.101920704,59.6389581368,0.0287404161728,0.023485199435,0.227534566015,0.279760181623
20,5,-100,0.968778013614,1.86364628052,0.0431333394337,0.0231445955622,0.519829338721,22.4600744188,57.101920704,59.6389581368,0.000370540682514,2.40281110972e-05,0.00136297210584,0.00175754089945
20,10,-100,0.996728180942,0.931259746832,0.0911672027726,0.0978966427817,1.07030093841,10.932968772,57.101920704,59.6389581368,0.00877868910141,0.118927655366,0.00699515641083,0.134701500879
20,70,90,0.438000683019,5.16878246775,-0.149523393499,-0.0289281652753,0.0847396240317,-2.92931208133,57.101920704,59.6389581368,0.00107657030884,0.152057444332,0.113264545938,0.266398560578
20,75,90,0.583639660662,4.75066200756,0.0115844112888,0.00243848357773,0.122854385291,50.3814692099,57.101920704,59.6389581368,2.10990789992e-06,0.124073907946,0.000150561466181,0.12422657932
20,80,90,0.711545042552,4.18819508622,0.172340229602,0.0411490453653,0.169893003526,4.128722842,57.101920704,59.6389581368,0.00138643128885,0.0937565624261,0.052924771889,0.148067765604
20,85,90,0.817830488383,3.49847197652,0.327859577246,0.093715078882,0.233767911783,2.49445355616,57.101920704,59.6389581368,0.00801940546304,0.0599461676922,0.139649639901,0.207615213057
25,0,-100,0.908074638282,2.72891931908,-0.265616573443,-0.0973339781746,0.332759796867,-3.41874238686,57.101920704,59.6389581368,0.0101847186472,0.023485199435,0.0853471584609,0.119017076543
25,0,-90,0.909129080367,2.73208809756,0.228182601568,0.083519488911,0.332759796867,3.98421735101,57.101920704,59.6389581368,0.00630993032013,0.023485199435,0.0568035254227,0.0865986551778
25,5,-100,0.965466691997,1.84863376857,-0.27300904784,-0.147681521609,0.52225957808,-3.53639082527,57.101920704,59.6389581368,0.0226540880474,4.64194694304e-05,0.080176726051,0.102877233568
