Strike,Dip,Rake,Misfit Val
10,0,-100,0.22196828831389318
15,0,-100,0.17074073004071377
15,5,-100,0.16524488581489677
20,0,-100,0.15357166483819945
20,0,-90,0.22196828831389318
20,5,-100,0.01776132741170755
20,80,90,0.30834281985653833
20,85,90,0.2596861505170692
25,0,-100,0.18042121085568644
25,0,-90,0.17074073004071377
25,5,-100,0.133797934373354
25,5,-90,0.13617498863999114
25,80,90,0.307412177015712
25,85,90,0.24846695728458174
30,0,-90,0.15357166483819945
30,0,-80,0.22196828831389318
30,5,-90,0.01703220106700076
30,80,90,0.3073344503468383
30,85,90,0.245587692232412
35,0,-90,0.18042121085568644
35,0,-80,0.17074073004071377
35,5,-90,0.16570270274214527
35,5,-80,0.10404291027242442
35,80,90,0.30799918113806235
35,85,90,0.2510455292399842
40,0,-80,0.15357166483819945
40,0,-70,0.22196828831389318
40,5,-80,0.04702346772709361
40,5,-70,0.21916486217481382
40,80,90,0.3095808460209702
40,85,90,0.2647283497500499
45,0,-80,0.18042121085568644
45,0,-70,0.17074073004071377
45,5,-80,0.19415594001735945
45,5,-70,0.07069914412205595
45,85,80,0.22125953924286823
50,0,-70,0.15357166483819945
50,0,-60,0.22196828831389318
50,5,-70,0.07678926766974645
50,5,-60,0.1837723911198243
50,80,80,0.28035376882709007
50,85,80,0.19738925499622478
55,0,-70,0.18042121085568644
55,0,-60,0.17074073004071377
55,5,-70,0.21831881081978197
55,5,-60,0.04119882822592812
55,10,-60,0.25409724340856593
55,80,80,0.2582851552143759
55,85,70,0.15823815127575913
55,85,80,0.20958181543507293
60,0,-60,0.15357166483819945
60,0,-50,0.22196828831389318
60,5,-60,0.10493901079739207
60,5,-50,0.1501762359630033
60,10,-50,0.24665121197831819
60,75,80,0.30797066432900855
60,80,70,0.2138504947874389
60,80,80,0.2492210111256578
60,85,60,0.1985600719420765
60,85,70,0.0931978887641511
65,0,-60,0.18042121085568644
65,0,-50,0.17074073004071377
65,5,-50,0.03432594572438292
65,10,-50,0.2004426212063674
65,75,80,0.2872567336582156
65,80,60,0.1490715805315727
65,80,70,0.15714283971100107
65,85,60,0.15034632400502224
70,0,-50,0.15357166483819945
70,0,-40,0.22196828831389318
70,5,-50,0.1308573579620407
70,5,-40,0.1232947458465676
70,10,-40,0.1380632617302366
70,75,60,0.16272702501765107
70,75,70,0.20608872031020603
70,75,80,0.2793672674967587
70,80,50,0.21536373723396776
70,80,60,0.10979027490909642
75,0,-50,0.18042121085568644
75,0,-40,0.17074073004071377
75,5,-40,0.05726054104814561
75,5,-30,0.2206418406106015
75,10,-40,0.17795529686160522
75,10,-30,0.18748311645781132
75,70,50,0.1892516183983081
75,70,60,0.19025522498268235
75,70,70,0.24690420881197048
75,70,80,0.3041811706345664
75,75,50,0.11950092093745535
75,75,60,0.13218581121880613
75,75,70,0.22587936054220933
80,0,-40,0.15357166483819945
80,0,-30,0.22196828831389318
80,5,-40,0.1541315118519994
80,5,-30,0.10882404058006676
80,10,-30,0.05602382487614768
80,15,-30,0.29232929414704284
80,15,-20,0.2881672768355677
80,65,40,0.16979248363858576
80,65,50,0.14008814219533353
80,65,60,0.21515979630192733
80,70,40,0.30710671651820665
80,70,50,0.1354149114189278
80,70,60,0.16202597775132185
80,70,70,0.23380260908002123
80,70,80,0.29688585997393846
85,0,-40,0.18042121085568644
85,0,-30,0.17074073004071377
85,5,-30,0.08661673531230311
85,5,-20,0.19657659128398922
85,10,-30,0.18661644692656723
85,10,-20,0.09109819285504928
85,15,-20,0.13989382518436735
85,55,30,0.2241176083017113
85,55,40,0.22893586622030396
85,60,30,0.3060466719084087
85,60,40,0.03992225971125888
85,60,50,0.12482456681123733
85,60,60,0.23454435996159587
85,65,50,0.1869763222763932
85,65,60,0.18780356264599218
85,65,70,0.2467311554751534
85,65,80,0.3101958853387045
90,0,-30,0.15357166483819945
90,0,-20,0.22196828831389318
90,5,-30,0.17451437938738695
90,5,-20,0.10962199097658107
90,10,-20,0.07049410088798756
90,10,-10,0.18361887874711288
90,15,-20,0.24632816513551742
90,15,-10,0.08944751320622019
90,20,-10,0.17099972158181276
90,20,0,0.26622053554613473
90,25,0,0.22417303761030286
90,30,0,0.2997555587013887
90,35,10,0.266884993702935
90,40,20,0.24165908023967092
90,45,20,0.1948991534378143
90,45,30,0.19341620466679685
90,50,30,0.07936670797649618
90,50,40,0.13891654547251966
90,55,40,0.11336954101006141
90,55,50,0.13703368938821547
90,55,60,0.24865808841087492
90,60,60,0.2093877615119946
90,60,70,0.2616071622244453
95,0,-30,0.18042121085568644
95,0,-20,0.17074073004071377
95,5,-20,0.1147873854983563
95,5,-10,0.18287323617299667
95,10,-20,0.21029982278948064
95,10,-10,0.060986417934059754
95,15,-10,0.11462681144520591
95,15,0,0.1474513480037738
95,20,0,0.03995891583237301
95,25,0,0.18756216606557952
95,25,10,0.13754679659399868
95,30,10,0.08813690882547383
95,30,20,0.21958352262760544
95,35,10,0.2686516778959057
95,35,20,0.0534699933741054
95,40,20,0.1735588413199787
95,40,30,0.0778315284867182
95,45,30,0.14689783910879387
95,45,40,0.11259844337999392
95,50,40,0.1945687822050051
95,50,50,0.16262612705557394
95,50,60,0.25878827084025413
95,55,60,0.22775935344764323
