Strike,Dip,Rake,Misfit
10,6,80,0.0808801734962
0,86,-70,0.0848727360802
0,2,85,0.085675212716
5,2,90,0.0864111195122
10,2,95,0.0865039343933
15,6,85,0.0884345590733
0,0,90,0.0895291563985
170,0,-100,0.0895291563985
175,0,-95,0.0895291563985
5,0,95,0.0895291563985
5,4,75,0.091403251987
10,4,80,0.0919694022585
0,4,70,0.0925836540707
170,2,-100,0.0931641458005
20,6,90,0.094119075762
15,4,85,0.0941658081838
175,2,-95,0.0955698202735
0,88,-90,0.097535927708
20,4,90,0.0978676938428
