Strike,Dip,Rake,Misfit,Extra
0,32,-50,0.194614261305,"[650, array([ 0.70931486, -1.69313566, -2.90652913]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,32,-45,0.157436874177,"[651, array([ 0.65888977, -1.56059329, -3.21552543]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,32,-40,0.153132359439,"[652, array([ 0.60345013, -1.41617385, -3.50004964]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,32,-35,0.17547447869,"[653, array([ 0.54341786, -1.26097648, -3.75793636]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,32,-30,0.211444964995,"[654, array([ 0.47924986, -1.09618231, -3.98722292]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,32,-25,0.252573570537,"[655, array([ 0.41143448, -0.92304553, -4.1861643 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,34,-50,0.2517361932,"[690, array([ 0.68439392, -1.96670837, -2.97369463]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,34,-45,0.201821370992,"[691, array([ 0.63597343, -1.81364537, -3.28939587]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,34,-40,0.178127702649,"[692, array([ 0.58271279, -1.64677942, -3.58006281]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,34,-35,0.182284599084,"[693, array([ 0.52501736, -1.46738049, -3.84348331]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,34,-30,0.207279191288,"[694, array([ 0.46332622, -1.27681391, -4.07765259]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,34,-25,0.243615928117,"[695, array([ 0.3981089 , -1.07653   , -4.28078846]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,34,-20,0.285125541284,"[696, array([ 0.32986173, -0.86805305, -4.45134495]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,36,-45,0.244474205875,"[731, array([ 0.61005485, -2.05782183, -3.3596044 ]), array([ 0.30409475, -0.33149068, -0.89310711])]"
0,36,-40,0.207811030694,"[732, array([ 0.55924072, -1.86931902, -3.65602849]), array([ 0.30409475, -0.33149068, -0.89310711])]"
