Strike,Dip,Rake,Misfit
100,35,-80,0.39232303797
100,35,-70,0.446456809184
100,35,-60,0.511134845597
100,35,-50,0.594518274329
100,40,-100,0.256924305215
100,40,-90,0.301137490206
100,40,-80,0.346541016795
100,40,-70,0.395933551274
100,40,-60,0.453128799945
100,40,-50,0.524226731557
100,40,-40,0.620395498732
100,45,-100,0.270812539245
100,45,-90,0.308647906655
100,45,-80,0.347953208787
100,45,-70,0.390630226343
100,45,-60,0.439490929695
100,45,-50,0.499022777538
100,45,-40,0.577171476426
100,50,-100,0.336252844201
100,50,-90,0.362401365153
100,50,-80,0.391209997602
100,50,-70,0.423567134792
100,50,-60,0.461282915642
100,50,-50,0.507494606383
100,50,-40,0.567788539597
100,55,-100,0.437679364669
100,55,-90,0.449313939385
100,55,-80,0.464729018024
100,55,-70,0.483990446769
100,55,-60,0.508057112135
100,55,-50,0.538970139732
100,55,-40,0.580560013905
100,55,-30,0.640182687512
100,60,-100,0.566105548776
100,60,-90,0.560311667659
100,60,-80,0.559707588698
100,60,-70,0.563464602699
100,60,-60,0.571705079539
100,60,-50,0.585506889457
100,60,-40,0.607329958728
100,60,-30,0.642164963128
100,65,-60,0.647515196619
100,65,-50,0.642155341915
100,65,-40,0.642852729157
100,75,-10,0.64744239488
100,80,-20,0.646701795107
100,80,-10,0.61264817983
100,80,0,0.619622626345
100,85,-20,0.636853021547
100,85,-10,0.581596423864
100,85,0,0.569332010406
100,85,10,0.608454816777
105,20,-100,0.571069432354
105,25,-100,0.450408759835
105,25,-90,0.522805508327
105,25,-80,0.600154212833
105,30,-100,0.346499350005
105,30,-90,0.410468185487
105,30,-80,0.477569546175
105,30,-70,0.551913543828
105,30,-60,0.639253889514
105,35,-100,0.269198745269
105,35,-90,0.325783361552
105,35,-80,0.384815224687
105,35,-70,0.449450116596
105,35,-60,0.524215157464
105,35,-50,0.616232470779
105,40,-100,0.241308829252
105,40,-90,0.28381619255
105,40,-80,0.331399203041
105,40,-70,0.385114381078
105,40,-60,0.447863553209
105,40,-50,0.524859161824
105,40,-40,0.625311092763
105,45,-100,0.280884900119
105,45,-90,0.29958618938
105,45,-80,0.327855145227
105,45,-70,0.364930973017
105,45,-60,0.411993652147
105,45,-50,0.472410049915
105,45,-40,0.552812438464
105,50,-100,0.373922998973
105,50,-90,0.367855947688
105,50,-80,0.372968825095
105,50,-70,0.388491353436
105,50,-60,0.415104381713
105,50,-50,0.455212816248
105,50,-40,0.513775939999
105,50,-30,0.600123264537
105,55,-100,0.500891221654
105,55,-90,0.471772445096
105,55,-80,0.454034518026
105,55,-70,0.446710166446
105,55,-60,0.450341694315
105,55,-50,0.467101878098
105,55,-40,0.501351603142
105,55,-30,0.560834813229
105,60,-90,0.600839358366
105,60,-80,0.559899623875
105,60,-70,0.529221062137
105,60,-60,0.508829661926
105,60,-50,0.500587129967
105,60,-40,0.508698348007
105,60,-30,0.540542360036
105,60,-20,0.607675072183
105,65,-70,0.629578703823
105,65,-60,0.583699518457
105,65,-50,0.549051560114
105,65,-40,0.529709656817
105,65,-30,0.533312915324
105,65,-20,0.571274470421
105,70,-50,0.607828140408
105,70,-40,0.559507261894
105,70,-30,0.534405036436
105,70,-20,0.544733907878
105,70,-10,0.60255790113
105,75,-40,0.594423627255
105,75,-30,0.540052628327
105,75,-20,0.524397446873
105,75,-10,0.55851698395
105,75,0,0.642724378907
105,80,-40,0.63166519158
105,80,-30,0.547202934686
105,80,-20,0.507504545884
105,80,-10,0.521824077027
105,80,0,0.585006366871
105,85,-30,0.553249879877
105,85,-20,0.491938212527
105,85,-10,0.490288693244
105,85,0,0.536752360474
105,85,10,0.612952526462
110,20,-100,0.524639845098
110,20,-90,0.624104410355
110,25,-100,0.406025663714
110,25,-90,0.495242996272
110,25,-80,0.588084617657
110,30,-100,0.304201312995
110,30,-90,0.384336007608
110,30,-80,0.467815380193
110,30,-70,0.558119630118
110,35,-100,0.237384836836
110,35,-90,0.301187716396
110,35,-80,0.372932979567
110,35,-70,0.452655948012
110,35,-60,0.543387799931
110,40,-100,0.240001296155
110,40,-90,0.267638167899
110,40,-80,0.315771697364
110,40,-70,0.378772554839
110,40,-60,0.455683753106
110,40,-50,0.549238507038
110,45,-100,0.318002377616
110,45,-90,0.302026854041
110,45,-80,0.312347746021
110,45,-70,0.34627838761
110,45,-60,0.401278931798
110,45,-50,0.477029542088
110,45,-40,0.576527611145
110,50,-100,0.442436248263
110,50,-90,0.392083894366
110,50,-80,0.364361164272
110,50,-70,0.361195941383
110,50,-60,0.384303560893
110,50,-50,0.434566345729
110,50,-40,0.513196134875
110,50,-30,0.623511117506
110,55,-100,0.595434451842
110,55,-90,0.516849794209
110,55,-80,0.456806283231
110,55,-70,0.417614219978
110,55,-60,0.403967739811
110,55,-50,0.421243098861
110,55,-40,0.473174425601
110,55,-30,0.561539951528
110,60,-80,0.576201871908
110,60,-70,0.503752000476
110,60,-60,0.453430189424
110,60,-50,0.433704439342
110,60,-40,0.453481515965
110,60,-30,0.516843639454
110,60,-20,0.62196588702
110,65,-70,0.61103747157
110,65,-60,0.524460065434
110,65,-50,0.466336436629
110,65,-40,0.450333775948
110,65,-30,0.485822615855
110,65,-20,0.56980597284
110,70,-60,0.611223864092
110,70,-50,0.513293169196
110,70,-40,0.459378093312
110,70,-30,0.465081345675
110,70,-20,0.528167143956
110,70,-10,0.631182922032
110,75,-50,0.569907709708
110,75,-40,0.476216621842
110,75,-30,0.45140036122
110,75,-20,0.494379759927
110,75,-10,0.580784365333
110,80,-50,0.632889924617
110,80,-40,0.496760893659
110,80,-30,0.44177433989
110,80,-20,0.466283318615
110,80,-10,0.537958468929
110,80,0,0.628623036385
110,85,-40,0.517233302059
110,85,-30,0.433469148983
110,85,-20,0.442144348744
110,85,-10,0.500956893504
110,85,0,0.576968737869
115,15,-100,0.593828556933
115,20,-100,0.466007539422
115,20,-90,0.581962464764
115,25,-100,0.348669580948
115,25,-90,0.456131241998
115,25,-80,0.566820193358
115,30,-100,0.253543975844
115,30,-90,0.347165043062
115,30,-80,0.448813671126
115,30,-70,0.557985155186
115,35,-100,0.216359431631
115,35,-90,0.270954306088
115,35,-80,0.353729184921
115,35,-70,0.451834114411
115,35,-60,0.562741627715
115,40,-100,0.271924599305
115,40,-90,0.259330256202
115,40,-80,0.297864025614
115,40,-70,0.372138475699
115,40,-60,0.469513453514
115,40,-50,0.585553163484
115,45,-100,0.392372987829
115,45,-90,0.325291637372
115,45,-80,0.302810009702
115,45,-70,0.33126498593
115,45,-60,0.402154036155
115,45,-50,0.503309316816
115,45,-40,0.628225329481
115,50,-100,0.546281821755
115,50,-90,0.443011985904
115,50,-80,0.369537413951
115,50,-70,0.340741252802
115,50,-60,0.367279713057
115,50,-50,0.442898615395
115,50,-40,0.553620379975
115,55,-90,0.590745018865
115,55,-80,0.478499744267
115,55,-70,0.398012470716
115,55,-60,0.369664682851
115,55,-50,0.406004404758
115,55,-40,0.495867861372
115,55,-30,0.61978000254
115,60,-80,0.614594742683
115,60,-70,0.489999662348
115,60,-60,0.407005710381
115,60,-50,0.393287450972
115,60,-40,0.453764108741
115,60,-30,0.56291730176
115,65,-70,0.606119471524
115,65,-60,0.471442746821
115,65,-50,0.402791117167
115,65,-40,0.425753237855
115,65,-30,0.51720028288
115,65,-20,0.638656599614
115,70,-60,0.555409061421
115,70,-50,0.429964444387
115,70,-40,0.409577445654
115,70,-30,0.480701948216
115,70,-20,0.590413457524
115,75,-50,0.4692548151
115,75,-40,0.402177024277
115,75,-30,0.451575542765
115,75,-20,0.549666725268
115,80,-50,0.515467783856
115,80,-40,0.39987975515
115,80,-30,0.428067321745
115,80,-20,0.51502789846
115,80,-10,0.60880066071
115,85,-50,0.564010030351
115,85,-40,0.398719254561
115,85,-30,0.408606192834
115,85,-20,0.485354839706
115,85,-10,0.56761847588
115,85,0,0.642847890321
120,15,-100,0.521435405846
120,20,-100,0.393838078535
120,20,-90,0.52764664922
120,25,-100,0.279712735951
120,25,-90,0.40354293408
120,25,-80,0.534067899662
120,30,-100,0.208280000751
120,30,-90,0.299027264771
120,30,-80,0.417982821525
120,30,-70,0.548857471874
120,35,-100,0.235932792621
120,35,-90,0.242755720715
120,35,-80,0.325214562892
120,35,-70,0.44324779022
120,35,-60,0.578144121034
120,40,-100,0.35100035517
120,40,-90,0.274340209203
120,40,-80,0.27895645732
120,40,-70,0.360834873889
120,40,-60,0.483431930427
120,40,-50,0.625672104725
120,45,-100,0.506405168936
120,45,-90,0.381244627725
120,45,-80,0.305248947218
120,45,-70,0.316632466119
120,45,-60,0.408440261231
120,45,-50,0.541279144887
120,50,-90,0.528013458261
120,50,-80,0.396378310141
120,50,-70,0.326896038959
120,50,-60,0.360115001029
120,50,-50,0.472171782997
120,50,-40,0.616959534749
120,55,-80,0.527121771654
120,55,-70,0.390772376022
120,55,-60,0.346496922743
120,55,-50,0.41970635766
120,55,-40,0.554214704257
120,60,-70,0.49307144711
120,60,-60,0.370407348108
120,60,-50,0.385396767698
120,60,-40,0.502773929634
120,60,-30,0.646982128338
120,65,-70,0.621632703605
120,65,-60,0.426281457779
120,65,-50,0.36972604129
120,65,-40,0.46172821346
120,65,-30,0.599076176547
120,70,-60,0.505586004785
120,70,-50,0.370874246
120,70,-40,0.429933097121
120,70,-30,0.559253646172
120,75,-60,0.602160746446
120,75,-50,0.384462585976
120,75,-40,0.405909733722
120,75,-30,0.526584529896
120,75,-20,0.64351951009
120,80,-50,0.404404952541
120,80,-40,0.38794065046
120,80,-30,0.500287454378
120,80,-20,0.607644889787
120,85,-50,0.423669432626
120,85,-40,0.374465734596
120,85,-30,0.479756201186
120,85,-20,0.576423914293
125,10,-100,0.571946503199
125,15,-100,0.436825192205
125,15,-90,0.592826505934
125,20,-100,0.309269049814
125,20,-90,0.459303937465
125,20,-80,0.614638587196
125,25,-100,0.211183740953
125,25,-90,0.33706151719
125,25,-80,0.487257469341
125,25,-70,0.645555946594
125,30,-100,0.208401390969
125,30,-90,0.246837887031
125,30,-80,0.373162834337
125,30,-70,0.527780037981
125,35,-100,0.316729374998
125,35,-90,0.239495943778
125,35,-80,0.288380068692
125,35,-70,0.423218576626
125,35,-60,0.586239517715
125,40,-100,0.474065962022
125,40,-90,0.331790004581
125,40,-80,0.267998273434
125,40,-70,0.341135528164
125,40,-60,0.49250258797
125,45,-90,0.477874483018
125,45,-80,0.332787994503
125,45,-70,0.300853500409
125,45,-60,0.414005198795
125,45,-50,0.583644802193
125,50,-90,0.649586525669
125,50,-80,0.456323375555
125,50,-70,0.322581084466
125,50,-60,0.357257338207
125,50,-50,0.513667498191
125,55,-80,0.612232115017
125,55,-70,0.402656023669
125,55,-60,0.331528076628
125,55,-50,0.455448835163
125,55,-40,0.632207404769
125,60,-70,0.522353518939
125,60,-60,0.34347644275
125,60,-50,0.409752227163
125,60,-40,0.583176830937
125,65,-60,0.390654776557
125,65,-50,0.376923100842
125,65,-40,0.543222968745
125,70,-60,0.464473276554
125,70,-50,0.356076756605
125,70,-40,0.512104131807
125,75,-60,0.557468977838
125,75,-50,0.344458043504
125,75,-40,0.489755302838
125,75,-30,0.639059124123
125,80,-50,0.337584636192
125,80,-40,0.476462659726
125,80,-30,0.616995986618
125,85,-50,0.330744848468
125,85,-40,0.473071512185
125,85,-30,0.600861270444
130,5,-100,0.620918945475
130,10,-100,0.47952324839
130,15,-100,0.341326477707
130,15,-90,0.510917895533
130,20,-100,0.222071845214
130,20,-90,0.376603108621
130,20,-80,0.55086638405
130,25,-100,0.186993131662
130,25,-90,0.26242978912
130,25,-80,0.424141455209
130,25,-70,0.606929635634
130,30,-100,0.285992381363
130,30,-90,0.218036009745
130,30,-80,0.314811971439
130,30,-70,0.491234279415
130,35,-100,0.445289398019
130,35,-90,0.292599169182
130,35,-80,0.254140727085
130,35,-70,0.388127446545
130,35,-60,0.583515236912
130,40,-100,0.625006969128
130,40,-90,0.438399134844
130,40,-80,0.287485711617
130,40,-70,0.311352491366
130,40,-60,0.491935325872
130,45,-90,0.612967226002
130,45,-80,0.402738728842
130,45,-70,0.28829842717
130,45,-60,0.41274314355
130,45,-50,0.625729320664
130,50,-80,0.560333141404
130,50,-70,0.338746778263
130,50,-60,0.352211721461
130,50,-50,0.560866459944
130,55,-70,0.447886627174
130,55,-60,0.320085710419
130,55,-50,0.505720533316
130,60,-70,0.594392197659
130,60,-60,0.325112975986
130,60,-50,0.460878492508
130,65,-60,0.366963574156
130,65,-50,0.426855056258
130,70,-60,0.437132087633
130,70,-50,0.404094036052
130,70,-40,0.634426565528
130,75,-60,0.527299366477
130,75,-50,0.393722402562
130,75,-40,0.626768388116
130,80,-60,0.633688731393
130,80,-50,0.399966634806
130,80,-40,0.630816661344
130,85,-50,0.434234433508
130,85,-40,0.646855139577
135,5,-100,0.52704471037
135,10,-100,0.37948098586
135,10,-90,0.560255128637
135,15,-100,0.242179996246
135,15,-90,0.416538631432
135,15,-80,0.606126091356
135,20,-100,0.1711355296
135,20,-90,0.284431213075
135,20,-80,0.47073216154
135,25,-100,0.253937636871
135,25,-90,0.206598435604
135,25,-80,0.345093167936
135,25,-70,0.550776049045
135,30,-100,0.41437577526
135,30,-90,0.259636679269
135,30,-80,0.254232185874
135,30,-70,0.435483245111
135,35,-100,0.595574474892
135,35,-90,0.405019270923
135,35,-80,0.256453876253
135,35,-70,0.336214337527
135,35,-60,0.565420394861
135,40,-90,0.5826725519
135,40,-80,0.363847143119
135,40,-70,0.27817752615
135,40,-60,0.47600946636
135,45,-80,0.524886128673
135,45,-70,0.299063020797
135,45,-60,0.397809119606
135,50,-70,0.399428288327
135,50,-60,0.337864883371
135,50,-50,0.60959713912
135,55,-70,0.549933229239
135,55,-60,0.30723495858
135,55,-50,0.565586318231
135,60,-60,0.315729171275
135,60,-50,0.534144648005
135,65,-60,0.362514517143
135,65,-50,0.518300859356
135,70,-60,0.438274433963
135,70,-50,0.523358361252
135,75,-60,0.535715277402
135,75,-50,0.558493564767
135,80,-50,0.636247936228
140,0,-100,0.585820918009
140,5,-100,0.429610106491
140,5,-90,0.612551390356
140,10,-100,0.276369847131
140,10,-90,0.460714161225
140,15,-100,0.165641648096
140,15,-90,0.313813335274
140,15,-80,0.51329935916
140,20,-100,0.216191978
140,20,-90,0.204790691413
140,20,-80,0.375176085238
140,20,-70,0.59784444169
140,25,-100,0.375293909336
140,25,-90,0.228311497079
140,25,-80,0.261073030322
140,25,-70,0.473702711634
140,30,-100,0.557857570875
140,30,-90,0.371200988569
140,30,-80,0.234030029858
140,30,-70,0.359162905135
140,30,-60,0.621152748847
140,35,-90,0.551483263024
140,35,-80,0.334023440496
140,35,-70,0.276742842879
140,35,-60,0.525508058675
140,40,-80,0.49958557572
140,40,-70,0.275453458962
140,40,-60,0.437083132653
140,45,-70,0.373711515104
140,45,-60,0.36127004964
140,50,-70,0.534397052488
140,50,-60,0.308921034698
140,55,-60,0.296028433432
140,55,-50,0.633601319052
140,60,-60,0.332615837229
140,60,-50,0.631420994279
140,65,-60,0.414742261188
140,70,-60,0.541929716188
145,0,-100,0.497689682928
145,5,-100,0.330680739612
145,5,-90,0.515189355438
145,10,-100,0.18266420309
145,10,-90,0.355486149887
145,10,-80,0.556935146151
145,15,-100,0.172382835326
145,15,-90,0.217253729466
145,15,-80,0.40806396936
145,15,-70,0.635215137538
145,20,-100,0.323280861784
145,20,-90,0.196354509023
145,20,-80,0.274086593953
145,20,-70,0.503014724281
145,25,-100,0.507177514596
