Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH
40,20,-90,0.444108123639,2.55843324814,3.26640537771,1.27672096979,0.173585972572,0.13596234156
40,20,90,0.444108123639,2.55843324814,3.26640537771,1.27672096979,0.173585972572,0.13596234156
40,45,0,0.824758191522,1.75456030196,2.4038218217,1.37004229437,0.470065457768,0.34310288062
40,60,45,0.932997105399,1.2237318593,1.70880260281,1.39638646312,0.762419559736,0.545994665427
40,60,45,0.932997105399,1.2237318593,1.70880260281,1.39638646312,0.762419559736,0.545994665427
40,70,45,0.994579120463,0.414610896532,0.613125271811,1.47879681152,2.39882532944,1.62214667408
40,70,45,0.994579120463,0.414610896532,0.613125271811,1.47879681152,2.39882532944,1.62214667408
45,20,-90,0.369271688927,2.42270477633,3.46005495131,1.42817853216,0.152421249396,0.106724226674
45,20,90,0.369271688927,2.42270477633,3.46005495131,1.42817853216,0.152421249396,0.106724226674
45,80,-100,0.830719103152,1.23460119875,1.81805791088,1.47258719068,0.672864325736,0.456926645834
50,20,100,0.443208657054,2.35797337197,3.20682924502,1.35999383332,0.187961688763,0.138207750769
50,45,45,0.845340521264,1.58141234277,2.17223435305,1.3736040211,0.534547820578,0.389157145994
50,45,45,0.845340521264,1.58141234277,2.17223435305,1.3736040211,0.534547820578,0.389157145994
50,80,-90,0.686292155102,1.61933030952,2.11557211112,1.30644878237,0.423812332214,0.32440026577
50,80,90,0.686292155102,1.61933030952,2.11557211112,1.30644878237,0.423812332214,0.32440026577
110,60,45,0.247375259565,3.22234544044,4.49285949451,1.39428238765,0.0767686966335,0.0550596473954
110,60,45,0.247375259565,3.22234544044,4.49285949451,1.39428238765,0.0767686966335,0.0550596473954
112,60,45,0.208128321946,3.34265553653,4.4564753844,1.33321406759,0.0622643642673,0.0467024507024
112,60,45,0.208128321946,3.34265553653,4.4564753844,1.33321406759,0.0622643642673,0.0467024507024
112,80,0,0.206159969839,2.09756203361,3.07510072784,1.46603565404,0.0982855174412,0.0670416965442
112,90,0,0.371171560683,2.05280278716,2.85476461675,1.39066676771,0.180812089211,0.130018271386
115,60,45,0.149977003551,3.51665228279,4.37348292058,1.24364951917,0.0426476635989,0.0342923492041
115,60,0,0.0965864287036,2.15634414332,3.03437271443,1.40718387824,0.0447917504275,0.0318307728791
115,60,45,0.149977003551,3.51665228279,4.37348292058,1.24364951917,0.0426476635989,0.0342923492041
115,70,0,0.074811243203,2.25417909909,2.95152287932,1.3093559782,0.0331877991563,0.025346658746
