Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH
40,20,-90,0.463907836074,2.41859386584,3.2629563494,1.34911296828,0.191808902944,0.142174085828
40,20,90,0.463907836074,2.41859386584,3.2629563494,1.34911296828,0.191808902944,0.142174085828
40,45,0,0.838681458147,1.64099577306,2.37347416848,1.44636214635,0.511080815634,0.353356050505
40,60,45,0.924959575961,1.34568057134,1.74415727893,1.29611537543,0.687354484904,0.530318903654
40,60,45,0.924959575961,1.34568057134,1.74415727893,1.29611537543,0.687354484904,0.530318903654
45,20,100,0.531458892487,2.34140026761,2.99010937311,1.27706031919,0.226983356857,0.177738947367
45,80,-100,0.822739404653,1.39610813128,1.75587205824,1.25769058922,0.589309227714,0.468564552178
45,90,45,0.861579617981,1.63988763567,2.06833042813,1.26126350559,0.52538942257,0.41655801523
45,90,45,0.861579617981,1.63988763567,2.06833042813,1.26126350559,0.52538942257,0.41655801523
50,20,100,0.461574704837,2.21230647452,3.2049741731,1.44870261422,0.208639585045,0.144018229136
50,45,45,0.834484359741,1.67717774087,2.17261091141,1.29539693884,0.49755272766,0.384092869717
50,45,45,0.834484359741,1.67717774087,2.17261091141,1.29539693884,0.49755272766,0.384092869717
110,60,45,0.223755370054,3.27297995952,4.52676819747,1.38307238463,0.0683644179988,0.0494293854453
110,60,45,0.223755370054,3.27297995952,4.52676819747,1.38307238463,0.0683644179988,0.0494293854453
112,60,45,0.183592167772,3.38937945,4.48830623605,1.3242265442,0.0541668970621,0.040904554662
112,60,45,0.183592167772,3.38937945,4.48830623605,1.3242265442,0.0541668970621,0.040904554662
112,80,0,0.22148753531,2.13786523948,3.13790357382,1.46777426185,0.103602196818,0.0705845575238
112,90,0,0.386452589042,2.0541666119,2.92345117079,1.42318113529,0.188131082846,0.132190540038
115,45,0,0.333668116234,2.04401159957,3.00637157648,1.47081923464,0.163241791927,0.110986984724
115,60,45,0.124114705644,3.55740115456,4.4016814948,1.23733065335,0.0348891508863,0.0281971118971
115,60,0,0.0813582703652,2.26699941559,3.07107804903,1.35468850495,0.0358880861661,0.0264917625232
115,60,45,0.124114705644,3.55740115456,4.4016814948,1.23733065335,0.0348891508863,0.0281971118971
115,70,0,0.0910186865124,2.33034034551,2.99762608582,1.28634690276,0.0390581086955,0.0303635890223
125,80,45,0.579111213432,2.58436106733,3.65685498504,1.41499383785,0.224082935142,0.158363187986
125,80,45,0.579111213432,2.58436106733,3.65685498504,1.41499383785,0.224082935142,0.158363187986
130,70,-100,0.388693733987,2.69403424024,3.70168981367,1.3740322073,0.144279433491,0.105004404354
130,90,45,0.838681458147,1.64099577306,2.37347416848,1.44636214635,0.511080815634,0.353356050505
130,90,45,0.838681458147,1.64099577306,2.37347416848,1.44636214635,0.511080815634,0.353356050505
140,70,-90,0.503751041383,2.4874464766,3.1338367257,1.25986096794,0.202517339015,0.160745783994
140,70,90,0.503751041383,2.4874464766,3.1338367257,1.25986096794,0.202517339015,0.160745783994
150,80,-100,0.852245654691,1.511906321,1.97414952869,1.30573534965,0.563689458041,0.4317026863
155,0,-100,0.970070893924,0.70063622674,0.884626420777,1.26260445437,1.38455714521,1.09658819943
155,90,0,0.389483498526,2.07027723773,2.89730460465,1.39947662653,0.188131082846,0.134429599808
160,80,-90,0.891205275853,1.18853533877,1.56876127723,1.3199113447,0.749834899123,0.568094896776
160,80,90,0.891205275853,1.18853533877,1.56876127723,1.3199113447,0.749834899123,0.568094896776
40,60,45,0.924959575961,1.34568057134,1.74415727893,1.29611537543,0.687354484904,0.530318903654
40,60,45,0.924959575961,1.34568057134,1.74415727893,1.29611537543,0.687354484904,0.530318903654
140,80,-90,0.682989426863,1.02384456102,2.91508767469,2.84719750015,0.667083122638,0.234294643277
140,80,90,0.682989426863,1.02384456102,2.91508767469,2.84719750015,0.667083122638,0.234294643277
140,90,100,0.678158918951,1.03224445396,2.47278540303,2.39554244496,0.656975115101,0.27424899796
150,80,-90,0.802566233671,1.11289185836,2.30462423195,2.07084292569,0.721153836862,0.348241688405
150,80,90,0.802566233671,1.11289185836,2.30462423195,2.07084292569,0.721153836862,0.348241688405
150,90,45,0.935000579946,1.22925873617,0.360465836589,0.293238376904,0.760621464329,2.59386739335
150,90,45,0.935000579946,1.22925873617,0.360465836589,0.293238376904,0.760621464329,2.59386739335
150,90,100,0.785405875264,1.0349762272,2.17309328483,2.09965526523,0.758863686546,0.361422991247
155,80,-90,0.851091610811,1.15332542735,1.95021511577,1.69094955294,0.73794576156,0.436409093504
155,80,90,0.851091610811,1.15332542735,1.95021511577,1.69094955294,0.73794576156,0.436409093504
160,80,-90,0.891205275853,1.18853533877,1.56876127723,1.3199113447,0.749834899123,0.568094896776
160,80,90,0.891205275853,1.18853533877,1.56876127723,1.3199113447,0.749834899123,0.568094896776
40,60,45,0.924959575961,1.34568057134,1.74415727893,1.29611537543,0.687354484904,0.530318903654
40,60,45,0.924959575961,1.34568057134,1.74415727893,1.29611537543,0.687354484904,0.530318903654
40,70,0,0.720189233797,2.46558696641,1.4694592389,0.59598759197,0.292096463686,0.490104941145
40,80,-90,0.762212037825,2.01569752287,1.60962333923,0.798544087576,0.378138103151,0.473534409726
40,80,90,0.762212037825,2.01569752287,1.60962333923,0.798544087576,0.378138103151,0.473534409726
45,45,0,0.885618031465,1.62252582899,1.68725250589,1.03989254023,0.545826769374,0.524887667004
45,80,-100,0.822739404653,1.39610813128,1.75587205824,1.25769058922,0.589309227714,0.468564552178
50,20,0,0.909773976735,0.411316361483,1.88096184152,4.5730294675,2.21185943942,0.483674871361
