Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH
40,70,0,0.728448888639,2.19120916923,1.92643918711,0.879167180459,0.332441511686,0.378132304157
45,60,0,0.830392808193,1.90626595601,1.53859019586,0.807122527163,0.435612253146,0.539710190815
50,80,-90,0.682361752874,2.10035328431,1.66353787963,0.792027651755,0.324879513352,0.410187084545
50,80,90,0.682361752874,2.10035328431,1.66353787963,0.792027651755,0.324879513352,0.410187084545
110,0,0,0.941943763185,1.15897599743,1.05464339823,0.909978636808,0.812737938726,0.893139581362
110,20,-90,0.473174416468,2.17560297476,1.69949277929,0.781159429826,0.217491160822,0.278420963145
110,20,90,0.473174416468,2.17560297476,1.69949277929,0.781159429826,0.217491160822,0.278420963145
110,45,45,0.568807811988,3.44241285399,3.16359547832,0.919005247917,0.165235210335,0.179797896377
110,45,45,0.568807811988,3.44241285399,3.16359547832,0.919005247917,0.165235210335,0.179797896377
112,45,45,0.538806641814,3.55028208869,3.21250394771,0.904858787966,0.151764459374,0.167721705742
112,45,45,0.538806641814,3.55028208869,3.21250394771,0.904858787966,0.151764459374,0.167721705742
115,20,100,0.381979945462,2.01705499689,1.81141298528,0.898048386421,0.189375077056,0.210874024072
115,45,45,0.493029571692,3.70943913616,3.26053014362,0.878981976502,0.132912161002,0.151211474814
115,45,45,0.493029571692,3.70943913616,3.26053014362,0.878981976502,0.132912161002,0.151211474814
125,60,0,0.0357462993196,2.63248032645,2.46600981912,0.936762867452,0.013578942627,0.014495602995
125,70,0,0.205470879897,2.6513191928,2.30165581106,0.868117206451,0.0774976021202,0.0892708974598
125,80,0,0.368952331763,2.58959906711,2.06736715589,0.798334839607,0.142474692878,0.178464831809
130,45,0,0.160652185832,2.52097185524,2.24322684327,0.889826214685,0.0637262909136,0.0716165582245
130,60,45,0.14750851166,3.93530454964,3.63378613113,0.923381172993,0.0374833789352,0.0405936140259
130,60,45,0.14750851166,3.93530454964,3.63378613113,0.923381172993,0.0374833789352,0.0405936140259
140,60,-100,0.292188357959,3.57988678439,3.11967246039,0.871444447346,0.0816194409368,0.0936599472122
140,80,45,0.774744124745,2.36916993564,2.06535715443,0.871764039955,0.327010786812,0.375113874654
