Exit Angle,Plunge,Azimuth,Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,Ratio1,Ratio2,Ratio3,Sum
25,65,30,110,20,0,-0.145892956,0.838992912,5.462071924,6.51027183,-0.17389057,-0.026710186,0.556267816,1.990062908,1.116680631,3.663011355
25,65,40,110,20,0,-0.285467851,1.629834609,5.106044719,3.132860655,-0.175151423,-0.055907824,0.279005039,2.000517698,1.255031591,3.534554327
25,65,50,110,20,0,-0.412825977,2.328569913,4.538875993,1.949211818,-0.177287345,-0.09095335,0.111548181,2.01836446,1.44468818,3.574600821
25,65,60,110,20,0,-0.522867158,2.899178598,3.797246412,1.309766295,-0.180350103,-0.137696399,0.021388219,2.044257445,1.745604929,3.811250593
25,65,70,110,20,0,-0.611593135,3.316453676,2.927545945,0.882733857,-0.184411783,-0.208909833,0.002514967,2.079153456,2.340904676,4.4225731
25,65,80,110,20,0,-0.676308013,3.567716454,1.981586951,0.555421648,-0.189563274,-0.341296158,0.074905882,2.124348131,4.153894768,6.353148782
25,65,90,110,20,0,-0.715700179,3.653201772,1.011967845,0.277008473,-0.195910389,-0.707236087,0.306943409,2.181511539,34.02724608,36.51570103
25,65,100,110,20,0,-0.729803183,3.585101711,0.067597545,0.018855126,-0.203565545,-10.79629717,0.904119596,2.25270482,1.445559106,4.602383522
25,65,110,110,20,0,-0.71984631,3.385411308,-0.810136261,-0.239302167,-0.212631862,0.888549674,2.614783627,2.340340024,0.003703747,4.958827398
25,65,120,110,20,0,-0.688017272,3.082856895,-1.590155678,-0.515805868,-0.223175222,0.432672902,9.724662136,2.447010385,0.158274097,12.32994662
25,65,130,110,20,0,-0.637168353,2.709290277,-2.253168608,-0.831645331,-0.235179065,0.282787693,118.1035733,2.575063067,0.314663958,120.9933003
25,65,140,110,20,0,-0.57050237,2.295987936,-2.791723213,-1.215913711,-0.248477948,0.204354919,105.5775824,2.725718485,0.438886042,108.7421869
25,65,150,110,20,0,-0.491275397,1.870297364,-3.208903316,-1.715718248,-0.262672346,0.1530976,14.48968048,2.897510085,0.5421425,17.92933307
25,65,160,110,20,0,-0.40254942,1.453022286,-3.515889041,-2.41970758,-0.27704284,0.114494347,5.860642491,3.083974212,0.634221908,9.578838612
25,65,170,110,20,0,-0.307020334,1.056841395,-3.728739732,-3.528192356,-0.290507483,0.082338902,3.251583006,3.271125823,0.721981194,7.244690022
25,65,180,110,20,0,-0.206936025,0.685923113,-3.864843957,-5.634514837,-0.301689827,0.053543177,2.084212566,3.436448106,0.810361296,6.331021969
25,65,190,110,20,0,-0.104107044,0.336748096,-3.939513791,-11.69869655,-0.309154069,0.026426369,1.437779043,3.552134102,0.903170288,5.893083434
25,65,200,110,20,0,-3.66E-17,1.17E-16,-3.963173903,-3.38E+16,-0.311783728,9.23E-18,1.02441844,3.593952805,1.003692821,5.622064067
25,65,210,110,20,0,0.104107044,-0.336748096,-3.939513791,11.69869655,-0.309154069,-0.026426369,0.730407999,3.552134102,1.115414937,5.397957038
25,65,220,110,20,0,0.206936025,-0.685923113,-3.864843957,5.634514837,-0.301689827,-0.053543177,0.505068536,3.436448106,1.243200867,5.184717509
25,65,230,110,20,0,0.307020334,-1.056841395,-3.728739732,3.528192356,-0.290507483,-0.082338902,0.325422597,3.271125823,1.395466249,4.992014669
25,65,240,110,20,0,0.40254942,-1.453022286,-3.515889041,2.41970758,-0.27704284,-0.114494347,0.182576963,3.083974212,1.588712131,4.855263307
25,65,250,110,20,0,0.491275397,-1.870297364,-3.208903316,1.715718248,-0.262672346,-0.1530976,0.076000654,2.897510085,1.858837527,4.832348266
25,65,260,110,20,0,0.57050237,-2.295987936,-2.791723213,1.215913711,-0.248477948,-0.204354919,0.012006322,2.725718485,2.296826085,5.034550891
25,65,270,110,20,0,0.637168353,-2.709290277,-2.253168608,0.831645331,-0.235179065,-0.282787693,0.006364667,2.575063067,3.205601195,5.787028929
25,65,280,110,20,0,0.688017272,-3.082856895,-1.590155678,0.515805868,-0.223175222,-0.432672902,0.094429965,2.447010385,6.386476246,8.927916595
25,65,290,110,20,0,0.71984631,-3.385411308,-0.810136261,0.239302167,-0.212631862,-0.888549674,0.362013822,2.340340024,287.2028115,289.9051653
25,65,300,110,20,0,0.729803183,-3.585101711,0.067597545,-0.018855126,-0.203565545,10.79629717,1.053290385,2.25270482,0.686595464,3.992590669
25,65,310,110,20,0,0.715700179,-3.653201772,1.011967845,-0.277008473,-0.195910389,0.707236087,3.077037187,2.181511539,0.03004289,5.288591616
25,65,320,110,20,0,0.676308013,-3.567716454,1.981586951,-0.555421648,-0.189563274,0.341296158,12.15574506,2.124348131,0.242989561,14.52308275
25,65,330,110,20,0,0.611593135,-3.316453676,2.927545945,-0.882733857,-0.184411783,0.208909833,257.3805942,2.079153456,0.43063494,259.8903826
25,65,340,110,20,0,0.522867158,-2.899178598,3.797246412,-1.309766295,-0.180350103,0.137696399,55.78022407,2.044257445,0.577270122,58.40175164
25,65,350,110,20,0,0.412825977,-2.328569913,4.538875993,-1.949211818,-0.177287345,0.09095335,9.729077111,2.01836446,0.697398132,12.4448397
25,65,360,110,20,0,0.285467851,-1.629834609,5.106044719,-3.132860655,-0.175151423,0.055907824,3.80188909,2.000517698,0.80272539,6.605132177
30,60,0,110,20,0,0.333296777,-1.434223331,5.020313976,-3.500371153,-0.232388339,0.066389628,3.283405002,2.544641514,0.769711118,6.597757634
30,60,10,110,20,0,0.170558929,-0.741179944,5.39252803,-7.275598957,-0.230118111,0.031628751,1.771109191,2.520188644,0.884590324,5.175888159
30,60,20,110,20,0,-6.03E-17,2.63E-16,5.519625168,2.10E+16,-0.229371453,-1.09E-17,1.02441844,2.512203458,1.003692821,4.540314719
30,60,30,110,20,0,-0.170558929,0.741179944,5.39252803,7.275598957,-0.230118111,-0.031628751,0.593610513,2.520188644,1.138848215,4.252647372
30,60,40,110,20,0,-0.333296777,1.434223331,5.020313976,3.500371153,-0.232388339,-0.066389628,0.322314848,2.544641514,1.308886972,4.175843334
30,60,50,110,20,0,-0.480948374,2.035545898,4.429310203,2.175981493,-0.236274885,-0.108583132,0.146236638,2.587119091,1.551180347,4.284536076
30,60,60,110,20,0,-0.607305089,2.510156988,3.66048245,1.458268334,-0.241939086,-0.165908483,0.039423989,2.650447608,1.959056859,4.648928456
30,60,70,110,20,0,-0.707611214,2.834739378,2.765415131,0.975544754,-0.249621259,-0.255878839,5.92E-08,2.739123766,2.854677378,5.593801202
30,60,80,110,20,0,-0.778818999,2.999430797,1.801339732,0.600560524,-0.259655598,-0.432355421,0.056371419,2.860003729,6.376514663,9.29288981
30,60,90,110,20,0,-0.819681254,3.008123585,0.825773167,0.274514375,-0.272489221,-0.992622776,0.310348774,3.02345774,72957.54468,72960.87848
30,60,100,110,20,0,-0.830678711,2.877273389,-0.108634078,-0.037755911,-0.288703435,7.646575765,1.137079124,3.245315171,0.588058696,4.97045299
30,60,110,110,20,0,-0.813797681,2.633382518,-0.958472852,-0.363970234,-0.309031322,0.84905658,4.547007517,3.550195827,0.006968472,8.104171816
30,60,120,110,20,0,-0.772189821,2.309477651,-1.692705654,-0.732938746,-0.334356914,0.456186709,41.94871867,3.977321528,0.140846307,46.06688651
30,60,130,110,20,0,-0.709758098,1.941016654,-2.294238771,-1.181977891,-0.365663065,0.309365401,144.0595664,4.590767624,0.280160826,148.9304949
30,60,140,110,20,0,-0.630719932,1.561721519,-2.759812584,-1.767160502,-0.403861972,0.228537233,13.09826099,5.497321972,0.396644258,18.99222722
30,60,150,110,20,0,-0.539199169,1.19983671,-3.098289259,-2.582259096,-0.449393792,0.174031255,5.180863692,6.875246836,0.497556527,12.55366705
30,60,160,110,20,0,-0.438893044,0.87525432,-3.327608322,-3.80187592,-0.501446304,0.131894442,2.978879473,9.007880484,0.591044102,12.57780406
30,60,170,110,20,0,-0.332849307,0.59783662,-3.470837351,-5.805662007,-0.556756305,0.095898849,2.040073273,12.26330114,0.683648935,14.98702335
30,60,180,110,20,0,-0.223373622,0.367116401,-3.551848372,-9.674992351,-0.608454489,0.062889403,1.544261878,16.79091715,0.780586434,19.11576546
30,60,190,110,20,0,-0.11207004,0.173384206,-3.591188298,-20.712315,-0.646368214,0.031206952,1.240093828,21.57889872,0.886082607,23.70507515
30,60,200,110,20,0,-3.94E-17,5.96E-17,-3.602679465,-6.05E+16,-0.660448776,1.09E-17,1.02441844,23.81280537,1.003692821,25.84091663
30,60,210,110,20,0,0.11207004,-0.173384206,-3.591188298,20.712315,-0.646368214,-0.031206952,0.846440409,21.57889872,1.136929796,23.56226892
30,60,220,110,20,0,0.223373622,-0.367116401,-3.551848372,9.674992351,-0.608454489,-0.062889403,0.68026505,16.79091715,1.290642588,18.76182479
30,60,230,110,20,0,0.332849307,-0.59783662,-3.470837351,5.805662007,-0.556756305,-0.095898849,0.515901205,12.26330114,1.473763386,14.25296573
30,60,240,110,20,0,0.438893044,-0.87525432,-3.327608322,3.80187592,-0.501446304,-0.131894442,0.354777115,9.007880484,1.704883829,11.06754143
30,60,250,110,20,0,0.539199169,-1.19983671,-3.098289259,2.582259096,-0.449393792,-0.174031255,0.205960467,6.875246836,2.025623027,9.10683033
30,60,260,110,20,0,0.630719932,-1.561721519,-2.759812584,1.767160502,-0.403861972,-0.228537233,0.083736749,5.497321972,2.541863865,8.122922586
30,60,270,110,20,0,0.709758098,-1.941016654,-2.294238771,1.181977891,-0.365663065,-0.309365401,0.00912713,4.590767624,3.601386982,8.201281735
30,60,280,110,20,0,0.772189821,-2.309477651,-1.692705654,0.732938746,-0.334356914,-0.456186709,0.020156418,3.977321528,7.180135845,11.17761379
30,60,290,110,20,0,0.813797681,-2.633382518,-0.958472852,0.363970234,-0.309031322,-0.84905658,0.206272273,3.550195827,150.107647,153.8641151
30,60,300,110,20,0,0.830678711,-2.877273389,-0.108634078,0.037755911,-0.288703435,-7.646575765,0.837407799,3.245315171,1.687562377,5.770285347
30,60,310,110,20,0,0.819681254,-3.008123585,0.825773167,-0.274514375,-0.272489221,0.992622776,3.043763648,3.02345774,3.08E-05,6.067252158
30,60,320,110,20,0,0.778818999,-2.999430797,1.801339732,-0.600560524,-0.259655598,0.432355421,15.95907263,2.860003729,0.158520391,18.97759675
30,60,330,110,20,0,0.707611214,-2.834739378,2.765415131,-0.975544754,-0.249621259,0.255878839,6523.778319,2.739123766,0.353257889,6526.870701
30,60,340,110,20,0,0.607305089,-2.510156988,3.66048245,-1.458268334,-0.241939086,0.165908483,28.90557876,2.650447608,0.514440697,32.07046706
30,60,350,110,20,0,0.480948374,-2.035545898,4.429310203,-2.175981493,-0.236274885,0.108583132,7.359515081,2.587119091,0.649554394,10.59618857
30,60,360,110,20,0,0.333296777,-1.434223331,5.020313976,-3.500371153,-0.232388339,0.066389628,3.283405002,2.544641514,0.769711118,6.597757634
35,55,0,110,20,0,0.374338609,-1.195033904,4.896375613,-4.097269205,-0.313245179,0.076452184,2.748518676,3.617438939,0.739255991,7.105213607
35,55,10,110,20,0,0.191819711,-0.620846599,5.281943742,-8.507647065,-0.308964744,0.036316121,1.634640577,3.549145013,0.868172509,6.051958099
35,55,20,110,20,0,-6.78E-17,2.21E-16,5.413796231,2.45E+16,-0.307566798,-1.25E-17,1.02441844,3.527163363,1.003692821,5.555274624
35,55,30,110,20,0,-0.191819711,0.620846599,5.281943742,8.507647065,-0.308964744,-0.036316121,0.642848917,3.549145013,1.160390163,5.352384093
35,55,40,110,20,0,-0.374338609,1.195033904,4.896375613,4.097269205,-0.313245179,-0.076452184,0.384113153,3.617438939,1.362838283,5.364390375
35,55,50,110,20,0,-0.538957313,1.680672851,4.286034687,2.550189756,-0.32067949,-0.125747306,0.201408348,3.739688829,1.662843283,5.60394046
35,55,60,110,20,0,-0.678407476,2.044865528,3.495860007,1.709579412,-0.331761413,-0.194060253,0.07508348,3.930909433,2.200534296,6.206527208
35,55,70,110,20,0,-0.787245999,2.266892959,2.582237837,1.139108853,-0.347279741,-0.304869671,0.005954715,4.218130998,3.530652325,7.754738038
35,55,80,110,20,0,-0.862165878,2.340008954,1.60738323,0.686913282,-0.368445547,-0.536378545,0.030089001,4.650486244,10.99392562,15.67450087
35,55,90,110,20,0,-0.902096687,2.271645084,0.633293856,0.278782042,-0.397111632,-1.424451981,0.304541289,5.322585126,32.60539634,38.23252276
35,55,100,110,20,0,-0.908091641,2.082020571,-0.284038931,-0.136424651,-0.436158823,3.197067524,1.699940098,6.435391175,0.27210005,8.407431324
35,55,110,110,20,0,-0.883022222,1.801339732,-1.099514885,-0.610387294,-0.490203045,0.803101653,16.98401938,8.484634869,0.012330884,25.48098513
35,55,120,110,20,0,-0.831122619,1.465926097,-1.782373118,-1.215868331,-0.56696079,0.466301141,105.617603,13.01931325,0.133825008,118.7707412
35,55,130,110,20,0,-0.757442244,1.113766224,-2.317848392,-2.081090576,-0.680072916,0.326786793,8.191727089,27.46948136,0.259331392,35.92053984
35,55,140,110,20,0,-0.667273474,0.780002984,-2.706898116,-3.470368921,-0.855475539,0.246508529,3.318704789,164.5626378,0.367631593,168.2489742
35,55,150,110,20,0,-0.565622533,0.492919625,-2.96409535,-6.013344163,-1.147494448,0.190824675,1.991121064,212.2884926,0.464242007,214.7438557
35,55,160,110,20,0,-0.45678401,0.270892194,-3.114002495,-11.49535707,-1.686220648,0.146687105,1.446477758,15.40409691,0.556515504,17.40709018
35,55,170,110,20,0,-0.344064908,0.120666882,-3.186519802,-26.40757562,-2.851361564,0.107975136,1.189958662,4.370511719,0.651151144,6.211621525
35,55,180,110,20,0,-0.229684165,0.037155043,-3.211821076,-86.44374528,-6.18177631,0.07151213,1.072348886,1.949538933,0.75405918,3.775946999
35,55,190,110,20,0,-0.114850689,0.004752125,-3.215531693,-676.6513051,-24.1682794,0.03571748,1.030419261,1.202566215,0.870252475,3.103237951
35,55,200,110,20,0,-4.03E-17,3.45E-32,-3.21476646,-9.31E+31,-1.16639E+15,1.25E-17,1.02441844,1.020687652,1.003692821,3.048798913
35,55,210,110,20,0,0.114850689,-0.004752125,-3.215531693,676.6513051,-24.1682794,-0.03571748,1.018452777,1.202566215,1.157616012,3.378635003
35,55,220,110,20,0,0.229684165,-0.037155043,-3.211821076,86.44374528,-6.18177631,-0.07151213,0.978642741,1.949538933,1.336069429,4.264251103
35,55,230,110,20,0,0.344064908,-0.120666882,-3.186519802,26.40757562,-2.851361564,-0.107975136,0.882027251,4.370511719,1.547373483,6.799912453
35,55,240,110,20,0,0.45678401,-0.270892194,-3.114002495,11.49535707,-1.686220648,-0.146687105,0.726033736,15.40409691,1.810776198,17.94090685
35,55,250,110,20,0,0.565622533,-0.492919625,-2.96409535,6.013344163,-1.147494448,-0.190824675,0.528477997,212.2884926,2.171193246,214.9881638
35,55,260,110,20,0,0.667273474,-0.780002984,-2.706898116,3.470368921,-0.855475539,-0.246508529,0.318937158,164.5626378,2.74284866,167.6244237
35,55,270,110,20,0,0.757442244,-1.113766224,-2.317848392,2.081090576,-0.680072916,-0.326786793,0.131779729,27.46948136,3.891433842,31.49269493
35,55,280,110,20,0,0.831122619,-1.465926097,-1.782373118,1.215868331,-0.56696079,-0.466301141,0.012002272,13.01931325,7.558520549,20.58983607
35,55,290,110,20,0,0.883022222,-1.801339732,-1.099514885,0.610387294,-0.490203045,-0.803101653,0.052808815,8.484634869,83.89406405,92.43150774
35,55,300,110,20,0,0.908091641,-2.082020571,-0.284038931,0.136424651,-0.436158823,-3.197067524,0.559159855,6.435391175,3.642217986,10.63676902
35,55,310,110,20,0,0.902096687,-2.271645084,0.633293856,-0.278782042,-0.397111632,1.424451981,3.100949193,5.322585126,0.030007455,8.453541774
35,55,320,110,20,0,0.862165878,-2.340008954,1.60738323,-0.686913282,-0.368445547,0.536378545,28.89998845,4.650486244,0.092177347,33.64265204
35,55,330,110,20,0,0.787245999,-2.266892959,2.582237837,-1.139108853,-0.347279741,0.304869671,236.8325803,4.218130998,0.285759558,241.3364708
35,55,340,110,20,0,0.678407476,-2.044865528,3.495860007,-1.709579412,-0.331761413,0.194060253,14.67431344,3.930909433,0.458061031,19.0632839
35,55,350,110,20,0,0.538957313,-1.680672851,4.286034687,-2.550189756,-0.32067949,0.125747306,5.300586296,3.739688829,0.605972482,9.646247607
35,55,360,110,20,0,0.374338609,-1.195033904,4.896375613,-4.097269205,-0.313245179,0.076452184,2.748518676,3.617438939,0.739255991,7.105213607
40,50,0,110,20,0,0.40734631,-0.919533976,4.735172874,-5.149535524,-0.442992125,0.086025647,2.232386324,6.658064905,0.711360408,9.601811637
40,50,10,110,20,0,0.209029303,-0.481649143,5.131160673,-10.65331631,-0.433986659,0.040737236,1.486737043,6.366511723,0.852961902,8.706210668
40,50,20,110,20,0,-7.40E-17,1.72E-16,5.266765035,3.07E+16,-0.431077323,-1.40E-17,1.02441844,6.275652936,1.003692821,8.303764197
40,50,30,110,20,0,-0.209029303,0.481649143,5.131160673,10.65331631,-0.433986659,-0.040737236,0.706458101,6.366511723,1.181088978,8.254058802
40,50,40,110,20,0,-0.40734631,0.919533976,4.735172874,5.149535524,-0.442992125,-0.086025647,0.471842283,6.658064905,1.416314016,8.546221204
40,50,50,110,20,0,-0.585090223,1.274733409,4.11013986,3.224313279,-0.458990263,-0.142352874,0.290182445,7.217283643,1.779038761,9.286504848
40,50,60,110,20,0,-0.73401391,1.517441863,3.304631958,2.177765118,-0.483717978,-0.222116689,0.146507091,8.199980735,2.474091241,10.82057907
40,50,70,110,20,0,-0.848077827,1.630168144,2.379408155,1.459609037,-0.52023948,-0.356423855,0.039600293,9.975842068,4.44990626,14.46534862
40,50,80,110,20,0,-0.923816199,1.609487122,1.401193571,0.870583897,-0.573981728,-0.659306622,0.003254621,13.57438661,23.7385852,37.31622642
40,50,90,110,20,0,-0.960442329,1.466143798,0.435994796,0.297375194,-0.65508058,-2.20287567,0.280305144,22.92652306,7.080056306,30.28688451
40,50,100,110,20,0,-0.959689821,1.223506611,-0.457282075,-0.373747123,-0.78437649,2.098682352,4.758778711,68.3124656,0.124411158,73.19565547
40,50,110,110,20,0,-0.925416578,0.914564151,-1.232188947,-1.347296355,-1.011866229,0.751034637,45.84516897,28749.17972,0.020743653,28795.04563
40,50,120,110,20,0,-0.863025021,0.577833121,-1.858475646,-3.216284388,-1.493554089,0.464372521,3.665489641,25.6292266,0.135142553,29.42985879
40,50,130,110,20,0,-0.77877193,0.25267457,-2.323817788,-9.196880366,-3.082114404,0.335126073,1.577864711,3.884261101,0.249830613,5.711956425
40,50,140,110,20,0,-0.679052333,-0.025415546,-2.633382518,103.6130598,26.71799082,0.257863158,0.986083779,0.880098353,0.350277881,2.216460013
40,50,150,110,20,0,-0.569742628,-0.228974574,-2.807342885,12.26050055,2.488235348,0.202947289,0.74185787,0.190912252,0.441464498,1.37423462
40,50,160,110,20,0,-0.455678711,-0.341700855,-2.876697228,8.418759239,1.333560347,0.158403431,0.639669467,0.023479863,0.530506735,1.193656064
40,50,170,110,20,0,-0.340326356,-0.360169259,-2.877950913,7.990551227,0.944906728,0.118253009,0.623594208,0.0003253,0.62465111,1.248570618
40,50,180,110,20,0,-0.225675911,-0.293935252,-2.847349883,9.686996923,0.767774228,0.07925823,0.680612249,0.014659233,0.730972558,1.42624404
40,50,190,110,20,0,-0.112364502,-0.164024347,-2.815402951,17.16454298,0.685047704,0.039910629,0.81365987,0.031194322,0.855785779,1.700639971
40,50,200,110,20,0,-3.94E-17,-5.96E-17,-2.802387142,4.70E+16,0.660448776,1.40E-17,1.02441844,0.037714716,1.003692821,2.065825978
40,50,210,110,20,0,0.112364502,0.164024347,-2.815402951,-17.16454298,0.685047704,-0.039910629,1.290185158,0.031194322,1.177190524,2.498570004
40,50,220,110,20,0,0.225675911,0.293935252,-2.847349883,-9.686996923,0.767774228,-0.07925823,1.543470156,0.014659233,1.378291026,2.936420414
40,50,230,110,20,0,0.340326356,0.360169259,-2.877950913,-7.990551227,0.944906728,-0.118253009,1.685416855,0.0003253,1.613075429,3.298817584
40,50,240,110,20,0,0.455678711,0.341700855,-2.876697228,-8.418759239,1.333560347,-0.158403431,1.642812421,0.023479863,1.899656454,3.565948738
40,50,250,110,20,0,0.569742628,0.228974574,-2.807342885,-12.26050055,2.488235348,-0.202947289,1.415499309,0.190912252,2.283390099,3.889801659
40,50,260,110,20,0,0.679052333,0.025415546,-2.633382518,-103.6130598,26.71799082,-0.257863158,1.064252783,0.880098353,2.87901314,4.823364275
40,50,270,110,20,0,0.77877193,-0.25267457,-2.323817788,9.196880366,-3.082114404,-0.335126073,0.665851372,3.884261101,4.039833845,8.589946318
40,50,280,110,20,0,0.863025021,-0.577833121,-1.858475646,3.216284388,-1.493554089,-0.464372521,0.289211931,25.6292266,7.484509096,33.40294763
40,50,290,110,20,0,0.925416578,-0.914564151,-1.232188947,1.347296355,-1.011866229,-0.751034637,0.025629285,28749.17972,49.49250092,28798.69785
40,50,300,110,20,0,0.959689821,-1.223506611,-0.457282075,0.373747123,-0.78437649,-2.098682352,0.196902026,68.3124656,7.944041752,76.45340937
40,50,310,110,20,0,0.960442329,-1.466143798,0.435994796,-0.297375194,-0.65508058,2.20287567,3.364780499,22.92652306,0.139663978,26.43096753
40,50,320,110,20,0,0.923816199,-1.609487122,1.401193571,-0.870583897,-0.573981728,0.659306622,208.5682391,13.57438661,0.042918351,222.1855441
40,50,330,110,20,0,0.848077827,-1.630168144,2.379408155,-1.459609037,-0.52023948,0.356423855,28.76884988,9.975842068,0.22687129,38.97156324
40,50,340,110,20,0,0.73401391,-1.517441863,3.304631958,-2.177765118,-0.483717978,0.222116689,7.345547454,8.199980735,0.407490275,15.95301846
40,50,350,110,20,0,0.585090223,-1.274733409,4.11013986,-3.224313279,-0.458990263,0.142352874,3.65302756,7.217283643,0.566432667,11.43674387
40,50,360,110,20,0,0.40734631,-0.919533976,4.735172874,-5.149535524,-0.442992125,0.086025647,2.232386324,6.658064905,0.711360408,9.601811637
45,45,0,110,20,0,0.43131696,-0.616094473,4.537932611,-7.36564408,-0.700082501,0.095047017,1.759130506,32.01533656,0.685998567,34.46046563
45,45,10,110,20,0,0.2216648,-0.327817022,4.941326373,-15.07342828,-0.676184534,0.044859372,1.332286987,26.68824176,0.839015505,28.85954425
45,45,20,110,20,0,-7.85E-17,1.17E-16,5.079650578,4.33E+16,-0.668622362,-1.55E-17,1.02441844,25.25182493,1.003692821,27.27993619
45,45,30,110,20,0,-0.2216648,0.327817022,4.941326373,15.07342828,-0.676184534,-0.044859372,0.788023046,26.68824176,1.200727687,28.6769925
45,45,40,110,20,0,-0.43131696,0.616094473,4.537932611,7.36564408,-0.700082501,-0.095047017,0.59762569,32.01533656,1.468711983,34.08167423
45,45,50,110,20,0,-0.617945377,0.830061839,3.902964386,4.70201641,-0.744457037,-0.158327188,0.437426774,46.46033336,1.899063099,48.79682323
45,45,60,110,20,0,-0.772434818,0.943911496,3.088253665,3.271761896,-0.818333945,-0.250120263,0.295875831,99.97841133,2.785357536,103.0596447
45,45,70,110,20,0,-0.888258355,0.943911496,2.15846974,2.286728946,-0.941039874,-0.411522264,0.162915437,1083.129917,5.762131274,1089.054964
45,45,80,110,20,0,-0.961896748,0.830061839,1.184339983,1.426809338,-1.158825407,-0.812179578,0.035347088,185.0343892,93.12856114,278.1982974
45,45,90,110,20,0,-0.992945377,0.616094473,0.235377553,0.382047825,-1.611677137,-4.218521957,0.189218336,18.31831163,2.622969863,21.13049983
45,45,100,110,20,0,-0.983905468,0.327817022,-0.627045027,-1.912789711,-3.001386142,1.569114537,10.2606232,4.038485262,0.048257966,14.34736643
45,45,110,110,20,0,-0.939692621,3.22E-16,-1.355485306,-4.2031E+15,-2.91381E+15,0.693251794,1.02441844,1.020687652,0.033490445,2.078596537
45,45,120,110,20,0,-0.866927689,-0.327817022,-1.920434053,5.858249947,2.644547508,0.451422785,0.519143305,0.213006162,0.144250287,0.876399754
45,45,130,110,20,0,-0.773099066,-0.616094473,-2.312101527,3.752836012,1.254838502,0.334370726,0.349676129,0.015205206,0.25067901,0.615560345
45,45,140,110,20,0,-0.665698615,-0.830061839,-2.539825289,3.0598025,0.801986773,0.262104097,0.269881063,0.009919201,0.34398231,0.623782573
45,45,150,110,20,0,-0.551434266,-0.943911496,-2.629224846,2.785456961,0.58420124,0.209732639,0.234060297,0.063592229,0.429159382,0.726811908
45,45,160,110,20,0,-0.435610729,-0.943911496,-2.617498558,2.773033881,0.461495311,0.166422529,0.23238009,0.128286165,0.513356819,0.874023074
45,45,170,110,20,0,-0.321747244,-0.830061839,-2.54747908,3.069023248,0.387618403,0.12630025,0.2710422,0.185784767,0.604615328,1.061442295
45,45,180,110,20,0,-0.21147065,-0.616094473,-2.461208638,3.994855893,0.343243867,0.085921464,0.374205801,0.229098198,0.711658471,1.31496247
45,45,190,110,20,0,-0.104687022,-0.327817022,-2.393847293,7.302388622,0.3193459,0.043731704,0.594812764,0.255643308,0.842808389,1.693264462
45,45,200,110,20,0,-3.66E-17,-1.17E-16,-2.368679965,2.02E+16,0.311783728,1.55E-17,1.02441844,0.264556636,1.003692821,2.292667897
45,45,210,110,20,0,0.104687022,0.327817022,-2.393847293,-7.302388622,0.3193459,-0.043731704,1.767505326,0.255643308,1.195322299,3.218470933
45,45,220,110,20,0,0.21147065,0.616094473,-2.461208638,-3.994855893,0.343243867,-0.085921464,2.822223096,0.229098198,1.415720444,4.467041737
45,45,230,110,20,0,0.321747244,0.830061839,-2.54747908,-3.069023248,0.387618403,-0.12630025,3.915551602,0.185784767,1.666579323,5.767915692
45,45,240,110,20,0,0.435610729,0.943911496,-2.617498558,-2.773033881,0.461495311,-0.166422529,4.580223245,0.128286165,1.963198338,6.671707747
45,45,250,110,20,0,0.551434266,0.943911496,-2.629224846,-2.785456961,0.58420124,-0.209732639,4.546690501,0.063592229,2.348966304,6.959249034
45,45,260,110,20,0,0.665698615,0.830061839,-2.539825289,-3.0598025,0.801986773,-0.262104097,3.932695369,0.009919201,2.931814178,6.874428748
45,45,270,110,20,0,0.773099066,0.616094473,-2.312101527,-3.752836012,1.254838502,-0.334370726,3.022935342,0.015205206,4.026123523,7.064264071
45,45,280,110,20,0,0.866927689,0.327817022,-1.920434053,-5.858249947,2.644547508,-0.451422785,2.027224829,0.213006162,7.00999539,9.250226381
45,45,290,110,20,0,0.939692621,-8.77E-17,-1.355485306,1.54E+16,-1.07E+16,-0.693251794,1.02441844,1.020687652,30.49083016,32.53593625
45,45,300,110,20,0,0.983905468,-0.327817022,-0.627045027,1.912789711,-3.001386142,-1.569114537,0.105955852,4.038485262,20.36163085,24.50607196
45,45,310,110,20,0,0.992945377,-0.616094473,0.235377553,-0.382047825,-1.611677137,4.218521957,4.947781103,18.31831163,0.378108173,23.6442009
45,45,320,110,20,0,0.961896748,-0.830061839,1.184339983,-1.426809338,-1.158825407,0.812179578,32.46798658,185.0343892,0.011127737,217.5135035
45,45,330,110,20,0,0.888258355,-0.943911496,2.15846974,-2.286728946,-0.941039874,0.411522264,6.586739997,1083.129917,0.175355499,1089.892013
45,45,340,110,20,0,0.772434818,-0.943911496,3.088253665,-3.271761896,-0.818333945,0.250120263,3.581592346,99.97841133,0.362031804,103.9220355
45,45,350,110,20,0,0.617945377,-0.830061839,3.902964386,-4.70201641,-0.744457037,0.158327188,2.409888954,46.46033336,0.530672291,49.4008946
45,45,360,110,20,0,0.43131696,-0.616094473,4.537932611,-7.36564408,-0.700082501,0.095047017,1.759130506,32.01533656,0.685998567,34.46046563
50,40,0,110,20,0,0.445522222,-0.293935252,4.30615594,-14.6500153,-1.515715513,0.103461702,1.342482721,23.89643488,0.663121388,25.90203899
50,40,10,110,20,0,0.229342281,-0.164024347,4.713885595,-28.73893836,-1.398220965,0.048652492,1.175568564,36.39260245,0.826379564,38.39455058
