Exit Angle,Plunge,Azimuth,Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH
0,90,0,130,90,-90,1.22464679915e-16,5.75188225823,4.82640228146,0.839099631177,2.12912355324e-17,2.53739064365e-17
0,90,10,130,90,-90,1.22464679915e-16,6.50259420318,3.75427451364,0.57735026919,1.88332035013e-17,3.26200653335e-17
0,90,20,130,90,-90,1.22464679915e-16,7.05572811374,2.56807501448,0.363970234266,1.73567742323e-17,4.76873452778e-17
0,90,30,130,90,-90,1.22464679915e-16,7.39447729594,1.30384585551,0.176326980708,1.65616412105e-17,9.39257347003e-17
0,90,40,130,90,-90,1.22464679915e-16,7.50854902728,4.59766026625e-16,6.12323399574e-17,1.63100326667e-17,0.266363047339
0,90,50,130,90,-90,1.22464679915e-16,7.39447729594,1.30384585551,0.176326980708,1.65616412105e-17,9.39257347003e-17
0,90,60,130,90,-90,1.22464679915e-16,7.05572811374,2.56807501448,0.363970234266,1.73567742323e-17,4.76873452778e-17
0,90,70,130,90,-90,1.22464679915e-16,6.50259420318,3.75427451364,0.57735026919,1.88332035013e-17,3.26200653335e-17
0,90,80,130,90,-90,1.22464679915e-16,5.75188225823,4.82640228146,0.839099631177,2.12912355324e-17,2.53739064365e-17
0,90,90,130,90,-90,1.22464679915e-16,4.82640228146,5.75188225823,1.19175359259,2.53739064365e-17,2.12912355324e-17
0,90,100,130,90,-90,1.22464679915e-16,3.75427451364,6.50259420318,1.73205080757,3.26200653335e-17,1.88332035013e-17
0,90,110,130,90,-90,1.22464679915e-16,2.56807501448,7.05572811374,2.74747741945,4.76873452778e-17,1.73567742323e-17
0,90,120,130,90,-90,1.22464679915e-16,1.30384585551,7.39447729594,5.67128181962,9.39257347003e-17,1.65616412105e-17
0,90,130,130,90,-90,1.22464679915e-16,2.81525496431e-32,7.50854902728,2.66709378811e+32,4.35003868094e+15,1.63100326667e-17
0,90,140,130,90,-90,1.22464679915e-16,1.30384585551,7.39447729594,5.67128181962,9.39257347003e-17,1.65616412105e-17
0,90,150,130,90,-90,1.22464679915e-16,2.56807501448,7.05572811374,2.74747741945,4.76873452778e-17,1.73567742323e-17
0,90,160,130,90,-90,1.22464679915e-16,3.75427451364,6.50259420318,1.73205080757,3.26200653335e-17,1.88332035013e-17
0,90,170,130,90,-90,1.22464679915e-16,4.82640228146,5.75188225823,1.19175359259,2.53739064365e-17,2.12912355324e-17
