Exit Angle,Azimuth,Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH
0,0,112,90,90,1.22464679915e-16,-5.22833848451,-2.11238586529,0.404026225835,-2.3423250097e-17,-5.79745783795e-17
0,20,112,90,90,1.22464679915e-16,-5.63550960927,-0.196796332034,0.0349207694917,-2.17308971869e-17,-6.22291475908e-16
0,40,112,90,90,1.22464679915e-16,-5.36295510389,1.74252974327,-0.324919696233,-2.28352983649e-17,7.02798218441e-17
0,60,112,90,90,1.22464679915e-16,-4.44354906419,3.47168101453,-0.781285626507,-2.7560105255e-17,3.52753261035e-17
0,80,112,90,90,1.22464679915e-16,-2.98818542755,4.78209631888,-1.60033452904,-4.09829586831e-17,2.56089948316e-17
0,100,112,90,90,1.22464679915e-16,-1.17240252743,5.51572023096,-4.70463010948,-1.04456171878e-16,2.22028447396e-17
0,120,112,90,90,1.22464679915e-16,0.784789420323,5.58406687982,7.11536972238,1.56047822184e-16,2.19310911833e-17
0,140,112,90,90,1.22464679915e-16,2.64732418172,4.97889265092,1.88072646535,4.6259797255e-17,2.45967705072e-17
0,160,112,90,90,1.22464679915e-16,4.19055257646,3.77319048769,0.900404044298,2.92239931799e-17,3.24565325589e-17
0,180,112,90,90,1.22464679915e-16,5.22833848451,2.11238586529,0.404026225835,2.3423250097e-17,5.79745783795e-17
0,200,112,90,90,1.22464679915e-16,5.63550960927,0.196796332034,0.0349207694917,2.17308971869e-17,6.22291475908e-16
0,220,112,90,90,1.22464679915e-16,5.36295510389,-1.74252974327,-0.324919696233,2.28352983649e-17,-7.02798218441e-17
0,240,112,90,90,1.22464679915e-16,4.44354906419,-3.47168101453,-0.781285626507,2.7560105255e-17,-3.52753261035e-17
0,260,112,90,90,1.22464679915e-16,2.98818542755,-4.78209631888,-1.60033452904,4.09829586831e-17,-2.56089948316e-17
0,280,112,90,90,1.22464679915e-16,1.17240252743,-5.51572023096,-4.70463010948,1.04456171878e-16,-2.22028447396e-17
0,300,112,90,90,1.22464679915e-16,-0.784789420323,-5.58406687982,7.11536972238,-1.56047822184e-16,-2.19310911833e-17
0,320,112,90,90,1.22464679915e-16,-2.64732418172,-4.97889265092,1.88072646535,-4.6259797255e-17,-2.45967705072e-17
0,340,112,90,90,1.22464679915e-16,-4.19055257646,-3.77319048769,0.900404044298,-2.92239931799e-17,-3.24565325589e-17
0,360,112,90,90,1.22464679915e-16,-5.22833848451,-2.11238586529,0.404026225835,-2.3423250097e-17,-5.79745783795e-17
10,0,112,90,90,0.317115554828,-4.91303109287,-2.08029397749,0.423423735402,-0.0645458066179,-0.152437856505
10,20,112,90,90,0.341811793895,-5.2956467942,-0.193806553551,0.0365973338259,-0.0645458066179,-1.76367510609
10,40,112,90,90,0.325280486014,-5.03952933673,1.71605680102,-0.340519260105,-0.0645458066179,0.189551118483
10,60,112,90,90,0.269515550891,-4.17557026572,3.41893837909,-0.818795556421,-0.0645458066179,0.0788301867442
10,80,112,90,90,0.181243062704,-2.80797579581,4.70944553049,-1.67716742342,-0.0645458066179,0.0384850109277
10,100,112,90,90,0.0711099862926,-1.10169800361,5.43192404689,-4.93050185176,-0.0645458066179,0.0130911230862
10,120,112,90,90,-0.0476000039374,0.737460827149,5.49923235658,7.45698232928,-0.0645458066179,-0.00865575426732
10,140,112,90,90,-0.160568731191,2.48767099839,4.90325208404,1.97102112265,-0.0645458066179,-0.0327473946759
10,160,112,90,90,-0.254170499722,3.93783133312,3.71586724587,0.943632911501,-0.0645458066179,-0.0684013940498
10,180,112,90,90,-0.317115554828,4.91303109287,2.08029397749,0.423423735402,-0.0645458066179,-0.152437856505
10,200,112,90,90,-0.341811793895,5.2956467942,0.193806553551,0.0365973338259,-0.0645458066179,-1.76367510609
10,220,112,90,90,-0.325280486014,5.03952933673,-1.71605680102,-0.340519260105,-0.0645458066179,0.189551118483
10,240,112,90,90,-0.269515550891,4.17557026572,-3.41893837909,-0.818795556421,-0.0645458066179,0.0788301867442
10,260,112,90,90,-0.181243062704,2.80797579581,-4.70944553049,-1.67716742342,-0.0645458066179,0.0384850109277
10,280,112,90,90,-0.0711099862926,1.10169800361,-5.43192404689,-4.93050185176,-0.0645458066179,0.0130911230862
10,300,112,90,90,0.0476000039374,-0.737460827149,-5.49923235658,7.45698232928,-0.0645458066179,-0.00865575426732
10,320,112,90,90,0.160568731191,-2.48767099839,-4.90325208404,1.97102112265,-0.0645458066179,-0.0327473946759
10,340,112,90,90,0.254170499722,-3.93783133312,-3.71586724587,0.943632911501,-0.0645458066179,-0.0684013940498
10,360,112,90,90,0.317115554828,-4.91303109287,-2.08029397749,0.423423735402,-0.0645458066179,-0.152437856505
20,0,112,90,90,0.595982293617,-4.00513964281,-1.98499340986,0.495611535899,-0.148804373073,-0.300243965877
20,20,112,90,90,0.642396040842,-4.31705082033,-0.18492806101,0.0428366652853,-0.148804373073,-3.47376183654
20,40,112,90,90,0.611327344786,-4.10826195603,1.63744234125,-0.398573011841,-0.148804373073,0.373342822148
20,60,112,90,90,0.506523548718,-3.40395606835,3.26231303108,-0.958388699963,-0.148804373073,0.155265158154
20,80,112,90,90,0.340625537183,-2.28908284178,4.49370062274,-1.96310091567,-0.148804373073,0.0758006742726
20,100,112,90,90,0.133643058767,-0.898112441233,5.18308159935,-5.77108317555,-0.148804373073,0.0257844790218
20,120,112,90,90,-0.0894587448988,0.601183574457,5.24730644094,8.72829309363,-0.148804373073,-0.0170485078212
20,140,112,90,90,-0.301770503659,2.02796797854,4.67862868375,2.30705254385,-0.148804373073,-0.0644997763355
20,160,112,90,90,-0.47768428602,3.2101495148,3.5456392581,1.10450907092,-0.148804373073,-0.134724446354
20,180,112,90,90,-0.595982293617,4.00513964281,1.98499340986,0.495611535899,-0.148804373073,-0.300243965877
20,200,112,90,90,-0.642396040842,4.31705082033,0.18492806101,0.0428366652853,-0.148804373073,-3.47376183654
20,220,112,90,90,-0.611327344786,4.10826195603,-1.63744234125,-0.398573011841,-0.148804373073,0.373342822148
20,240,112,90,90,-0.506523548718,3.40395606835,-3.26231303108,-0.958388699963,-0.148804373073,0.155265158154
20,260,112,90,90,-0.340625537183,2.28908284178,-4.49370062274,-1.96310091567,-0.148804373073,0.0758006742726
20,280,112,90,90,-0.133643058767,0.898112441233,-5.18308159935,-5.77108317555,-0.148804373073,0.0257844790218
20,300,112,90,90,0.0894587448988,-0.601183574457,-5.24730644094,8.72829309363,-0.148804373073,-0.0170485078212
20,320,112,90,90,0.301770503659,-2.02796797854,-4.67862868375,2.30705254385,-0.148804373073,-0.0644997763355
20,340,112,90,90,0.47768428602,-3.2101495148,-3.5456392581,1.10450907092,-0.148804373073,-0.134724446354
20,360,112,90,90,0.595982293617,-4.00513964281,-1.98499340986,0.495611535899,-0.148804373073,-0.300243965877
30,0,112,90,90,0.802964772034,-2.61416924226,-1.82937982193,0.699793950737,-0.307158679344,-0.438927314277
