Exit Angle,Plunge,Azimuth,Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH
0,90,0,140,55,80,0.925416578398,-1.64110460433,-1.08732762543,0.662558390591,-0.563898593642,-0.851092675981
0,90,10,140,55,80,0.925416578398,-1.80498499853,-0.785833851689,0.435368633163,-0.512700426404,-1.17762371322
0,90,20,140,55,80,0.925416578398,-1.91402183692,-0.460462914012,0.240573490402,-0.483493218599,-2.00975268635
0,90,30,140,55,80,0.925416578398,-1.96490209033,-0.121101043699,0.0616321008027,-0.470973379769,-7.64168953574
0,90,40,140,55,80,0.925416578398,-1.95607978802,0.221940420548,-0.113461844403,-0.4730975618,4.16966218283
0,90,50,140,55,80,0.925416578398,-1.88782299117,0.558238337423,-0.295704809208,-0.490203044843,1.65774458034
0,90,60,140,55,80,0.925416578398,-1.76220564802,0.877574464898,-0.497997759729,-0.525146755395,1.0545163008
0,90,70,140,55,80,0.925416578398,-1.58304457798,1.17024593633,-0.739237512707,-0.584580239414,0.790788115274
0,90,80,140,55,80,0.925416578398,-1.35578349949,1.42736007716,-1.05279351585,-0.682569583377,0.648341363336
0,90,90,140,55,80,0.925416578398,-1.08732762543,1.64110460433,-1.5093009374,-0.851092675981,0.563898593642
0,90,100,140,55,80,0.925416578398,-0.785833851689,1.80498499853,-2.29690410339,-1.17762371322,0.512700426404
0,90,110,140,55,80,0.925416578398,-0.460462914012,1.91402183692,-4.15673397069,-2.00975268635,0.483493218599
0,90,120,140,55,80,0.925416578398,-0.121101043699,1.96490209033,-16.2253109496,-7.64168953574,0.470973379769
0,90,130,140,55,80,0.925416578398,0.221940420548,1.95607978802,8.81353555694,4.16966218283,0.4730975618
0,90,140,140,55,80,0.925416578398,0.558238337423,1.88782299117,3.3817508842,1.65774458034,0.490203044843
0,90,150,140,55,80,0.925416578398,0.877574464898,1.76220564802,2.00804116176,1.0545163008,0.525146755395
0,90,160,140,55,80,0.925416578398,1.17024593633,1.58304457798,1.35274520409,0.790788115274,0.584580239414
0,90,170,140,55,80,0.925416578398,1.42736007716,1.35578349949,0.949853874426,0.648341363336,0.682569583377
0,90,180,140,55,80,0.925416578398,1.64110460433,1.08732762543,0.662558390591,0.563898593642,0.851092675981
0,90,190,140,55,80,0.925416578398,1.80498499853,0.785833851689,0.435368633163,0.512700426404,1.17762371322
0,90,200,140,55,80,0.925416578398,1.91402183692,0.460462914012,0.240573490402,0.483493218599,2.00975268635
0,90,210,140,55,80,0.925416578398,1.96490209033,0.121101043699,0.0616321008027,0.470973379769,7.64168953574
0,90,220,140,55,80,0.925416578398,1.95607978802,-0.221940420548,-0.113461844403,0.4730975618,-4.16966218283
0,90,230,140,55,80,0.925416578398,1.88782299117,-0.558238337423,-0.295704809208,0.490203044843,-1.65774458034
0,90,240,140,55,80,0.925416578398,1.76220564802,-0.877574464898,-0.497997759729,0.525146755395,-1.0545163008
0,90,250,140,55,80,0.925416578398,1.58304457798,-1.17024593633,-0.739237512707,0.584580239414,-0.790788115274
0,90,260,140,55,80,0.925416578398,1.35578349949,-1.42736007716,-1.05279351585,0.682569583377,-0.648341363336
0,90,270,140,55,80,0.925416578398,1.08732762543,-1.64110460433,-1.5093009374,0.851092675981,-0.563898593642
0,90,280,140,55,80,0.925416578398,0.785833851689,-1.80498499853,-2.29690410339,1.17762371322,-0.512700426404
0,90,290,140,55,80,0.925416578398,0.460462914012,-1.91402183692,-4.15673397069,2.00975268635,-0.483493218599
0,90,300,140,55,80,0.925416578398,0.121101043699,-1.96490209033,-16.2253109496,7.64168953574,-0.470973379769
0,90,310,140,55,80,0.925416578398,-0.221940420548,-1.95607978802,8.81353555694,-4.16966218283,-0.4730975618
0,90,320,140,55,80,0.925416578398,-0.558238337423,-1.88782299117,3.3817508842,-1.65774458034,-0.490203044843
0,90,330,140,55,80,0.925416578398,-0.877574464898,-1.76220564802,2.00804116176,-1.0545163008,-0.525146755395
0,90,340,140,55,80,0.925416578398,-1.17024593633,-1.58304457798,1.35274520409,-0.790788115274,-0.584580239414
0,90,350,140,55,80,0.925416578398,-1.42736007716,-1.35578349949,0.949853874426,-0.648341363336,-0.682569583377
0,90,360,140,55,80,0.925416578398,-1.64110460433,-1.08732762543,0.662558390591,-0.563898593642,-0.851092675981
5,85,0,140,55,80,0.967391650365,-1.04793868911,-0.872662195681,0.83274165249,-0.923137641938,-1.10855226129
5,85,10,140,55,80,0.971248350239,-1.13112953142,-0.548183930473,0.484634089416,-0.858653516911,-1.77175633259
5,85,20,140,55,80,0.973351147391,-1.15680389928,-0.228222770448,0.197287345409,-0.841414130775,-4.26491688572
5,85,30,140,55,80,0.973751229324,-1.13155404002,0.0778758349065,-0.0688220201174,-0.860543283733,12.5038945713
5,85,40,140,55,80,0.972542577586,-1.06294665137,0.363696066503,-0.342158344478,-0.914949566216,2.67405305462
5,85,50,140,55,80,0.969846310393,-0.958472851884,0.625598723738,-0.652703644666,-1.01186622917,1.55026900406
5,85,60,140,55,80,0.965796823361,-0.82466846126,0.86222326182,-1.04553927102,-1.1711334539,1.12012383118
5,85,70,140,55,80,0.960531377197,-0.666509973974,1.07373340734,-1.6109787539,-1.44113578897,0.894571567424
5,85,80,140,55,80,0.954184212069,-0.487153481112,1.2609252497,-2.58835315479,-1.95869320258,0.756733368845
5,85,90,140,55,80,0.946885574346,-0.288037725113,1.42433188598,-4.94494908756,-3.28736652108,0.664792794198
5,85,100,140,55,80,0.9387653107,-0.069324159712,1.56345689951,-22.5528431358,-13.5416760131,0.600442078701
