Strike,Dip,Rake,Misfit Val
135,0,-100,0.00946362557711
145,0,-90,0.00946362557713
155,0,-80,0.00946362557713
155,85,70,0.0465934803777
160,85,60,0.0299693632138
165,0,-70,0.00946362557712
165,85,50,0.0470627083784
170,80,40,0.0155999211585
175,0,-60,0.00946362557712
175,80,30,0.0272869302554
