Strike,Dip,Rake,Misfit Val
130,0,-100,0.0363873599271
140,0,-90,0.0363873599271
150,0,-80,0.0363873599271
155,85,60,0.0392203253465
160,0,-70,0.0363873599271
160,85,50,0.0242025635596
165,85,40,0.0364990600662
170,0,-60,0.0363873599271
175,75,30,0.032650336636
