Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,Plunge P,Plunge S,Ratio1,Ratio2,Ratio3,Sum
50,5,-70,0.626567719083,1.50538553528,3.20781157945,2.13089039602,0.41621744357,0.195325599264,37.5317775192,38.7758394446,0.0753643262943,0.0228278364342,0.000349141215402,0.0985413039439
50,5,-60,0.739865699558,1.62233575247,2.61209450928,1.61008256479,0.456049679256,0.283246144781,37.5317775192,38.7758394446,0.0248134246586,0.0340601737438,0.00415174772193,0.0630253461244
50,5,-50,0.830683235143,1.68999211875,1.93701026923,1.14616526772,0.491530833739,0.428848131751,37.5317775192,38.7758394446,1.67703275117e-05,0.045595017204,0.037459000588,0.0830707881195
50,10,-80,0.386190896354,1.90539933714,3.80837752284,1.99872932073,0.202682392518,0.101405623271,37.5317775192,38.7758394446,0.0622007683986,0.00187887610884,0.012215131685,0.0762947761925
50,10,-70,0.526416337452,2.0747512515,3.34019132213,1.60992375337,0.25372503671,0.157600654179,37.5317775192,38.7758394446,0.0247994980789,2.6646688744e-05,0.0030544762532,0.0278806210208
50,10,-60,0.650646884516,2.18106289896,2.77051509833,1.27025914734,0.29831642399,0.23484690082,37.5317775192,38.7758394446,0.00215205369656,0.00217082024807,0.000364222632142,0.00468709657677
50,10,-50,0.755107855237,2.22110405391,2.1166581752,0.95297569309,0.339969599311,0.356745299777,37.5317775192,38.7758394446,0.00924849670561,0.00712197650592,0.0171843417063,0.0335548149179
50,15,-80,0.2699575356,2.41596504459,3.78839097511,1.56806530938,0.111739007236,0.0712591539188,37.5317775192,38.7758394446,0.0212001129882,0.0174350990716,0.0197243333722,0.058359545432
50,15,-70,0.417245954158,2.59241362128,3.35810614311,1.29535893329,0.160948835762,0.124250376961,37.5317775192,38.7758394446,0.00312233818245,0.00701224952708,0.00773791420238,0.0178725019119
50,15,-60,0.551856565536,2.69009302191,2.82578695525,1.05044209707,0.205144045593,0.195293054387,37.5317775192,38.7758394446,0.00225623439225,0.00167957541032,0.000350313732105,0.00428612353468
50,15,-50,0.669699294423,2.70603530733,2.20760766066,0.815808890106,0.24748357592,0.303359743834,37.5317775192,38.7758394446,0.0299938008653,5.04934145818e-07,0.00688136942178,0.0368756752213
50,20,-80,0.149102389261,2.85956252456,3.64753806908,1.27555807496,0.0521416783094,0.0408775416289,37.5317775192,38.7758394446,0.00234376997882,0.0365669817653,0.0291478638937,0.0680586156378
50,20,-70,0.302450439846,3.04399044529,3.26264553153,1.07183172555,0.0993598519056,0.0927009805151,37.5317775192,38.7758394446,0.00140165742476,0.0208180602388,0.0141956384409,0.0364153561045
50,20,-60,0.446608686863,3.13592825667,2.77861916049,0.886059543798,0.142416742447,0.160730442377,37.5317775192,38.7758394446,0.0175387766163,0.0103742407456,0.00272639163472,0.0306394089966
50,20,-50,0.577196954925,3.13258247482,2.2101658523,0.705541153366,0.184255948427,0.261155493975,37.5317775192,38.7758394446,0.0590774089898,0.00373409123257,0.00192438661408,0.0647358868365
50,25,-100,0.286810215994,2.55106294089,3.73998296178,1.46604887784,0.112427730181,0.0766875728912,37.5317775192,38.7758394446,0.0131532659384,0.0172559375232,0.0182370122984,0.04864621576
50,25,-90,0.131752061668,2.93174528136,3.62048065934,1.2349233347,0.0449398051411,0.0363907652228,37.5317775192,38.7758394446,0.00106502052056,0.0393664741221,0.0306976810157,0.0711291756584
50,25,-80,0.0273093123823,3.22334802499,3.39097188412,1.05200302848,0.00847234371548,0.00805353548055,37.5317775192,38.7758394446,0.00218634093629,0.0551532596933,0.0414240089171,0.0987636095467
50,25,-70,0.185540906795,3.41701096997,3.05843014411,0.895060089355,0.0542991838262,0.0606654061241,37.5317775192,38.7758394446,0.0162344492249,0.0357488034081,0.0227983132168,0.0747815658499
50,25,-60,0.338134934643,3.50684976572,2.63295955182,0.750804775714,0.0964212775658,0.128423900173,37.5317775192,38.7758394446,0.0455727145768,0.021666465348,0.00703207434865,0.0742712542734
50,25,70,0.43315378704,2.09286784386,3.74584777445,1.78981572364,0.206966621571,0.115635715363,37.5317775192,38.7758394446,0.0415311023108,0.00153932874649,0.00930411717922,0.0523745482365
50,25,80,0.286810215994,2.55106294089,3.73998296178,1.46604887784,0.112427730181,0.0766875728912,37.5317775192,38.7758394446,0.0131532659384,0.0172559375232,0.0182370122984,0.04864621576
50,25,90,0.131752061668,2.93174528136,3.62048065934,1.2349233347,0.0449398051411,0.0363907652228,37.5317775192,38.7758394446,0.00106502052056,0.0393664741221,0.0306976810157,0.0711291756584
50,30,-100,0.402094853523,2.77866650254,3.29379254917,1.1853860642,0.144707849307,0.122076556893,37.5317775192,38.7758394446,0.00015704636068,0.00992198820628,0.00811922668967,0.0181982612566
50,30,-90,0.25072484164,3.18616272234,3.20935283777,1.00727838389,0.0786917880502,0.0781231775732,37.5317775192,38.7758394446,0.00468807108746,0.0271555772791,0.017853617212,0.0496972655786
50,30,60,0.663954451107,1.72533581602,3.16290654129,1.83321212712,0.384826214665,0.20991908627,37.5317775192,38.7758394446,0.0457652650183,0.0153854327918,2.17860622069e-05,0.0611724838724
50,30,70,0.541247416752,2.28674190713,3.2781520407,1.43354701747,0.236689333004,0.165107478248,37.5317775192,38.7758394446,0.0108595529046,0.000118966431612,0.00229929881248,0.0132778181487
50,30,80,0.402094853523,2.77866650254,3.29379254917,1.1853860642,0.144707849307,0.122076556893,37.5317775192,38.7758394446,0.00015704636068,0.00992198820628,0.00811922668967,0.0181982612566
