Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,source
90,45,45,0.827382321349,2.0925359782,2.61102941925,1.24778233036,0.395396939392,0.316879739175,S0235b_DWAK_10.csv
90,45,45,0.827382321349,2.0925359782,2.61102941925,1.24778233036,0.395396939392,0.316879739175,S0235b_DWAK_10.csv
90,60,-100,0.478522574425,2.65554290926,3.29289272281,1.2400073489,0.180197643486,0.145319818988,S0235b_DWAK_10.csv
90,60,-90,0.424926157581,2.61860952595,2.75707635203,1.05287799678,0.162271676388,0.154122013076,S0235b_DWAK_10.csv
90,60,90,0.424926157581,2.61860952595,2.75707635203,1.05287799678,0.162271676388,0.154122013076,S0235b_DWAK_10.csv
110,20,100,0.594510671922,1.83676558101,2.25167634766,1.22589206317,0.323672589507,0.264030251301,S0235b_DWAK_10.csv
110,60,45,0.219101333116,3.58205101489,4.11741501776,1.14945739205,0.0611664468779,0.053213322478,S0235b_DWAK_10.csv
110,60,45,0.219101333116,3.58205101489,4.11741501776,1.14945739205,0.0611664468779,0.053213322478,S0235b_DWAK_10.csv
110,70,0,0.0367316133715,2.0370708989,2.32046905057,1.13912041639,0.0180315831871,0.015829391632,S0235b_DWAK_10.csv
112,20,100,0.612060822044,1.86159640807,2.16340546189,1.16212378393,0.328782769129,0.282915446423,S0235b_DWAK_10.csv
112,60,45,0.18830766832,3.70397237226,4.02559410991,1.08683157036,0.0508393825317,0.0467776092619,S0235b_DWAK_10.csv
112,60,45,0.18830766832,3.70397237226,4.02559410991,1.08683157036,0.0508393825317,0.0467776092619,S0235b_DWAK_10.csv
112,70,45,0.100739665072,3.46768131999,4.24936901897,1.22542085816,0.0290510158736,0.0237069702872,S0235b_DWAK_10.csv
112,70,45,0.100739665072,3.46768131999,4.24936901897,1.22542085816,0.0290510158736,0.0237069702872,S0235b_DWAK_10.csv
113,20,100,0.620587011549,1.87506449415,2.11960038846,1.13041465777,0.330968355213,0.292784911217,S0235b_DWAK_10.csv
113,60,45,0.17317194299,3.76273987221,3.97522754827,1.0564715296,0.0460228314663,0.0435627749324,S0235b_DWAK_10.csv
113,60,45,0.17317194299,3.76273987221,3.97522754827,1.0564715296,0.0460228314663,0.0435627749324,S0235b_DWAK_10.csv
113,70,45,0.116737747126,3.52288946717,4.17407807705,1.18484503018,0.0331369315482,0.0279673127743,S0235b_DWAK_10.csv
113,70,45,0.116737747126,3.52288946717,4.17407807705,1.18484503018,0.0331369315482,0.0279673127743,S0235b_DWAK_10.csv
115,20,100,0.637145152686,1.90396460712,2.03281762367,1.06767616166,0.334641279729,0.313429569513,S0235b_DWAK_10.csv
115,60,0,0.0739131450494,1.89565715058,2.21054417458,1.16610969125,0.0389907769066,0.0334366288172,S0235b_DWAK_10.csv
115,70,-100,0.144146995009,3.24800672231,4.06993786853,1.25305709517,0.0443801406011,0.0354174927642,S0235b_DWAK_10.csv
115,70,45,0.147874605689,3.62763680358,4.01530780024,1.10686598953,0.0407633436574,0.0368277136014,S0235b_DWAK_10.csv
115,70,45,0.147874605689,3.62763680358,4.01530780024,1.10686598953,0.0407633436574,0.0368277136014,S0235b_DWAK_10.csv
115,80,45,0.426251323334,3.08407498004,3.80012576019,1.23217683902,0.138210428117,0.112167688712,S0235b_DWAK_10.csv
115,80,45,0.426251323334,3.08407498004,3.80012576019,1.23217683902,0.138210428117,0.112167688712,S0235b_DWAK_10.csv
125,70,-90,0.272205160709,3.31903108385,3.46286807669,1.04333704301,0.0820134412219,0.078606852667,S0235b_DWAK_10.csv
125,70,90,0.272205160709,3.31903108385,3.46286807669,1.04333704301,0.0820134412219,0.078606852667,S0235b_DWAK_10.csv
125,70,100,0.245598252093,2.85642648213,3.25470682332,1.13943307965,0.0859809463429,0.0754594086118,S0235b_DWAK_10.csv
130,45,0,0.164251029693,1.46424425978,1.83445110842,1.25283134707,0.112174610619,0.0895368805083,S0235b_DWAK_10.csv
130,80,-100,0.620136958686,2.71631728595,3.06709565395,1.12913747956,0.228300634058,0.20219028966,S0235b_DWAK_10.csv
175,0,-100,0.930961320211,0.996772541187,1.24672242027,1.25075919406,0.933975688278,0.746727022049,S0235b_DWAK_10.csv
175,20,45,0.579865987032,1.88569209079,2.11136686155,1.11967742341,0.307508309477,0.27464009102,S0235b_DWAK_10.csv
175,20,45,0.579865987032,1.88569209079,2.11136686155,1.11967742341,0.307508309477,0.27464009102,S0235b_DWAK_10.csv
175,90,-100,0.935223883577,0.907015863576,1.10688609637,1.22036023935,1.03109980887,0.84491429303,S0235b_DWAK_10.csv
90,45,-100,0.692588738711,2.86872761193,1.22038184554,0.425408756294,0.241427152523,0.567518061043,S0235b_DWAK_10.csv
90,60,45,0.545003854466,2.16402892233,4.30199012343,1.9879540791,0.251846844024,0.126686449487,S0235b_DWAK_10.csv
90,60,45,0.545003854466,2.16402892233,4.30199012343,1.9879540791,0.251846844024,0.126686449487,S0235b_DWAK_10.csv
90,70,0,0.184437620231,0.683663298498,3.43395061607,5.02286816275,0.269778443037,0.0537100386265,S0235b_DWAK_10.csv
90,90,45,0.24411966068,0.924422907445,5.38284218286,5.82292167308,0.264077900617,0.0453514430458,S0235b_DWAK_10.csv
90,90,45,0.24411966068,0.924422907445,5.38284218286,5.82292167308,0.264077900617,0.0453514430458,S0235b_DWAK_10.csv
112,45,0,0.323687384971,1.20606091174,2.70311202461,2.24127322118,0.26838394464,0.119746196985,S0235b_DWAK_10.csv
113,45,0,0.313470315774,1.23885438612,2.66461257171,2.15086825502,0.253032413886,0.117641986345,S0235b_DWAK_10.csv
