Strike,Dip,Rake,P,SV,SH,SH/SV
110,0,-90,-0.531491943687,1.90017186236,-4.03601236511,-2.12402490798
110,0,0,0.843341887444,-3.01508714084,-2.54358059123,0.843617604537
110,0,90,0.531491943687,-1.90017186236,4.03601236511,-2.12402490798
110,20,-90,-0.669914582496,-0.105154604923,-2.49469460921,23.7240643054
110,20,0,0.650444305197,-2.2498942375,-2.69406602152,1.19741896157
110,20,90,0.669914582496,0.105154604923,2.49469460921,23.7240643054
110,45,-90,-0.408794644627,-2.4281281679,0.928876391588,-0.382548336561
110,45,0,0.302677776396,-0.925923785511,-2.42684169607,2.62099509057
110,45,90,0.408794644627,2.4281281679,-0.928876391588,-0.382548336561
110,60,-90,-0.0882805753346,-3.05290660823,2.82243673464,-0.924508049817
110,60,0,0.0620184994447,-0.0304219194309,-2.04124680798,67.0978967194
110,60,90,0.0882805753346,3.05290660823,-2.82243673464,-0.924508049817
110,70,-90,0.144378317551,-3.01638679719,3.68883508009,-1.22293171537
110,70,0,-0.101805853777,0.571550363479,-1.70486503259,-2.98287804807
110,70,90,-0.144378317551,3.01638679719,-3.68883508009,-1.22293171537
110,80,-90,0.359623054543,-2.61604622128,4.11030547347,-1.57118992777
110,80,0,-0.262536887647,1.15615637781,-1.31668179588,-1.13884403628
110,80,90,-0.359623054543,2.61604622128,-4.11030547347,-1.57118992777
110,90,-90,0.531491943687,-1.90017186236,4.03601236511,-2.12402490798
110,90,0,-0.415290871037,1.70563316565,-0.888491849085,-0.52091614245
110,90,90,-0.531491943687,1.90017186236,-4.03601236511,-2.12402490798
111,0,-90,-0.546129340275,1.95250298321,-3.99100605859,-2.04404607466
111,0,0,0.83393762897,-2.98146535683,-2.61363131977,0.876626425922
111,0,90,0.546129340275,-1.95250298321,3.99100605859,-2.04404607466
111,20,-90,-0.676430489972,-0.0843575533163,-2.45061574439,29.0503416475
111,20,0,0.639322952139,-2.20891853375,-2.73753230555,1.23930885803
111,20,90,0.676430489972,0.0843575533163,2.45061574439,29.0503416475
111,45,-90,-0.401487427172,-2.45813950046,0.943814504366,-0.383954817938
111,45,0,0.291305426344,-0.882753760716,-2.4301473115,2.75291640733
111,45,90,0.401487427172,2.45813950046,-0.943814504366,-0.383954817938
111,60,-90,-0.0746336410934,-3.10506274505,2.81287036654,-0.90589807598
111,60,0,0.0515324695487,0.0101439199637,-2.01965499733,-199.1000525
111,60,90,0.0746336410934,3.10506274505,-2.81287036654,-0.90589807598
111,70,-90,0.160288202711,-3.07576567424,3.66396028289,-1.19123518205
111,70,0,-0.111298199535,0.608825319005,-1.66739055857,-2.7387010798
111,70,90,-0.160288202711,3.07576567424,-3.66396028289,-1.19123518205
111,80,-90,0.375876923666,-2.67548586965,4.07312251482,-1.52238610603
111,80,0,-0.270747129146,1.18900786881,-1.26446330143,-1.06346083537
111,80,90,-0.375876923666,2.67548586965,-4.07312251482,-1.52238610603
111,90,-90,0.546129340275,-1.95250298321,3.99100605859,-2.04404607466
111,90,0,-0.421969544242,1.73306301619,-0.823115966727,-0.474948665478
111,90,90,-0.546129340275,1.95250298321,-3.99100605859,-2.04404607466
112,0,-90,-0.560600380575,2.00423935273,-3.94478405297,-1.96822003699
112,0,0,0.824279345017,-2.94693538958,-2.68288591089,0.910398619655
112,0,90,0.560600380575,-2.00423935273,3.94478405297,-1.96822003699
112,20,-90,-0.6827469112,-0.0643120225783,-2.40634473673,37.4167168169
112,20,0,0.628138727439,-2.1678115823,-2.77990747364,1.2823565924
112,20,90,0.6827469112,0.0643120225783,2.40634473673,37.4167168169
112,45,-90,-0.394068119909,-2.48861119492,0.957602724554,-0.384794027492
112,45,0,0.280116980207,-0.840434588387,-2.4321808578,2.89395616435
112,45,90,0.394068119909,2.48861119492,-0.957602724554,-0.384794027492
112,60,-90,-0.0609728123754,-3.15732019131,2.80170031268,-0.887366545969
112,60,0,0.0413646548076,0.0493352640303,-1.99679663304,-40.4740234453
112,60,90,0.0609728123754,3.15732019131,-2.80170031268,-0.887366545969
112,70,-90,0.1761427015,-3.13498486026,3.63741506942,-1.16026559347
112,70,0,-0.120394326553,0.644426758404,-1.62870142816,-2.52736468019
112,70,90,-0.1761427015,3.13498486026,-3.63741506942,-1.16026559347
112,80,-90,0.392012805985,-2.73452408762,4.03440388627,-1.47535869387
112,80,0,-0.278495187224,1.21993767182,-1.21111895455,-0.992771173908
112,80,90,-0.392012805985,2.73452408762,-4.03440388627,-1.47535869387
112,90,-90,0.560600380575,-2.00423935273,3.94478405297,-1.96822003699
112,90,0,-0.428134112556,1.75838139639,-0.756737244354,-0.430360128869
112,90,90,-0.560600380575,2.00423935273,-3.94478405297,-1.96822003699
113,0,-90,-0.574900656569,2.05536521154,-3.89736042791,-1.89618876783
113,0,0,0.814369977589,-2.91150775726,-2.75132326897,0.944982290396
113,0,90,0.574900656569,-2.05536521154,3.89736042791,-1.89618876783
113,20,-90,-0.688866279779,-0.0450062215771,-2.36190316997,52.4794814407
113,20,0,0.616896964449,-2.12659381714,-2.82119936233,1.32662821625
113,20,90,0.688866279779,0.0450062215771,2.36190316997,52.4794814407
113,45,-90,-0.386545762122,-2.51950612621,0.97022425333,-0.385085093955
113,45,0,0.269119829077,-0.798995517791,-2.43298460341,3.04505413264
113,45,90,0.386545762122,2.51950612621,-0.97022425333,-0.385085093955
113,60,-90,-0.0473081214387,-3.20963891605,2.7889190647,-0.868919880911
113,60,0,0.0315230305754,0.0871201397951,-1.97273120473,-22.6438021033
113,60,90,0.0473081214387,3.20963891605,-2.7889190647,-0.868919880911
113,70,-90,0.191932626841,-3.19400841933,3.60919942729,-1.12999058031
113,70,0,-0.129086170971,0.67832209798,-1.58886642128,-2.34234801728
113,70,90,-0.191932626841,3.19400841933,-3.60919942729,-1.12999058031
113,80,-90,0.4080234677,-2.7931333687,3.99415707283,-1.42999153481
113,80,0,-0.285773154534,1.24891358247,-1.15672473563,-0.9261847672
113,80,90,-0.4080234677,2.7931333687,-3.99415707283,-1.42999153481
113,90,-90,0.574900656569,-2.05536521154,3.89736042791,-1.89618876783
113,90,0,-0.433777065404,1.78155745973,-0.689436554215,-0.386985303477
113,90,90,-0.574900656569,2.05536521154,-3.89736042791,-1.89618876783
114,0,-90,-0.589025812253,2.10586498618,-3.84874962911,-1.82763361106
114,0,0,0.804212545178,-2.87519325148,-2.81892254733,0.980428896692
114,0,90,0.589025812253,-2.10586498618,3.84874962911,-1.82763361106
114,20,-90,-0.69479114986,-0.0264278852686,-2.31731199454,87.6843520014
114,20,0,0.605602851033,-2.08528503649,-2.86141642626,1.37219438887
114,20,90,0.69479114986,0.0264278852686,2.31731199454,87.6843520014
114,45,-90,-0.378929518645,-2.55078665361,0.981663713305,-0.384847439873
114,45,0,0.258320968757,-0.758464145935,-2.43260178709,3.20727327736
114,45,90,0.378929518645,2.55078665361,-0.981663713305,-0.384847439873
114,60,-90,-0.0336496832641,-3.26197853475,2.77452052825,-0.850563698899
114,60,0,0.022015060081,0.123468697964,-1.94751929926,-15.7733849257
114,60,90,0.0336496832641,3.26197853475,-2.77452052825,-0.850563698899
114,70,-90,0.207648750801,-3.25280022652,3.57931453812,-1.10037945428
114,70,0,-0.137366239954,0.710481113193,-1.54795545854,-2.17874258696
114,70,90,-0.207648750801,3.25280022652,-3.57931453812,-1.10037945428
114,80,-90,0.423901680949,-2.85128620475,3.95239038964,-1.38617806345
114,80,0,-0.292573736299,1.27590591932,-1.10135777452,-0.863196696437
114,80,90,-0.423901680949,2.85128620475,-3.95239038964,-1.38617806345
114,90,-90,0.589025812253,-2.10586498618,3.84874962911,-1.82763361106
114,90,0,-0.438891527716,1.80256296973,-0.621295891835,-0.344673613221
114,90,90,-0.589025812253,2.10586498618,-3.84874962911,-1.82763361106
115,0,-90,-0.60297154497,2.15572329396,-3.79896646388,-1.76226998824
115,0,0,0.793810141834,-2.83800293398,-2.88566315457,1.01679357693
115,0,90,0.60297154497,-2.15572329396,3.79896646388,-1.76226998824
115,20,-90,-0.700524189982,-0.00856430054041,-2.27259151218,265.35634772
115,20,0,0.594261425839,-2.04390438797,-2.90056770999,1.41913081995
115,20,90,0.700524189982,0.00856430054041,2.27259151218,265.35634772
115,45,-90,-0.371228668698,-2.58241466662,0.991907167258,-0.384100655901
115,45,0,0.247726993184,-0.71886639092,-2.43107655177,3.38181974075
115,45,90,0.371228668698,2.58241466662,-0.991907167258,-0.384100655901
115,60,-90,-0.0200076852208,-3.31429835138,2.75850003698,-0.83230287214
115,60,0,0.0128476867144,0.158353244357,-1.92122251741,-12.1325112422
115,60,90,0.0200076852208,3.31429835138,-2.75850003698,-0.83230287214
115,70,-90,0.223281812783,-3.31132400102,3.54776278633,-1.07140309593
115,70,0,-0.145227619875,0.740875972109,-1.50603950951,-2.03278222835
