Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Extra
117,141.961645451,60.0771019725,11.9061106628,20.3240428984,273.740612866,20.9803291331,332,30,46,0.00280053024342,"[15, 'NewGudkova', 1347413, array([-4.90747154,  0.73710759, -0.2971108 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
36,3.76152707103,0.18407144382,94.3670849827,73.0919495225,273.705577166,16.9069878701,50,78,-168,0.00319523157318,"[15, 'NewGudkova', 209526, array([-4.86016457,  0.75624663, -0.28043878]), array([-0.98682913,  0.15078749, -0.05857818])]"
2,99.8710026823,68.8882728619,5.65516348077,1.62584348794,275.029479778,21.043003136,2,24,86,0.0034291269792,"[15, 'NewGudkova', 10393, array([-4.90313381,  0.73589257, -0.28009846]), array([-0.98682913,  0.15078749, -0.05857818])]"
58,47.1361123786,60.7815903457,178.606447572,20.3240428984,276.379188259,20.0592408487,170,68,68,0.00386032776695,"[15, 'NewGudkova', 694744, array([-4.8874742 ,  0.72846021, -0.28393174]), array([-0.98682913,  0.15078749, -0.05857818])]"
39,20.5083967864,37.144366066,166.04148913,47.4230370345,276.457258916,17.7710121759,52,50,164,0.00401660404152,"[15, 'NewGudkova', 215272, array([-4.85644914,  0.76202451, -0.28985327]), array([-0.98682913,  0.15078749, -0.05857818])]"
27,32.8530670843,51.9898758733,174.413382127,31.4739292553,276.622116503,19.0572976362,46,38,148,0.00406818575991,"[15, 'NewGudkova', 189884, array([-4.87160804,  0.76006983, -0.27652469]), array([-0.98682913,  0.15078749, -0.05857818])]"
66,90.0626775345,68.9371754303,184.813749126,1.82702950763,275.514451652,20.9758514213,184,66,88,0.00408602527646,"[15, 'NewGudkova', 751274, array([-4.89993923,  0.7310574 , -0.30105397]), array([-0.98682913,  0.15078749, -0.05857818])]"
70,105.821770798,68.7498413722,6.37084428381,3.65368998384,274.973349863,20.9034584737,188,66,94,0.00438369107503,"[15, 'NewGudkova', 767477, array([-4.89756266,  0.77037009, -0.2911134 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
105,4.62112479682,2.61806488823,103.144146657,72.853634212,273.823466524,16.9330198005,318,80,-14,0.00446409410622,"[15, 'NewGudkova', 1295183, array([-4.86155656,  0.74895616, -0.26745474]), array([-0.98682913,  0.15078749, -0.05857818])]"
106,158.857186111,47.8101384403,17.5155133986,35.2912988913,272.565902722,20.0248089261,320,40,26,0.00459634307886,"[15, 'NewGudkova', 1299703, array([-4.89855622,  0.7683052 , -0.27919743]), array([-0.98682913,  0.15078749, -0.05857818])]"
12,67.2573561479,66.7396387735,182.190248951,10.2708489194,276.102388124,20.6321549943,24,26,114,0.00465245983898,"[15, 'NewGudkova', 99687, array([-4.89369475,  0.72874819, -0.30371521]), array([-0.98682913,  0.15078749, -0.05857818])]"
62,74.7581453459,68.0168298478,183.271644395,7.30441004852,276.035381667,20.6146741495,180,66,82,0.00507308415971,"[15, 'NewGudkova', 735071, array([-4.88988649,  0.75809809, -0.31311711]), array([-0.98682913,  0.15078749, -0.05857818])]"
42,7.99363064625,11.2735927832,130.444991196,69.6199950322,274.554135605,16.749945672,52,70,-176,0.00520144492851,"[15, 'NewGudkova', 216902, array([-4.85417593,  0.76068613, -0.27085922]), array([-0.98682913,  0.15078749, -0.05857818])]"
3,97.9435579466,68.9720065692,5.82721366681,0.813335412897,275.514805775,21.0107528967,4,24,88,0.0060872904596,"[15, 'NewGudkova', 18494, array([-4.89860489,  0.73891146, -0.31943726]), array([-0.98682913,  0.15078749, -0.05857818])]"
83,159.605687194,46.9306351395,17.8468713376,36.2856842766,272.416273405,19.9205892481,210,74,128,0.00636024598257,"[15, 'NewGudkova', 857314, array([-4.89781165,  0.76995858, -0.26759376]), array([-0.98682913,  0.15078749, -0.05857818])]"
24,40.0338440628,57.180496357,177.345598971,25.3639460948,276.952283789,19.3934938334,42,34,140,0.00754224530798,"[15, 'NewGudkova', 173320, array([-4.87011131,  0.76751265, -0.31859169]), array([-0.98682913,  0.15078749, -0.05857818])]"
26,36.1002355976,54.7221365063,175.925613926,28.3937504351,276.734481799,19.1329952792,44,36,144,0.00767925042471,"[15, 'NewGudkova', 181602, array([-4.86821231,  0.78215832, -0.28698845]), array([-0.98682913,  0.15078749, -0.05857818])]"
30,30.2195287844,49.0305419234,172.764413108,34.5794009043,276.625988688,19.1650941529,48,40,152,0.00847108164923,"[15, 'NewGudkova', 198166, array([-4.87974622,  0.70336659, -0.29157939]), array([-0.98682913,  0.15078749, -0.05857818])]"
116,146.863608499,57.1949851327,13.3038883083,23.950152858,273.47279437,21.02663681,328,32,40,0.00854560258939,"[15, 'NewGudkova', 1331390, array([-4.91259441,  0.70768054, -0.29008669]), array([-0.98682913,  0.15078749, -0.05857818])]"
9,88.2332543419,68.7495289369,184.515416224,2.43669639763,275.456108551,21.096725385,10,24,96,0.00897945609179,"[15, 'NewGudkova', 42798, array([-4.90483846,  0.7043812 , -0.2917039 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
96,166.166140512,38.169462657,22.8032089091,45.5904995111,272.021517738,19.1658744447,316,48,16,0.0090431271153,"[15, 'NewGudkova', 1284218, array([-4.8902938 ,  0.77379483, -0.25411953]), array([-0.98682913,  0.15078749, -0.05857818])]"
8,90.1289973177,68.8882728619,184.344836519,1.62584348794,274.970520222,21.043003136,8,24,94,0.00968101351618,"[15, 'NewGudkova', 34697, array([-4.90608838,  0.72106084, -0.25202375]), array([-0.98682913,  0.15078749, -0.05857818])]"
65,84.1782292022,68.7498413722,183.629155716,3.65368998384,275.026650137,20.9034584737,182,66,86,0.00981528142767,"[15, 'NewGudkova', 743173, array([-4.9029334 ,  0.73707458, -0.24361677]), array([-0.98682913,  0.15078749, -0.05857818])]"
107,7.19375161629,8.24453448463,122.166729617,71.057800266,274.665672912,16.9312366133,320,84,-18,0.0100658667623,"[15, 'NewGudkova', 1303641, array([-4.85759596,  0.73656548, -0.33763347]), array([-0.98682913,  0.15078749, -0.05857818])]"
14,57.792869952,64.9396056936,181.113297343,14.4054504158,276.491792122,20.0484508525,30,28,122,0.0102304185126,"[15, 'NewGudkova', 124171, array([-4.87726757,  0.79117689, -0.31240641]), array([-0.98682913,  0.15078749, -0.05857818])]"
74,136.425319623,62.6749501411,11.0602626195,16.649462684,274.462587814,21.0168752395,198,68,108,0.0106957120942,"[15, 'NewGudkova', 808164, array([-4.90100038,  0.75707026, -0.34363286]), array([-0.98682913,  0.15078749, -0.05857818])]"
44,11.5938201965,19.5399505771,148.092799379,63.9285295371,275.53394867,16.5653468892,144,88,26,0.0107184067168,"[15, 'NewGudkova', 591223, array([-4.84109987,  0.7857027 , -0.31443806]), array([-0.98682913,  0.15078749, -0.05857818])]"
121,126.887709136,65.3998791548,9.54300821478,11.8764974873,274.860703266,21.2139465319,344,26,62,0.010725384254,"[15, 'NewGudkova', 1395661, array([-4.90432775,  0.72871135, -0.34025285]), array([-0.98682913,  0.15078749, -0.05857818])]"
87,173.439120942,25.0318503698,35.630233328,57.7773337416,272.657056397,18.9335563984,222,86,148,0.0109429414193,"[15, 'NewGudkova', 907004, array([-4.89598926,  0.69816777, -0.31265756]), array([-0.98682913,  0.15078749, -0.05857818])]"
49,18.0885477209,33.4708346335,162.530844786,50.8993361352,275.822094975,17.8145348103,150,80,38,0.0110614942687,"[15, 'NewGudkova', 614809, array([-4.86550496,  0.74548631, -0.2342696 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
1,101.766745658,68.7495289369,5.48458377566,2.43669639763,274.543891449,21.096725385,0,24,84,0.0111461894082,"[15, 'NewGudkova', 2292, array([-4.90796794,  0.72724573, -0.24043015]), array([-0.98682913,  0.15078749, -0.05857818])]"
114,151.078499267,54.9482571866,14.7696916879,26.8975491591,273.706800027,20.7200674763,326,34,36,0.0112347077983,"[15, 'NewGudkova', 1323468, array([-4.90179166,  0.7551552 , -0.34664201]), array([-0.98682913,  0.15078749, -0.05857818])]"
43,7.32340742422,8.52336850511,123.215575426,71.057800266,274.732252051,16.7863218027,52,72,-174,0.0113324884229,"[15, 'NewGudkova', 217083, array([-4.85308033,  0.74947874, -0.34347508]), array([-0.98682913,  0.15078749, -0.05857818])]"
118,135.817926911,62.3663612718,10.5992418741,16.8002249187,273.84992306,21.2688742325,336,28,52,0.0114880633274,"[15, 'NewGudkova', 1363436, array([-4.9150162 ,  0.69566352, -0.27486428]), array([-0.98682913,  0.15078749, -0.05857818])]"
11,68.5161708874,67.3608442819,182.042199555,9.45173528672,275.586754038,20.3735518792,22,26,112,0.0116145309754,"[15, 'NewGudkova', 91586, array([-4.88779675,  0.79326026, -0.25567665]), array([-0.98682913,  0.15078749, -0.05857818])]"
61,69.2988676762,67.4831016926,182.10215202,9.12770486605,275.527566755,20.3989059539,178,66,80,0.0118171486517,"[15, 'NewGudkova', 726970, array([-4.88864478,  0.79189835, -0.25228011]), array([-0.98682913,  0.15078749, -0.05857818])]"
32,180.806248384,8.24453448463,65.833270383,71.057800266,273.334327088,16.9312366133,48,84,-162,0.0119281333482,"[15, 'NewGudkova', 201969, array([-4.85581319,  0.78706856, -0.32705232]), array([-0.98682913,  0.15078749, -0.05857818])]"
103,163.520822969,42.5823777887,21.1615855552,40.7504229497,272.969698749,19.9165147741,318,44,20,0.0119529410972,"[15, 'NewGudkova', 1291960, array([-4.89697902,  0.75327454, -0.34999138]), array([-0.98682913,  0.15078749, -0.05857818])]"
69,99.9373224655,68.9371754303,5.18625087447,1.82702950763,274.485548348,20.9758514213,186,66,92,0.012020407844,"[15, 'NewGudkova', 759376, array([-4.90481704,  0.74841259, -0.23134325]), array([-0.98682913,  0.15078749, -0.05857818])]"
119,135.385324426,63.2405622457,10.6801302494,16.0185442114,274.405677348,20.8407456309,338,28,54,0.0124285470318,"[15, 'NewGudkova', 1371537, array([-4.89586625,  0.78879618, -0.33792982]), array([-0.98682913,  0.15078749, -0.05857818])]"
101,181.269358571,5.75685181523,73.0159368985,72.158320261,273.016701397,16.8282061539,316,74,-8,0.0129017366798,"[15, 'NewGudkova', 1286546, array([-4.85818626,  0.78179921, -0.23847142]), array([-0.98682913,  0.15078749, -0.05857818])]"
111,9.51750332621,13.8893633313,137.063085901,67.913772504,275.229937893,16.8222281405,322,88,-22,0.0130221126461,"[15, 'NewGudkova', 1312099, array([-4.85135542,  0.7442404 , -0.35212262]), array([-0.98682913,  0.15078749, -0.05857818])]"
19,50.2639571545,62.0320474495,179.994785181,18.747237251,277.07929671,19.9704115457,36,30,130,0.0133547112159,"[15, 'NewGudkova', 148655, array([-4.87682834,  0.741457  , -0.35551235]), array([-0.98682913,  0.15078749, -0.05857818])]"
50,19.7890373454,36.2708377562,165.916439851,48.5301703523,276.567564375,17.3117922249,152,78,40,0.013424313473,"[15, 'NewGudkova', 622730, array([-4.8428166 ,  0.80644984, -0.29454602]), array([-0.98682913,  0.15078749, -0.05857818])]"
35,25.3647075056,43.8407179674,169.321290954,40.0964343394,276.119045153,18.9440188114,50,44,158,0.0137284772709,"[15, 'NewGudkova', 206629, array([-4.88366503,  0.69496102, -0.24431678]), array([-0.98682913,  0.15078749, -0.05857818])]"
99,180.676592576,8.52336850511,64.784424574,71.057800266,273.267747949,16.7863218027,316,72,-6,0.013787432766,"[15, 'NewGudkova', 1286367, array([-4.85184763,  0.80188437, -0.32080048]), array([-0.98682913,  0.15078749, -0.05857818])]"
126,109.125328559,68.0170885273,6.9889450624,4.8510285763,275.084290368,21.3862191981,356,24,78,0.0138374059741,"[15, 'NewGudkova', 1444089, array([-4.91123641,  0.68244559, -0.30536749]), array([-0.98682913,  0.15078749, -0.05857818])]"
5,96.0,69.0,6.0,8.53773646252e-07,276.0,21.0,6,24,90,0.0138991263106,"[15, 'NewGudkova', 26595, array([-4.89439294,  0.73629536, -0.35856239]), array([-0.98682913,  0.15078749, -0.05857818])]"
68,96.0,69.0,186.0,8.53773646252e-07,276.0,21.0,186,66,90,0.0138991263106,"[15, 'NewGudkova', 759375, array([-4.89439294,  0.73629536, -0.35856239]), array([-0.98682913,  0.15078749, -0.05857818])]"
57,36.1525276955,54.8140893612,175.170229433,28.0243206736,276.026606594,19.4872506624,164,70,60,0.0140394320236,"[15, 'NewGudkova', 670620, array([-4.88289368,  0.75418902, -0.22082992]), array([-0.98682913,  0.15078749, -0.05857818])]"
29,178.028357474,15.2335000592,50.4819967831,65.9217265487,273.161074881,18.1863570299,46,88,-156,0.0140530722472,"[15, 'NewGudkova', 194232, array([-4.88366163,  0.70899017, -0.3486436 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
38,22.5780885419,39.4592963473,167.900507971,44.9729386381,276.965671437,18.1052600528,52,48,162,0.0140562402786,"[15, 'NewGudkova', 215091, array([-4.85995408,  0.72047649, -0.35409483]), array([-0.98682913,  0.15078749, -0.05857818])]"
47,15.7420088418,29.3386915023,159.65838044,55.1819560706,275.818079979,17.0466817106,148,82,34,0.0142010022107,"[15, 'NewGudkova', 606887, array([-4.84707525,  0.79776769, -0.24706707]), array([-0.98682913,  0.15078749, -0.05857818])]"
127,107.406216851,68.3121629103,7.1507530761,4.05012010135,275.571418857,21.2684005789,358,24,80,0.0142375608324,"[15, 'NewGudkova', 1452190, array([-4.9035184 ,  0.70503236, -0.34634176]), array([-0.98682913,  0.15078749, -0.05857818])]"
53,27.4059659796,45.6921209804,171.022790694,38.1620035311,276.734231018,19.0132375687,158,74,50,0.0144219907166,"[15, 'NewGudkova', 646675, array([-4.87955766,  0.67876973, -0.31564883]), array([-0.98682913,  0.15078749, -0.05857818])]"
97,168.179370788,35.8427432187,24.7994483284,48.0124023488,272.476005492,18.8732925544,316,50,14,0.0144881613515,"[15, 'NewGudkova', 1284397, array([-4.88022954,  0.80638752, -0.3297827 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
40,18.6297819488,34.7599302786,164.046756626,49.8717275296,275.998443278,17.4898984574,52,52,166,0.0150131638486,"[15, 'NewGudkova', 215453, array([-4.85339501,  0.79234273, -0.23417195]), array([-0.98682913,  0.15078749, -0.05857818])]"
34,26.2443835625,45.1079791093,171.7550514,39.3904717203,277.220284743,17.9906608955,50,44,156,0.0152524774458,"[15, 'NewGudkova', 206628, array([-4.84637167,  0.7975397 , -0.33788678]), array([-0.98682913,  0.15078749, -0.05857818])]"
55,30.0225971231,49.6913555424,172.653876111,33.9878435815,276.076671505,18.9991854659,160,72,54,0.0153040990418,"[15, 'NewGudkova', 654597, array([-4.87651701,  0.76159807, -0.21565751]), array([-0.98682913,  0.15078749, -0.05857818])]"
110,156.356455216,50.7938777314,15.77095936,32.2204643929,272.620807982,19.8487622681,322,38,30,0.01548579637,"[15, 'NewGudkova', 1307625, array([-4.88894922,  0.82446828, -0.28352948]), array([-0.98682913,  0.15078749, -0.05857818])]"
88,173.974325754,23.7043583631,35.1108162928,59.7591344973,272.009658449,17.6599382458,222,86,150,0.0156409225999,"[15, 'NewGudkova', 907005, array([-4.86752284,  0.80685756, -0.24382414]), array([-0.98682913,  0.15078749, -0.05857818])]"
10,86.383793924,68.5569601322,184.683794757,3.24506534477,275.942087352,21.1718774903,12,24,98,0.0157400904055,"[15, 'NewGudkova', 50899, array([-4.9038044 ,  0.68212392, -0.3316737 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
56,34.7955888643,53.6432357242,176.063648683,29.8652069652,277.31212841,18.7628506269,164,70,58,0.0159261852243,"[15, 'NewGudkova', 670619, array([-4.85448705,  0.80171295, -0.34033392]), array([-0.98682913,  0.15078749, -0.05857818])]"
6,92.0564420534,68.9720065692,184.172786333,0.813335412896,274.485194225,21.0107528967,6,24,92,0.0161965153567,"[15, 'NewGudkova', 26596, array([-4.90760119,  0.73213159, -0.2125241 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
52,22.1186557606,40.3662787576,168.064144136,44.2645496064,276.289410609,17.7907966817,154,76,44,0.0163163069659,"[15, 'NewGudkova', 630652, array([-4.8533496 ,  0.80622029, -0.23982834]), array([-0.98682913,  0.15078749, -0.05857818])]"
92,173.800275774,23.3452250141,36.0386152844,59.7591344973,271.914695532,18.1096460043,314,60,4,0.0163326050759,"[15, 'NewGudkova', 1277192, array([-4.88202414,  0.75101717, -0.20911434]), array([-0.98682913,  0.15078749, -0.05857818])]"
64,80.3958762146,68.4413181011,184.447889417,5.47960946018,276.534360141,20.7829789758,182,66,84,0.0165767750121,"[15, 'NewGudkova', 743172, array([-4.88847068,  0.73528477, -0.37157583]), array([-0.98682913,  0.15078749, -0.05857818])]"
41,8.74621590043,14.0049737585,136.674287295,67.913772504,274.448141251,16.7243526178,52,68,-178,0.0167935943102,"[15, 'NewGudkova', 216721, array([-4.853867  ,  0.77433809, -0.21223905]), array([-0.98682913,  0.15078749, -0.05857818])]"
22,44.7034769027,59.3116040736,178.711059881,22.4075385393,277.265937092,19.8382195102,40,32,136,0.0167952047694,"[15, 'NewGudkova', 165038, array([-4.87693851,  0.71483629, -0.36675325]), array([-0.98682913,  0.15078749, -0.05857818])]"
71,111.604123785,68.4413181011,7.55211058329,5.47960946018,275.465639859,20.7829789758,190,66,96,0.0168915943916,"[15, 'NewGudkova', 775578, array([-4.88748383,  0.80322141, -0.35337744]), array([-0.98682913,  0.15078749, -0.05857818])]"
102,160.852046901,44.6461751277,19.4683608324,38.3458687911,272.378573202,20.3796323916,318,42,22,0.0169302115815,"[15, 'NewGudkova', 1291781, array([-4.91425837,  0.6798584 , -0.24474597]), array([-0.98682913,  0.15078749, -0.05857818])]"
75,138.737539672,61.7591422083,10.2358457381,18.4885752498,273.03093618,20.5602726667,198,68,110,0.016941954479,"[15, 'NewGudkova', 808165, array([-4.89936476,  0.79965983, -0.22377059]), array([-0.98682913,  0.15078749, -0.05857818])]"
73,131.9223801,63.5222186035,9.86898422769,14.8071558781,273.914099219,21.428114419,196,68,106,0.0171620206008,"[15, 'NewGudkova', 800063, array([-4.91929071,  0.67016538, -0.2631586 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
93,174.92828006,20.7171982013,39.7459940013,61.9344274826,272.016583283,18.0699239062,314,62,2,0.0172246614758,"[15, 'NewGudkova', 1277371, array([-4.88364386,  0.73605352, -0.20511459]), array([-0.98682913,  0.15078749, -0.05857818])]"
80,153.564565002,52.0752906347,15.0709648942,30.2638761179,272.403127928,20.5976386831,206,72,122,0.0172615373068,"[15, 'NewGudkova', 840931, array([-4.91294118,  0.70757061, -0.2167121 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
124,122.742643852,66.7396387735,7.80975104851,10.2708489194,273.897611876,20.6321549943,346,26,66,0.0172999697914,"[15, 'NewGudkova', 1403763, array([-4.89416276,  0.82184096, -0.24598041]), array([-0.98682913,  0.15078749, -0.05857818])]"
45,12.0694580796,20.8818453804,147.755302502,61.9344274826,274.998320554,17.8837446878,144,88,28,0.0173400927593,"[15, 'NewGudkova', 591224, array([-4.88089647,  0.67088617, -0.2461934 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
28,178.482496674,13.8893633313,50.936914099,67.913772504,272.770062107,16.8222281405,46,88,-158,0.0174730968486,"[15, 'NewGudkova', 194231, array([-4.85030518,  0.82765975, -0.29874989]), array([-0.98682913,  0.15078749, -0.05857818])]"
54,28.972357752,48.4557777193,173.573207779,35.8403601909,277.265917395,18.1453123205,160,72,52,0.0182569435303,"[15, 'NewGudkova', 654596, array([-4.84498807,  0.82091402, -0.33005159]), array([-0.98682913,  0.15078749, -0.05857818])]"
77,146.733973783,57.0410088726,12.5294439439,24.3263919775,272.632766837,20.8161622236,202,70,116,0.0182657839697,"[15, 'NewGudkova', 824548, array([-4.91356522,  0.71494144, -0.2076428 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
98,181.109585755,7.17580725859,70.4560261824,70.3562271801,273.479998634,18.1859353674,316,72,-8,0.0183118957837,"[15, 'NewGudkova', 1286366, array([-4.88977692,  0.66232892, -0.32372766]), array([-0.98682913,  0.15078749, -0.05857818])]"
86,171.529943066,27.8498303283,31.1909556539,55.5374285045,271.785581382,18.6224240584,220,84,146,0.0183269548255,"[15, 'NewGudkova', 898723, array([-4.89133096,  0.72947083, -0.2010806 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
120,127.783723497,64.6875641635,9.42565563074,12.6612023162,274.339274537,21.5366901962,342,26,60,0.0184134990076,"[15, 'NewGudkova', 1387560, array([-4.91909752,  0.65911249, -0.28755822]), array([-0.98682913,  0.15078749, -0.05857818])]"
20,48.1108978122,61.0584476809,178.05386438,19.5461064304,275.667328324,20.4647509425,36,30,132,0.0185404736056,"[15, 'NewGudkova', 148656, array([-4.90308215,  0.68453193, -0.22436177]), array([-0.98682913,  0.15078749, -0.05857818])]"
91,172.555638093,25.9375412886,32.7815444962,57.5011681305,271.747485633,18.1814842481,314,58,6,0.0185617815531,"[15, 'NewGudkova', 1277013, array([-4.88168832,  0.761044  , -0.19920428]), array([-0.98682913,  0.15078749, -0.05857818])]"
78,150.360025365,55.9481091557,13.6930928864,26.1778509518,273.288680265,20.1721063135,204,70,118,0.0189524875453,"[15, 'NewGudkova', 832649, array([-4.88781169,  0.83848205, -0.31679394]), array([-0.98682913,  0.15078749, -0.05857818])]"
122,123.875780987,66.0849124701,7.67125854466,11.0794070106,273.380126002,20.9123582299,344,26,64,0.0191747763114,"[15, 'NewGudkova', 1395662, array([-4.90720179,  0.76002928, -0.19646989]), array([-0.98682913,  0.15078749, -0.05857818])]"
16,57.1487203795,64.0991046348,181.223846872,15.2199494884,277.041572719,20.4338365965,32,28,124,0.0191783694251,"[15, 'NewGudkova', 132272, array([-4.88634299,  0.6972388 , -0.37115692]), array([-0.98682913,  0.15078749, -0.05857818])]"
112,154.623737296,52.4019232689,16.3181841942,29.8988383833,273.837678295,20.5982269748,324,36,32,0.0192105412074,"[15, 'NewGudkova', 1315546, array([-4.89790628,  0.76401139, -0.38529585]), array([-0.98682913,  0.15078749, -0.05857818])]"
76,144.96150658,58.0881026661,13.3416755191,22.4704826553,274.004530726,21.4181938036,202,70,114,0.0192175989469,"[15, 'NewGudkova', 824547, array([-4.91847909,  0.66076455, -0.32408197]), array([-0.98682913,  0.15078749, -0.05857818])]"
85,162.246292338,42.9170067471,19.7113666296,40.485423022,271.80860445,19.8043315262,212,76,132,0.0193801501726,"[15, 'NewGudkova', 865596, array([-4.90455123,  0.72368368, -0.19802152]), array([-0.98682913,  0.15078749, -0.05857818])]"
82,158.525737181,48.1424176996,18.6756197299,34.4033640853,273.603300574,20.7931790546,210,74,126,0.0194601472024,"[15, 'NewGudkova', 857313, array([-4.90974371,  0.69503502, -0.37101523]), array([-0.98682913,  0.15078749, -0.05857818])]"
51,20.4679935121,37.5767176092,165.00223756,46.6275802979,275.629659715,18.4086103959,152,78,42,0.0195162405168,"[15, 'NewGudkova', 622731, array([-4.87854904,  0.72091359, -0.19600028]), array([-0.98682913,  0.15078749, -0.05857818])]"
128,103.616206076,68.5569601322,5.31620524349,3.24506534477,274.057912648,21.1718774903,358,24,82,0.0197636536784,"[15, 'NewGudkova', 1452191, array([-4.91307901,  0.71298871, -0.20031795]), array([-0.98682913,  0.15078749, -0.05857818])]"
89,175.93054192,20.8818453804,40.2446974977,61.9344274826,273.001679446,17.8837446878,224,88,152,0.0198513612467,"[15, 'NewGudkova', 915286, array([-4.86860196,  0.78500388, -0.3789042 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
72,115.241854654,68.0168298478,6.7283556046,7.30441004852,273.964618333,20.6146741495,190,66,98,0.0199167120119,"[15, 'NewGudkova', 775579, array([-4.89371035,  0.82531998, -0.22853336]), array([-0.98682913,  0.15078749, -0.05857818])]"
0,105.616206076,68.5569601322,7.31620524349,3.24506534477,276.057912648,21.1718774903,0,24,82,0.0200306212262,"[15, 'NewGudkova', 2291, array([-4.89601188,  0.7220665 , -0.38659688]), array([-0.98682913,  0.15078749, -0.05857818])]"
125,110.763999522,67.6739789862,6.83148962718,5.64695642162,274.596413462,21.5252414939,354,24,76,0.0201304903451,"[15, 'NewGudkova', 1435988, array([-4.91909594,  0.65435124, -0.26356921]), array([-0.98682913,  0.15078749, -0.05857818])]"
113,153.274999397,53.5597800904,14.1807354874,29.1630137638,272.555272087,19.8552938627,324,36,34,0.020497833652,"[15, 'NewGudkova', 1315547, array([-4.88663651,  0.8453754 , -0.26188117]), array([-0.98682913,  0.15078749, -0.05857818])]"
21,44.5788999909,60.3662728668,178.684220422,21.5992790034,276.642955307,19.2758830693,38,32,134,0.02073438384,"[15, 'NewGudkova', 156937, array([-4.86157636,  0.84643049, -0.28523733]), array([-0.98682913,  0.15078749, -0.05857818])]"
46,14.0256742464,23.7043583631,152.889183707,59.7591344973,275.990341551,17.6599382458,146,86,30,0.0209611384683,"[15, 'NewGudkova', 599145, array([-4.86711103,  0.67568484, -0.36684329]), array([-0.98682913,  0.15078749, -0.05857818])]"
95,166.924230869,36.8894216118,25.5638591101,46.1429129411,272.993470058,20.24413431,316,48,14,0.0210836018982,"[15, 'NewGudkova', 1284217, array([-4.91256796,  0.65791433, -0.34155466]), array([-0.98682913,  0.15078749, -0.05857818])]"
104,184.238472929,0.184071443818,93.6329150173,73.0919495225,274.294422834,16.9069878701,318,78,-12,0.021154635218,"[15, 'NewGudkova', 1295004, array([-4.85434554,  0.75489137, -0.39188363]), array([-0.98682913,  0.15078749, -0.05857818])]"
60,66.0423643848,66.8478974008,182.941194038,10.9490948191,277.008835118,20.1361334416,178,66,78,0.0212809942464,"[15, 'NewGudkova', 726969, array([-4.87017519,  0.80022306, -0.37932212]), array([-0.98682913,  0.15078749, -0.05857818])]"
63,78.3958762146,68.4413181011,182.447889417,5.47960946018,274.534360141,20.7829789758,180,66,84,0.0213137381901,"[15, 'NewGudkova', 735072, array([-4.90336736,  0.75430791, -0.18524185]), array([-0.98682913,  0.15078749, -0.05857818])]"
94,175.949014979,18.0577365716,44.0,64.0,272.050985021,18.0577365716,314,64,0,0.0216095532269,"[15, 'NewGudkova', 1277550, array([-4.8862996 ,  0.71770362, -0.18672426]), array([-0.98682913,  0.15078749, -0.05857818])]"
48,17.4952411329,32.1474828901,163.44188242,52.8186057424,276.662192564,16.6500163853,150,80,36,0.0217142396332,"[15, 'NewGudkova', 614808, array([-4.82641522,  0.83762839, -0.3269647 ]), array([-0.98682913,  0.15078749, -0.05857818])]"
115,149.542708167,56.0634412684,12.6985307324,26.145362405,272.380354921,20.0463340232,326,34,38,0.0217659946149,"[15, 'NewGudkova', 1323469, array([-4.89184387,  0.8288139 , -0.21874013]), array([-0.98682913,  0.15078749, -0.05857818])]"
25,38.4572918327,56.0634412684,175.301469268,26.145362405,275.619645079,20.0463340232,42,34,142,0.0217694962741,"[15, 'NewGudkova', 173321, array([-4.89924455,  0.69420778, -0.19674991]), array([-0.98682913,  0.15078749, -0.05857818])]"
59,61.0036987302,66.1195629174,181.790616447,12.7681651935,276.47718838,19.8269082272,176,66,76,0.0217998181224,"[15, 'NewGudkova', 718868, array([-4.86703747,  0.85003076, -0.31426499]), array([-0.98682913,  0.15078749, -0.05857818])]"
84,161.31288371,44.1588283203,20.5250755544,38.5863997713,272.915956896,20.7640621612,212,76,130,0.0219067579137,"[15, 'NewGudkova', 865595, array([-4.92009835,  0.64183674, -0.29753065]), array([-0.98682913,  0.15078749, -0.05857818])]"
13,66.1242190132,66.0849124701,182.328741455,11.0794070106,276.619873998,20.9123582299,26,26,116,0.021957159582,"[15, 'NewGudkova', 107788, array([-4.89905524,  0.65888101, -0.35318583]), array([-0.98682913,  0.15078749, -0.05857818])]"
7,94.0564420534,68.9720065692,186.172786333,0.813335412897,276.485194225,21.0107528967,8,24,92,0.021964987745,"[15, 'NewGudkova', 34696, array([-4.89049313,  0.72804797, -0.39758969]), array([-0.98682913,  0.15078749, -0.05857818])]"
