Exit Angle,Plunge,Azimuth,Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH
0,90,0,130,5,20,0.0593911746139,2.58070379068,7.01008220267,2.71634514119,0.0230135573204,0.00847225080916
0,90,10,130,5,20,0.0593911746139,1.3242091015,7.3517178128,5.55178015651,0.0448502993572,0.00807854383509
0,90,20,130,5,20,0.0593911746139,0.0274789888554,7.46997519733,271.843161211,2.16133042327,0.00795065218358
0,90,30,130,5,20,0.0593911746139,1.27008605896,7.36126116547,5.79587588851,0.0467615357202,0.00806807057634
0,90,40,130,5,20,0.0593911746139,2.52906018457,7.02887893809,2.77924542127,0.0234834959548,0.00844959418664
0,90,50,130,5,20,0.0593911746139,3.71119009624,6.48292778095,1.7468595283,0.0160032693216,0.00916116554443
0,90,60,130,5,20,0.0593911746139,4.78055737479,5.73999614371,1.20069600544,0.0124234832798,0.0103469014834
0,90,70,130,5,20,0.0593911746139,5.70466983658,4.82265762822,0.845387685242,0.0104109749232,0.0123150302577
0,90,80,130,5,20,0.0593911746139,6.4554487921,3.75878510108,0.582265497278,0.00920016199131,0.0158006305273
0,90,90,130,5,20,0.0593911746139,7.01008220267,2.58070379068,0.368141730164,0.00847225080916,0.0230135573204
0,90,100,130,5,20,0.0593911746139,7.3517178128,1.3242091015,0.180122406113,0.00807854383509,0.0448502993572
0,90,110,130,5,20,0.0593911746139,7.46997519733,0.0274789888554,0.00367859171275,0.00795065218358,2.16133042327
0,90,120,130,5,20,0.0593911746139,7.36126116547,1.27008605896,0.172536475804,0.00806807057634,0.0467615357202
0,90,130,130,5,20,0.0593911746139,7.02887893809,2.52906018457,0.359809893847,0.00844959418664,0.0234834959548
0,90,140,130,5,20,0.0593911746139,6.48292778095,3.71119009624,0.572455875129,0.00916116554443,0.0160032693216
0,90,150,130,5,20,0.0593911746139,5.73999614371,4.78055737479,0.832850276394,0.0103469014834,0.0124234832798
0,90,160,130,5,20,0.0593911746139,4.82265762822,5.70466983658,1.18288924414,0.0123150302577,0.0104109749232
0,90,170,130,5,20,0.0593911746139,3.75878510108,6.4554487921,1.71742959986,0.0158006305273,0.00920016199131
0,90,180,130,5,20,0.0593911746139,2.58070379068,7.01008220267,2.71634514119,0.0230135573204,0.00847225080916
0,90,190,130,5,20,0.0593911746139,1.3242091015,7.3517178128,5.55178015651,0.0448502993572,0.00807854383509
0,90,200,130,5,20,0.0593911746139,0.0274789888554,7.46997519733,271.843161211,2.16133042327,0.00795065218358
0,90,210,130,5,20,0.0593911746139,1.27008605896,7.36126116547,5.79587588851,0.0467615357202,0.00806807057634
0,90,220,130,5,20,0.0593911746139,2.52906018457,7.02887893809,2.77924542127,0.0234834959548,0.00844959418664
0,90,230,130,5,20,0.0593911746139,3.71119009624,6.48292778095,1.7468595283,0.0160032693216,0.00916116554443
0,90,240,130,5,20,0.0593911746139,4.78055737479,5.73999614371,1.20069600544,0.0124234832798,0.0103469014834
0,90,250,130,5,20,0.0593911746139,5.70466983658,4.82265762822,0.845387685242,0.0104109749232,0.0123150302577
