Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,Plunge P,Plunge S,Ratio1,Ratio2,Ratio3,Sum
0,10,60,0.870868678052,1.16971953518,1.43484130696,1.226654137,0.744510672736,0.606944248,42.5219735125,46.8402574191,0.0102066314026,0.00692116855266,0.000118890880177,0.0172466908354
0,15,20,0.901009156629,1.1060431103,1.38047125394,1.2481170409,0.81462390411,0.652682302555,42.5219735125,46.8402574191,0.0119919262835,0.0160806375468,0.000477199684186,0.0285497635145
0,15,60,0.795949129405,1.89088527452,1.56615643875,0.828266241138,0.420939937569,0.508218150954,42.5219735125,46.8402574191,0.0088495115512,0.0250773808657,0.00743270559448,0.0413595980114
0,20,10,0.858149814024,1.1544990141,2.00084805045,1.73308770819,0.743309265358,0.428893045542,42.5219735125,46.8402574191,0.0684578015581,0.00679308223423,0.0228766137996,0.0981274975919
0,20,20,0.880075362157,1.54906935197,1.31186417885,0.846872463896,0.56813167276,0.670858596755,42.5219735125,46.8402574191,0.00691170723164,0.00161024688536,0.00118924707615,0.00971120119314
0,25,10,0.849638791777,1.48286519503,1.9315885801,1.30260564924,0.572971025705,0.439865300785,42.5219735125,46.8402574191,0.0169665950646,0.0013305713144,0.0201695717133,0.0384667380923
0,25,20,0.849738499108,1.96054002205,1.25965937012,0.642506327824,0.433420633882,0.674578000422,42.5219735125,46.8402574191,0.0461059803652,0.0218459592314,0.00137241095543,0.0693243505521
0,30,10,0.833786310188,1.78770906598,1.86071391285,1.04083709607,0.466399329765,0.448100218111,42.5219735125,46.8402574191,0.000383894464676,0.0144907432469,0.0182630065925,0.0331376443041
0,35,10,0.811237861053,2.06488115198,1.78805451585,0.865935801745,0.392873875707,0.453698617051,42.5219735125,46.8402574191,0.00520404489133,0.0332832590999,0.0170271695338,0.0555144735251
0,40,0,0.826655088187,1.6152730441,2.17928679981,1.34917548941,0.511774211305,0.379323679774,42.5219735125,46.8402574191,0.0216510774302,0.00701616693441,0.0375808234437,0.0662480678083
0,40,10,0.782700541741,2.31086997262,1.71307838767,0.741313188524,0.33870384358,0.456897096697,42.5219735125,46.8402574191,0.021872609497,0.0529961425564,0.0163427858346,0.091211537888
0,45,0,0.815011433508,1.81120637143,2.02289463271,1.11687694159,0.449982644919,0.402893665509,42.5219735125,46.8402574191,0.00299667449439,0.0179414286844,0.0300728352468,0.0510109384256
0,50,-50,0.84057145174,1.96451022063,2.3832339788,1.21314409758,0.427878380532,0.352702025574,42.5219735125,46.8402574191,0.00913899362431,0.0232498389249,0.0472339358331,0.0796227683823
0,50,-10,0.859442978188,1.22730540375,2.0934984985,1.70576817481,0.700268226278,0.410529541245,42.5219735125,46.8402574191,0.0648920138647,0.00292906612524,0.027843311761,0.0956643917509
0,50,0,0.797165049704,1.99335532463,1.85110701599,0.928638759541,0.399911164785,0.430642336082,42.5219735125,46.8402574191,0.00139861337517,0.0311011986239,0.022432131759,0.054931943758
0,55,-60,0.849486163109,2.46075257583,1.7082468267,0.694196906865,0.34521396887,0.49728537459,42.5219735125,46.8402574191,0.0320379921726,0.0503465476158,0.00901361949728,0.0913981592857
0,55,-50,0.906460607359,1.7434913921,1.84493130646,1.05818205632,0.519911145801,0.491324855393,42.5219735125,46.8402574191,0.000775458686018,0.0059808204526,0.00994611192918,0.0167023910678
0,55,-10,0.854313203398,1.41751774775,1.81550699234,1.28076491121,0.602682544716,0.470564534866,42.5219735125,46.8402574191,0.0149013045036,0.000207230030131,0.0135933344174,0.0287018689512
0,55,0,0.77325175853,2.16033364019,1.66523135716,0.770821379704,0.357931638032,0.464350947517,42.5219735125,46.8402574191,0.0166714780768,0.0453953280915,0.0148083967618,0.0768752029301
0,60,-50,0.956126874175,1.43787282304,1.27494827615,0.88669057216,0.664959277939,0.749933853835,42.5219735125,46.8402574191,0.00364807153844,0.000902072488624,0.00757685618646,0.0121270002135
0,60,-10,0.84056797012,1.6131112869,1.51969987326,0.942092393497,0.521084922624,0.553114456948,42.5219735125,46.8402574191,0.000913391593342,0.00583882406571,0.00261964129144,0.00937185695049
0,65,-20,0.903062800324,1.12417611406,1.12746939866,1.0029295095,0.803310788254,0.800964355568,42.5219735125,46.8402574191,1.09942122619e-06,0.0143931238122,0.0141407896497,0.0285350128831
0,65,-10,0.817956609068,1.81151923694,1.21061205136,0.668285506809,0.451530733092,0.675655432434,42.5219735125,46.8402574191,0.038686853829,0.0175983986968,0.00142779467047,0.0577130471962
0,75,-80,0.868178780917,1.85639225452,1.14556516096,0.617092189529,0.467669900477,0.757860670436,42.5219735125,46.8402574191,0.0542515690921,0.0142407098851,0.00848229030955,0.0769745692867
0,75,-70,0.937946257114,1.30354410958,0.950169369766,0.728912326622,0.719535495748,0.987135859099,42.5219735125,46.8402574191,0.0243186574372,0.00447988683386,0.0495111045823,0.0783096488533
0,80,-90,0.775687086028,1.69944237188,1.82975819765,1.07668152091,0.456436239831,0.423928739342,42.5219735125,46.8402574191,0.0013318251894,0.0165358291053,0.0241649216505,0.0420325759452
0,80,-80,0.862982928963,1.1999564413,1.701734805,1.41816381532,0.719178546207,0.507119514996,42.5219735125,46.8402574191,0.0291790211137,0.00444845388523,0.00758408445508,0.041211559454
0,80,90,0.775687086028,1.69944237188,1.82975819765,1.07668152091,0.456436239831,0.423928739342,42.5219735125,46.8402574191,0.0013318251894,0.0165358291053,0.0241649216505,0.0420325759452
