Model,Depth,173a Pa,173a Sa,235b Pa,235b Sa,325a Pa,325a Sa,325ab Pa,325ab Sa,173ab Pa,173ab Sa,183a Pa,183a Sa
Gudkova,45,1.88034292157,1.91630592047,1.89385774518,1.92631508765,1.78149271418,1.8418120783,1.8354849144,1.88262845702,1.88669367993,1.92105412503,1.7229373582,1.79602286233
Gudkova,35,1.88348740478,1.91879194973,1.89694710694,1.92874082228,1.78468524322,1.8444705988,1.83867660899,1.88519574048,1.88984807853,1.9234979961,1.72595490595,1.79871969046
Gudkova,25,1.88656659194,1.92125065239,1.90004795132,1.93113709995,1.78785009409,1.84713310766,1.84183384002,1.88774565635,1.89296060414,1.92591967153,1.72892145037,1.80139971119
Gudkova,15,1.88968784327,1.9236765383,1.9031052621,1.9335019091,1.79097930479,1.84977507604,1.84494131751,1.89024525659,1.89600813103,1.92833323823,1.73190611468,1.80404841484
Gudkova,10,1.89123597713,1.92487867232,1.90461273706,1.93466955323,1.79251368217,1.85108221255,1.84643816287,1.89143575304,1.89755189299,1.92953245084,1.73338477069,1.80539059815
Gudkova,5,1.89196845877,1.92539545266,1.90530182794,1.93516075409,1.79330104108,1.85170369981,1.84722993978,1.89201296656,1.89827626153,1.93003655782,1.73418599816,1.80604709928
