0,NewGudkova,25,166,49,-94,0.728363498774,-3.65411100926,0.0045475886127
0,NewGudkova,35,34,69,-36,0.624752627376,-3.13497061563,-0.000255536615751
0,NewGudkova,45,166,49,-94,0.730531930288,-3.68552495898,0.0042423751468
0,NewGudkova,55,172,49,-80,0.727999455136,-3.66602971691,-0.00382614302627
0,TAYAK,25,166,67,-94,0.726177577059,-3.62495470885,0.00057971305178
0,TAYAK,35,18,28,-56,0.711781952346,-3.59793574632,-0.00393945157819
0,TAYAK,45,18,28,-56,0.714757636587,-3.57328855893,0.000412193977398
0,TAYAK,55,40,52,-24,0.645920476196,-3.20394015692,0.00338227913718
0,MAAK,25,40,52,-24,0.634243954063,-3.19508818352,0.00339053006541
0,MAAK,35,18,28,-56,0.707951286996,-3.51329703584,0.00919675823547
0,MAAK,45,4,25,-72,0.708070093322,-3.59178367004,0.00767556725224
0,MAAK,55,40,69,-14,0.583093984802,-2.93409423875,-0.000556058272953
0,Combined,25,12,45,-64,0.720321935253,-3.5994105539,0.00281187560901
0,Combined,35,34,68,-36,0.631432087197,-3.17426510271,0.00207761032779
0,Combined,45,166,49,-94,0.72774294384,-3.71609206082,0.00334599030025
0,Combined,55,176,42,-72,0.693723796549,-3.49755917468,-0.00179852086114
0,NewGudkova,25,166,49,-94,0.728363498774,-3.65411100926,0.0045475886127
0,NewGudkova,25,172,49,-80,0.722859327312,-3.66043607464,-0.00228622737138
0,NewGudkova,25,14,47,-62,0.701084041248,-3.59652474252,-0.00337869784176
0,NewGudkova,35,34,69,-36,0.624752627376,-3.13497061563,-0.000255536615751
0,NewGudkova,35,14,47,-62,0.704928768886,-3.56663633986,0.00417248015586
0,NewGudkova,35,172,49,-80,0.726784745187,-3.62769062269,-0.00526928383361
0,NewGudkova,45,166,49,-94,0.730531930288,-3.68552495898,0.0042423751468
0,NewGudkova,45,172,49,-80,0.725029823929,-3.69175059179,-0.00147687254332
0,NewGudkova,45,32,64,-40,0.640583856099,-3.26542363371,0.0113578813621
0,NewGudkova,55,172,49,-80,0.727999455136,-3.66602971691,-0.00382614302627
0,NewGudkova,55,166,49,-94,0.733498536744,-3.65941039321,0.00519240566938
0,NewGudkova,55,34,69,-36,0.625780705948,-3.16221048239,-0.00638314899136
0,TAYAK,25,166,67,-94,0.726177577059,-3.62495470885,0.00057971305178
0,TAYAK,25,28,33,-44,0.697921479492,-3.54178418544,0.00119130270058
0,TAYAK,25,172,67,-80,0.71976502385,-3.62956052994,0.00821578556794
0,TAYAK,35,18,28,-56,0.711781952346,-3.59793574632,-0.00393945157819
0,TAYAK,35,28,33,-44,0.700827627703,-3.51871167344,0.00752736603427
0,TAYAK,35,172,67,-80,0.722757758404,-3.60399053193,0.00551821943612
0,TAYAK,45,18,28,-56,0.714757636587,-3.57328855893,0.000412193977398
0,TAYAK,45,40,52,-24,0.643299074984,-3.21940679997,-0.00612533768449
0,TAYAK,45,172,67,-80,0.725745537592,-3.57839632746,0.002831690465
0,TAYAK,55,40,52,-24,0.645920476196,-3.20394015692,0.00338227913718
0,TAYAK,55,40,53,-24,0.633535394393,-3.2291645176,-0.00543224682802
0,TAYAK,55,4,25,-72,0.714539232062,-3.65436839112,0.00317082178172
0,MAAK,25,40,52,-24,0.634243954063,-3.19508818352,0.00339053006541
0,MAAK,25,18,28,-56,0.704465011343,-3.53874267688,0.00475046379922
0,MAAK,25,172,67,-80,0.71540905405,-3.54289184278,0.000144892638228
0,MAAK,35,18,28,-56,0.707951286996,-3.51329703584,0.00919675823547
0,MAAK,35,38,77,-8,0.570990923146,-2.82460830969,-0.00509636425705
0,MAAK,35,40,53,-24,0.624876107218,-3.20491338417,0.00438158991854
0,MAAK,45,4,25,-72,0.708070093322,-3.59178367004,0.00767556725224
0,MAAK,45,40,69,-14,0.580322019641,-2.94253123709,-0.00877549904794
0,MAAK,45,178,67,-66,0.686491882433,-3.52007019654,0.00154705052161
0,MAAK,55,40,69,-14,0.583093984802,-2.93409423875,-0.000556058272953
0,MAAK,55,178,67,-66,0.689982841308,-3.4958912683,-0.0047191474952
0,MAAK,55,166,66,-94,0.708175491917,-3.60821461185,0.000780546038729
0,Combined,25,12,45,-64,0.720321935253,-3.5994105539,0.00281187560901
0,Combined,25,26,55,-48,0.675734809285,-3.45494396387,-0.00553940098111
0,Combined,25,34,68,-36,0.62815616026,-3.19067635317,-0.0101476147901
0,Combined,35,34,68,-36,0.631432087197,-3.17426510271,0.00207761032779
0,Combined,35,26,55,-48,0.679307866044,-3.43056858716,0.00535436134535
0,Combined,35,178,50,-66,0.710780446799,-3.64136194613,-0.00678901063673
0,Combined,45,166,49,-94,0.72774294384,-3.71609206082,0.00334599030025
0,Combined,45,178,50,-66,0.714535423884,-3.61142528427,-0.0135729498796
0,Combined,45,32,64,-40,0.638149851714,-3.28507972905,0.00205524787499
0,Combined,55,176,42,-72,0.693723796549,-3.49755917468,-0.00179852086114
0,Combined,55,36,87,-32,0.568269022268,-2.85201039761,0.00460308306944
0,Combined,55,30,70,-44,0.6273150492,-3.09752015961,0.00122573798701
0,ForwardCalc,35,0,40,-80,0.766030184547,-3.32933247659,0.300252011972
0,ForwardCalc,35,0,40,-80,0.758235585835,-3.45875911221,0.294191949091
0,ForwardCalc,35,34,69,-36,0.624752627376,-3.13497061563,-0.000255536615751
0,ForwardCalc,35,34,69,-36,0.617647880502,-3.20793293095,-0.0376087242408
