Strike,Dip,Rake,P,SV,SH,SH/SV
110,0,-90,-0.533036964764,-0.261874616745,-3.2342988732,12.3505626983
110,0,0,0.845793441051,0.415528092538,-2.0383237453,-4.90538132536
110,0,90,0.533036964764,0.261874616745,3.2342988732,12.3505626983
110,20,-90,-0.629084543619,-2.52705409214,-1.26837738336,0.501919364253
110,20,0,0.637044816295,1.26001212064,-2.53084662959,-2.00858911444
110,20,90,0.629084543619,2.52705409214,1.26837738336,0.501919364253
110,45,-90,-0.343433095875,-3.61930824759,1.88124238492,-0.519779542452
110,45,0,0.271945841462,2.09155328618,-2.7137172881,-1.29746504956
110,45,90,0.343433095875,3.61930824759,-1.88124238492,-0.519779542452
110,60,-90,-0.0309033031464,-3.00347557817,3.24635313262,-1.08086550003
110,60,0,0.0234823888484,2.40952532263,-2.57753305909,-1.06972648715
110,60,90,0.0309033031464,3.00347557817,-3.24635313262,-1.08086550003
110,70,-90,0.187575466049,-2.12583890223,3.68685597505,-1.73430638191
110,70,0,-0.144111548756,2.53116993988,-2.38807959045,-0.943468691226
110,70,90,-0.187575466049,2.12583890223,-3.68685597505,-1.73430638191
110,80,-90,0.383429865721,-0.991794680653,3.68266957469,-3.71313704996
110,80,0,-0.307326729876,2.57590623935,-2.12606553189,-0.825366039886
110,80,90,-0.383429865721,0.991794680653,-3.68266957469,-3.71313704996
110,90,-90,0.533036964764,0.261874616745,3.2342988732,12.3505626983
110,90,0,-0.461203943824,2.5423749312,-1.79945204798,-0.707783901538
110,90,90,-0.533036964764,-0.261874616745,-3.2342988732,12.3505626983
111,0,-90,-0.547716911547,-0.26908669713,-3.19823261937,11.885509962
111,0,0,0.836361844858,0.41089446335,-2.0944595972,-5.09731764239
111,0,90,0.547716911547,0.26908669713,3.19823261937,11.885509962
111,20,-90,-0.635113764156,-2.56133342724,-1.22130214436,0.47682278745
111,20,0,0.625645236698,1.26964185865,-2.53831189748,-1.99923457169
111,20,90,0.635113764156,2.56133342724,1.22130214436,0.47682278745
111,45,-90,-0.335318018603,-3.66404240326,1.9114963683,-0.521690569574
111,45,0,0.260032054139,2.11718776862,-2.65978685459,-1.2562829306
111,45,90,0.335318018603,3.66404240326,-1.9114963683,-0.521690569574
111,60,-90,-0.0165354666835,-3.0386104532,3.25452072387,-1.07105559399
111,60,0,0.0123432427307,2.44261704953,-2.49093488938,-1.01978117686
111,60,90,0.0165354666835,3.0386104532,-3.25452072387,-1.07105559399
111,70,-90,0.20403722883,-2.14906868913,3.67867450737,-1.71175287508
111,70,0,-0.154307085606,2.56800566399,-2.28285917887,-0.888961894
111,70,90,-0.20403722883,2.14906868913,-3.67867450737,-1.71175287508
111,80,-90,0.400000023278,-1.00031752427,3.65912585383,-3.65796436136
111,80,0,-0.31626887123,2.61536672582,-2.00541994738,-0.766783460072
111,80,90,-0.400000023278,1.00031752427,-3.65912585383,-3.65796436136
111,90,-90,0.547716911547,0.26908669713,3.19823261937,11.885509962
111,90,0,-0.468620987242,2.58326119313,-1.66704704559,-0.645326554676
111,90,90,-0.547716911547,-0.26908669713,-3.19823261937,11.885509962
112,0,-90,-0.562230018454,-0.276216811099,-3.16119215289,11.4446044769
112,0,0,0.826675484745,0.406135671728,-2.14995745641,-5.29369273884
112,0,90,0.562230018454,0.276216811099,3.16119215289,11.4446044769
112,20,-90,-0.64093516241,-2.59599105594,-1.17497758004,0.452612337531
112,20,0,0.614201531156,1.27807754045,-2.54448299176,-1.990867464
112,20,90,0.64093516241,2.59599105594,1.17497758004,0.452612337531
112,45,-90,-0.327078459276,-3.70946276308,1.93942148779,-0.522830827983
112,45,0,0.248341838826,2.14050826656,-2.60396912995,-1.21651907195
112,45,90,0.327078459276,3.70946276308,-1.93942148779,-0.522830827983
112,60,-90,-0.0021432455369,-3.07438058167,3.26018435352,-1.06043616492
112,60,0,0.00157116535127,2.47292054841,-2.40225879107,-0.971425787461
112,60,90,0.0021432455369,3.07438058167,-3.26018435352,-1.06043616492
112,70,-90,0.220451200373,-2.17280234946,3.66824978467,-1.68825746418
112,70,0,-0.164053246406,2.60184107995,-2.1755120076,-0.836143308044
112,70,90,-0.220451200373,2.17280234946,-3.66824978467,-1.68825746418
112,80,-90,0.416455978005,-1.00915208676,3.63387015418,-3.60091427432
112,80,0,-0.324692983287,2.65170598687,-1.88266339264,-0.709981951979
112,80,90,-0.416455978005,1.00915208676,-3.63387015418,-3.60091427432
112,90,-90,0.562230018454,0.276216811099,3.16119215289,11.4446044769
112,90,0,-0.475467088173,2.62100014921,-1.53261100317,-0.58474281416
112,90,90,-0.562230018454,-0.276216811099,-3.16119215289,11.4446044769
113,0,-90,-0.57657186465,-0.283262786753,-3.12318875666,11.0257644234
113,0,0,0.816737311271,0.401253167246,-2.20480041775,-5.49478632876
113,0,90,0.57657186465,0.283262786753,3.12318875666,11.0257644234
113,20,-90,-0.646551804534,-2.63098974408,-1.12943420279,0.429281111921
113,20,0,0.602719325051,1.28530480241,-2.54940004608,-1.98349842099
113,20,90,0.646551804534,2.63098974408,1.12943420279,0.429281111921
113,45,-90,-0.318724456528,-3.75551398933,1.96498372095,-0.523226308445
113,45,0,0.236883179802,2.16148329286,-2.54636797714,-1.17806507483
113,45,90,0.318724456528,3.75551398933,-1.96498372095,-0.523226308445
113,60,-90,0.012262456165,-3.11073912565,3.2633201987,-1.04904978106
113,60,0,-0.00882514456228,2.50039672496,-2.31163815751,-0.924508552756
113,60,90,-0.012262456165,3.11073912565,-3.2633201987,-1.04904978106
113,70,-90,0.236807541414,-2.19700597661,3.65556858092,-1.66388649819
113,70,0,-0.173341184105,2.63263347732,-2.06618620662,-0.784836257845
113,70,90,-0.236807541414,2.19700597661,-3.65556858092,-1.66388649819
113,80,-90,0.432790142262,-1.01828148244,3.60690144183,-3.54214576622
113,80,0,-0.332590339484,2.68487899364,-1.75795423337,-0.654761066528
113,80,90,-0.432790142262,1.01828148244,-3.60690144183,-3.54214576622
113,90,-90,0.57657186465,0.283262786753,3.12318875666,11.0257644234
113,90,0,-0.481733905697,2.65554582035,-1.39630771032,-0.525808178347
113,90,90,-0.57657186465,-0.283262786753,-3.12318875666,11.0257644234
114,0,-90,-0.590738081472,-0.290222477817,-3.08423400688,10.6271369126
114,0,0,0.8065503517,0.396248437162,-2.25897177553,-5.70089762804
114,0,90,0.590738081472,0.290222477817,3.08423400688,10.6271369126
114,20,-90,-0.651966886273,-2.66629178306,-1.08470089925,0.406820028528
114,20,0,0.591204074456,1.29131064696,-2.55310415965,-1.9771417247
114,20,90,0.651966886273,2.66629178306,1.08470089925,0.406820028528
114,45,-90,-0.310266188423,-3.80213997568,1.98815192413,-0.522903400938
