Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,source,,
140,0,-90,0.707199663,2.075954954,2.819292238,1.358070045,0.340662336,0.250842979,S0173ab_EH45TcoldCrust1b_55.csv,,
140,0,90,0.707199663,2.075954954,2.819292238,1.358070045,0.340662336,0.250842979,S0173ab_EH45TcoldCrust1b_55.csv,,
140,20,-100,0.491058256,0.568730112,0.79185425,1.392319894,0.863429324,0.620137173,S0173ab_EH45TcoldCrust1b_55.csv,,
140,90,-90,0.707199663,2.075954954,2.819292238,1.358070045,0.340662336,0.250842979,S0173ab_EH45TcoldCrust1b_55.csv,,
140,90,90,0.707199663,2.075954954,2.819292238,1.358070045,0.340662336,0.250842979,S0173ab_EH45TcoldCrust1b_55.csv,,
150,0,100,0.707199663,2.075954954,2.819292238,1.358070045,0.340662336,0.250842979,S0173ab_EH45TcoldCrust1b_55.csv,,
150,20,-90,0.440515842,0.754329217,0.963258479,1.276973578,0.583983534,0.457318416,S0173ab_EH45TcoldCrust1b_55.csv,,
150,20,90,0.440515842,0.754329217,0.963258479,1.276973578,0.583983534,0.457318416,S0173ab_EH45TcoldCrust1b_55.csv,,
40,70,45,0.930599339,1.390281175,0.003612892,0.002598678,0.669360526,257.577369,S0173ab_EH45TcoldCrust1b_55.csv,,
45,70,45,0.946146936,1.44214389,0.516804696,0.358358622,0.656069719,1.830763037,S0173ab_EH45TcoldCrust1b_55.csv,,
50,70,45,0.943308216,1.437142301,1.037469488,0.721897537,0.65637774,0.909239478,S0173ab_EH45TcoldCrust1b_55.csv,,
50,80,-100,0.666311991,0.924695466,2.856051183,3.08863976,0.720574519,0.233298337,S0173ab_EH45TcoldCrust1b_55.csv,,
155,20,-100,0.457078527,0.686910769,0.196728075,0.286395386,0.665411794,2.323402631,S0173ab_EH45TcoldCrust1b_55.csv,,
40,60,0,0.911335075,2.796395577,1.974966867,0.706254466,0.325896337,0.461443223,S0173ab_EH45TcoldCrust1b_55.csv,,
40,70,-100,0.591271978,0.239311193,1.192060486,4.981214919,2.470724291,0.49600837,S0173ab_EH45TcoldCrust1b_55.csv,,
40,90,45,0.98007513,2.975936735,1.882509481,0.632577117,0.329333322,0.520621617,S0173ab_EH45TcoldCrust1b_55.csv,,
45,60,-90,0.26748457,1.937325579,0.524124675,0.270540316,0.138068982,0.51034531,S0173ab_EH45TcoldCrust1b_55.csv,,
45,60,90,0.26748457,1.937325579,0.524124675,0.270540316,0.138068982,0.51034531,S0173ab_EH45TcoldCrust1b_55.csv,,
150,70,45,0.842589469,3.999983715,1.698290344,0.424574314,0.210648225,0.496139822,S0173ab_EH45TcoldCrust1b_55.csv,,
155,60,0,0.271728151,0.887354472,0.559129386,0.630108264,0.306222777,0.485984385,S0173ab_EH45TcoldCrust1b_55.csv,,
155,70,-100,0.886149745,4.64065165,1.923451648,0.414478783,0.190953731,0.460708095,S0173ab_EH45TcoldCrust1b_55.csv,,
160,45,-90,0.352441722,4.237824338,0.777148279,0.183383788,0.083165722,0.453506405,S0173ab_EH45TcoldCrust1b_55.csv,,
160,45,90,0.352441722,4.237824338,0.777148279,0.183383788,0.083165722,0.453506405,S0173ab_EH45TcoldCrust1b_55.csv,,
160,60,-100,0.762711117,4.983694166,1.437125168,0.288365441,0.153041317,0.530720033,S0173ab_EH45TcoldCrust1b_55.csv,,
160,60,-90,0.734111523,4.929046384,1.39414588,0.282842922,0.148935811,0.526567222,S0173ab_EH45TcoldCrust1b_55.csv,,
160,60,45,0.680969608,4.012821155,1.24707169,0.310771809,0.169698469,0.546054901,S0173ab_EH45TcoldCrust1b_55.csv,,
160,60,90,0.734111523,4.929046384,1.39414588,0.282842922,0.148935811,0.526567222,S0173ab_EH45TcoldCrust1b_55.csv,,
160,60,100,0.683206322,4.724632021,1.308806174,0.27701759,0.144605192,0.522007258,S0173ab_EH45TcoldCrust1b_55.csv,,
160,70,-90,0.883639769,4.65289461,1.604354676,0.344807869,0.189911838,0.550775824,S0173ab_EH45TcoldCrust1b_55.csv,,
160,70,90,0.883639769,4.65289461,1.604354676,0.344807869,0.189911838,0.550775824,S0173ab_EH45TcoldCrust1b_55.csv,,
160,70,100,0.817018635,4.412118362,1.659406414,0.376101971,0.185176047,0.492355958,S0173ab_EH45TcoldCrust1b_55.csv,,
45,0,100,0.722099775,2.111045026,2.673218065,1.266300828,0.342057969,0.270123782,S0173ab_EH45TcoldCrust1b_65.csv,,
125,0,0,0.722099775,2.111045026,2.673218065,1.266300828,0.342057969,0.270123782,S0173ab_EH45TcoldCrust1b_65.csv,,
125,80,0,0.552857991,1.74311212,1.218988209,0.699317155,0.317167201,0.453538424,S0173ab_EH45TcoldCrust1b_65.csv,,
155,20,-90,0.419666309,0.811744888,0.77308557,0.95237504,0.516992858,0.54284587,S0173ab_EH45TcoldCrust1b_65.csv,,
155,20,90,0.419666309,0.811744888,0.77308557,0.95237504,0.516992858,0.54284587,S0173ab_EH45TcoldCrust1b_65.csv,,
155,45,100,0.300614075,3.990046453,0.643462224,0.16126685,0.075340996,0.467182165,S0173ab_EH45TcoldCrust1b_65.csv,,
155,80,0,0.458996334,1.439376098,1.012001953,0.703083756,0.318885616,0.453552815,S0173ab_EH45TcoldCrust1b_65.csv,,
40,45,45,0.555833121,2.238427199,2.832483078,1.265389859,0.248314138,0.196235284,S0173ab_EH45TcoldCrust1b_75.csv,,
45,0,-100,0.491604176,1.47125242,2.138730827,1.453680414,0.334139927,0.2298579,S0173ab_EH45TcoldCrust1b_75.csv,,
45,20,0,0.853398931,1.044897511,1.590582324,1.522237643,0.816729796,0.536532387,S0173ab_EH45TcoldCrust1b_75.csv,,
110,60,-90,0.012065945,1.706169181,2.523741319,1.479185855,0.007071951,0.004780975,S0173ab_EH45TcoldCrust1b_75.csv,,
110,60,0,0.015849067,2.549919744,3.340261694,1.309947775,0.006215516,0.004744858,S0173ab_EH45TcoldCrust1b_75.csv,,
110,60,90,0.012065945,1.706169181,2.523741319,1.479185855,0.007071951,0.004780975,S0173ab_EH45TcoldCrust1b_75.csv,,
110,90,100,0.232693871,1.217195841,1.779371071,1.461860953,0.191172089,0.1307731,S0173ab_EH45TcoldCrust1b_75.csv,,
112,0,-100,0.488502833,1.461970849,2.144668698,1.466970904,0.334139927,0.227775429,S0173ab_EH45TcoldCrust1b_75.csv,,
112,60,-90,0.041930934,1.710802622,2.603614277,1.521867131,0.02450951,0.016104895,S0173ab_EH45TcoldCrust1b_75.csv,,
112,60,90,0.041930934,1.710802622,2.603614277,1.521867131,0.02450951,0.016104895,S0173ab_EH45TcoldCrust1b_75.csv,,
112,70,0,0.22101186,2.362591837,3.256394326,1.37831439,0.093546357,0.067870116,S0173ab_EH45TcoldCrust1b_75.csv,,
112,90,100,0.254632639,1.320871495,1.784307225,1.35085603,0.192776239,0.142706724,S0173ab_EH45TcoldCrust1b_75.csv,,
115,0,-100,0.526636096,1.576094483,2.067774895,1.311961254,0.334139927,0.254687344,S0173ab_EH45TcoldCrust1b_75.csv,,
115,60,-100,0.105271856,2.172725494,3.176606354,1.462037594,0.048451522,0.033139723,S0173ab_EH45TcoldCrust1b_75.csv,,
125,0,-90,0.526636096,1.576094483,2.067774895,1.311961254,0.334139927,0.254687344,S0173ab_EH45TcoldCrust1b_75.csv,,
125,0,90,0.526636096,1.576094483,2.067774895,1.311961254,0.334139927,0.254687344,S0173ab_EH45TcoldCrust1b_75.csv,,
125,60,-100,0.290909566,2.304430566,3.19145184,1.384919939,0.126239241,0.091152736,S0173ab_EH45TcoldCrust1b_75.csv,,
125,90,-90,0.526636096,1.576094483,2.067774895,1.311961254,0.334139927,0.254687344,S0173ab_EH45TcoldCrust1b_75.csv,,
125,90,90,0.526636096,1.576094483,2.067774895,1.311961254,0.334139927,0.254687344,S0173ab_EH45TcoldCrust1b_75.csv,,
130,60,-100,0.381910764,2.377534624,3.092811846,1.300848288,0.160633103,0.123483349,S0173ab_EH45TcoldCrust1b_75.csv,,
130,60,-90,0.335947794,1.900211089,2.903910494,1.528204161,0.176794987,0.115688068,S0173ab_EH45TcoldCrust1b_75.csv,,
130,60,90,0.335947794,1.900211089,2.903910494,1.528204161,0.176794987,0.115688068,S0173ab_EH45TcoldCrust1b_75.csv,,
140,60,-90,0.498991064,2.07581055,2.709152068,1.305105645,0.240383721,0.184187174,S0173ab_EH45TcoldCrust1b_75.csv,,
140,60,90,0.498991064,2.07581055,2.709152068,1.305105645,0.240383721,0.184187174,S0173ab_EH45TcoldCrust1b_75.csv,,
150,60,100,0.577906554,1.830040555,2.397448038,1.310051863,0.315788933,0.241050711,S0173ab_EH45TcoldCrust1b_75.csv,,
150,90,0,0.613919996,1.877553076,2.444268951,1.301837473,0.32697877,0.251167121,S0173ab_EH45TcoldCrust1b_75.csv,,
50,70,0,0.90632857,1.336147631,0.389231342,0.291308635,0.678314693,2.328508708,S0173ab_EH45TcoldCrust1b_75.csv,,
130,70,-90,0.481147923,0.716671997,2.916446387,4.06942981,0.671364202,0.164977462,S0173ab_EH45TcoldCrust1b_75.csv,,
130,70,90,0.481147923,0.716671997,2.916446387,4.06942981,0.671364202,0.164977462,S0173ab_EH45TcoldCrust1b_75.csv,,
140,80,45,0.931197346,1.210086177,1.149532717,0.949959382,0.769529777,0.81006598,S0173ab_EH45TcoldCrust1b_75.csv,,
150,70,-100,0.848105377,1.124665377,1.865442461,1.658664434,0.754095747,0.454640331,S0173ab_EH45TcoldCrust1b_75.csv,,
155,80,100,0.787379091,1.182139688,1.964320315,1.661665143,0.666062648,0.400840477,S0173ab_EH45TcoldCrust1b_75.csv,,
125,90,0,0.697236914,2.132361418,1.338738654,0.627819769,0.32697877,0.520816301,S0173ab_EH45TcoldCrust1b_75.csv,,
140,70,45,0.794688502,2.357682126,1.691900421,0.717611761,0.337063463,0.469701699,S0173ab_EH45TcoldCrust1b_75.csv,,
155,0,100,0.739363714,2.212736804,1.422045721,0.642663745,0.334139927,0.519929636,S0173ab_EH45TcoldCrust1b_75.csv,,
155,70,-90,0.843571299,0.77486499,1.854182676,2.392910635,1.088668749,0.454955874,S0173ab_EH45TcoldCrust1b_75.csv,,
155,70,90,0.843571299,0.77486499,1.854182676,2.392910635,1.088668749,0.454955874,S0173ab_EH45TcoldCrust1b_75.csv,,
155,90,100,0.70806379,2.682264033,1.545957227,0.576362807,0.2639799,0.458009949,S0173ab_EH45TcoldCrust1b_75.csv,,
160,90,45,0.907353856,0.825204422,1.962933693,2.378724157,1.099550405,0.462243763,S0173ab_EH45TcoldCrust1b_75.csv,,
110,0,-100,0.457374286,1.434063295,2.150465209,1.499560875,0.318935913,0.212686206,S0173ab_EH45TcoldCrust1b_85.csv,,
130,0,100,0.457374286,1.434063295,2.150465209,1.499560875,0.318935913,0.212686206,S0173ab_EH45TcoldCrust1b_85.csv,,
155,80,45,0.956269433,0.565351606,0.79122507,1.399527413,1.691459657,1.208593445,S0173ab_EH45TcoldCrust1b_85.csv,,
45,70,0,0.911105875,1.385979888,0.388688442,0.280443061,0.657373085,2.344051886,S0173ab_EH45TcoldCrust1b_85.csv,,
140,70,-100,0.723113704,1.075399808,2.542105444,2.363870092,0.67241383,0.284454646,S0173ab_EH45TcoldCrust1b_85.csv,,
155,60,-100,0.753798079,2.55291214,1.656244238,0.648766642,0.295269887,0.455124952,S0173ab_EH45TcoldCrust1b_85.csv,,
40,0,-100,0.572396837,3.24318786,4.059763975,1.251781935,0.176492039,0.140992639,S0173ab_EH45Tcold_10.csv,,
50,0,-90,0.572396837,3.24318786,4.059763975,1.251781935,0.176492039,0.140992639,S0173ab_EH45Tcold_10.csv,,
50,0,90,0.572396837,3.24318786,4.059763975,1.251781935,0.176492039,0.140992639,S0173ab_EH45Tcold_10.csv,,
50,60,-90,0.310622565,1.62159393,2.029881987,1.251781935,0.191553853,0.153024938,S0173ab_EH45Tcold_10.csv,,
50,60,90,0.310622565,1.62159393,2.029881987,1.251781935,0.191553853,0.153024938,S0173ab_EH45Tcold_10.csv,,
50,90,-90,0.572396837,3.24318786,4.059763975,1.251781935,0.176492039,0.140992639,S0173ab_EH45Tcold_10.csv,,
50,90,90,0.572396837,3.24318786,4.059763975,1.251781935,0.176492039,0.140992639,S0173ab_EH45Tcold_10.csv,,
50,90,100,0.445258592,3.193916549,3.998087038,1.251781935,0.139408336,0.111367909,S0173ab_EH45Tcold_10.csv,,
115,60,100,0.049590965,1.541016043,2.091711575,1.357358727,0.032180693,0.023708319,S0173ab_EH45Tcold_10.csv,,
125,60,-90,0.224687155,1.541016043,2.091711575,1.357358727,0.145804553,0.107417848,S0173ab_EH45Tcold_10.csv,,
125,60,90,0.224687155,1.541016043,2.091711575,1.357358727,0.145804553,0.107417848,S0173ab_EH45Tcold_10.csv,,
125,90,-100,0.651675477,3.035209094,4.119867551,1.357358727,0.214705299,0.158178745,S0173ab_EH45Tcold_10.csv,,
125,90,100,0.419705004,3.035209094,4.119867551,1.357358727,0.138278778,0.101873422,S0173ab_EH45Tcold_10.csv,,
130,80,-100,0.660584355,3.06115995,3.711670132,1.212504473,0.215795439,0.177974963,S0173ab_EH45Tcold_10.csv,,
140,0,0,0.572396837,3.24318786,4.059763975,1.251781935,0.176492039,0.140992639,S0173ab_EH45Tcold_10.csv,,
140,20,0,0.30459139,3.0475997,3.814930249,1.251781935,0.099944684,0.079841929,S0173ab_EH45Tcold_10.csv,,
140,45,-100,0.137811678,0.398223915,0.498489503,1.251781935,0.346065799,0.276458535,S0173ab_EH45Tcold_10.csv,,
140,45,45,0.144123105,1.62159393,2.029881987,1.251781935,0.088877432,0.071000731,S0173ab_EH45Tcold_10.csv,,
140,45,0,0.077558938,2.293280129,2.870686636,1.251781935,0.033820089,0.027017556,S0173ab_EH45Tcold_10.csv,,
140,45,100,0.110875741,0.398223915,0.498489503,1.251781935,0.278425622,0.222423422,S0173ab_EH45Tcold_10.csv,,
140,60,0,0.304501695,1.62159393,2.029881987,1.251781935,0.187779252,0.150009555,S0173ab_EH45Tcold_10.csv,,
140,70,0,0.445175928,1.109235577,1.388521056,1.251781935,0.401335783,0.320611579,S0173ab_EH45Tcold_10.csv,,
140,80,0,0.572323717,0.563173662,0.704970616,1.251781935,1.016247306,0.811840528,S0173ab_EH45Tcold_10.csv,,
40,45,100,0.251309199,0.42176547,0.478735793,1.135075834,0.595850577,0.524943409,S0173ab_EH45Tcold_10.csv,,
110,80,45,0.397697401,0.664552143,3.447640191,5.187915243,0.598444239,0.115353511,S0173ab_EH45Tcold_10.csv,,
130,70,45,0.625207877,0.917682019,2.942646375,3.20660786,0.681290321,0.212464495,S0173ab_EH45Tcold_10.csv,,
155,60,45,0.656999912,0.947132403,2.419282532,2.554323477,0.693672723,0.27156808,S0173ab_EH45Tcold_10.csv,,
45,45,100,0.198994279,0.461885099,0.440154776,0.952952968,0.430830697,0.452100692,S0173ab_EH45Tcold_10.csv,,
50,45,-100,0.199504862,0.498489503,0.398223915,0.798861185,0.400218782,0.500986641,S0173ab_EH45Tcold_10.csv,,
110,20,45,0.728099672,4.241123882,1.362261876,0.321203038,0.171676115,0.534478491,S0173ab_EH45Tcold_10.csv,,
150,45,-100,0.252903075,0.305612205,0.560067185,1.832607385,0.827529369,0.45155846,S0173ab_EH45Tcold_10.csv,,
150,60,-90,0.608841127,2.28063035,1.244472967,0.545670616,0.266961775,0.489236121,S0173ab_EH45Tcold_10.csv,,
150,60,90,0.608841127,2.28063035,1.244472967,0.545670616,0.266961775,0.489236121,S0173ab_EH45Tcold_10.csv,,
155,45,-100,0.300013434,0.255636187,0.584571819,2.286733443,1.173595324,0.513219119,S0173ab_EH45Tcold_10.csv,,
160,80,45,0.91530316,3.068211494,1.707023922,0.556357971,0.298318144,0.536198203,S0173ab_EH45Tcold_15.csv,,
110,60,100,0.010344999,1.422229589,1.963837944,1.380816402,0.007273789,0.005267746,S0173ab_EH45Tcold_25.csv,,
112,60,0,0.019417373,2.52026596,3.161096724,1.254271086,0.007704494,0.006142606,S0173ab_EH45Tcold_25.csv,,
140,60,100,0.406876927,1.861041829,2.638649592,1.41783465,0.218628577,0.154198924,S0173ab_EH45Tcold_25.csv,,
110,80,-100,0.294672536,0.455353803,3.458364862,7.594896184,0.647128747,0.08520574,S0173ab_EH45Tcold_25.csv,,
115,80,100,0.251988723,0.376959844,2.378685434,6.310182554,0.668476303,0.105936127,S0173ab_EH45Tcold_25.csv,,
150,70,-90,0.769338245,1.120754833,2.200849412,1.963720653,0.686446511,0.349564237,S0173ab_EH45Tcold_25.csv,,
150,70,90,0.769338245,1.120754833,2.200849412,1.963720653,0.686446511,0.349564237,S0173ab_EH45Tcold_25.csv,,
45,80,-90,0.584444314,2.658245993,1.118459455,0.420750923,0.219860884,0.522544033,S0173ab_EH45Tcold_25.csv,,
45,80,90,0.584444314,2.658245993,1.118459455,0.420750923,0.219860884,0.522544033,S0173ab_EH45Tcold_25.csv,,
125,20,100,0.365066308,2.586446057,0.682181396,0.263752416,0.14114592,0.535145505,S0173ab_EH45Tcold_25.csv,,
40,20,100,0.694850221,1.71396623,2.742754542,1.60023838,0.405404849,0.253340286,S0173ab_Gudkova_10.csv,,
110,70,45,0.153112676,2.737138362,5.070662662,1.852541593,0.055938961,0.030195792,S0173ab_Gudkova_10.csv,,
110,80,0,0.285167215,2.148953918,3.629584709,1.689000717,0.132700479,0.07856745,S0173ab_Gudkova_10.csv,,
112,70,45,0.201702498,2.822878484,4.971693894,1.761214279,0.071452774,0.040570176,S0173ab_Gudkova_10.csv,,
115,70,45,0.272583072,2.942944183,4.791989793,1.628297886,0.092622576,0.056883066,S0173ab_Gudkova_10.csv,,
150,70,100,0.668545843,1.504389475,2.73726344,1.819517808,0.444396783,0.244238765,S0173ab_Gudkova_10.csv,,
160,80,-100,0.974552139,0.519116468,0.953337384,1.836461453,1.877328497,1.022253146,S0173ab_Gudkova_10.csv,,
160,90,-100,0.955624816,1.372453101,0.429490051,0.312936049,0.696289597,2.225022008,S0173ab_Gudkova_10.csv,,
40,0,100,0.81102486,1.522526887,1.793456788,1.177947532,0.53268344,0.452213215,S0173ab_Gudkova_10.csv,,
40,60,-100,0.481859876,4.053954583,1.189182501,0.293338881,0.118861686,0.405202629,S0173ab_Gudkova_10.csv,,
115,20,-90,0.461298836,2.748563419,1.154876201,0.420174478,0.167832706,0.399435745,S0173ab_Gudkova_10.csv,,
115,20,90,0.461298836,2.748563419,1.154876201,0.420174478,0.167832706,0.399435745,S0173ab_Gudkova_10.csv,,
150,60,45,0.57075217,4.196792638,1.30184003,0.310198797,0.135997229,0.438419588,S0173ab_Gudkova_10.csv,,
110,0,-90,0.293460544,1.292582888,2.222672286,1.719558805,0.227034217,0.132030505,S0173ab_Gudkova_15.csv,,
110,0,90,0.293460544,1.292582888,2.222672286,1.719558805,0.227034217,0.132030505,S0173ab_Gudkova_15.csv,,
110,90,-90,0.293460544,1.292582888,2.222672286,1.719558805,0.227034217,0.132030505,S0173ab_Gudkova_15.csv,,
110,90,90,0.293460544,1.292582888,2.222672286,1.719558805,0.227034217,0.132030505,S0173ab_Gudkova_15.csv,,
112,0,-90,0.319428755,1.406963054,2.190934504,1.557208271,0.227034217,0.145795666,S0173ab_Gudkova_15.csv,,
112,0,90,0.319428755,1.406963054,2.190934504,1.557208271,0.227034217,0.145795666,S0173ab_Gudkova_15.csv,,
112,90,-90,0.319428755,1.406963054,2.190934504,1.557208271,0.227034217,0.145795666,S0173ab_Gudkova_15.csv,,
112,90,90,0.319428755,1.406963054,2.190934504,1.557208271,0.227034217,0.145795666,S0173ab_Gudkova_15.csv,,
115,90,0,0.634576395,1.718494919,3.053946286,1.777105217,0.369262887,0.207788984,S0173ab_Gudkova_15.csv,,
155,0,0,0.322262068,1.419442727,2.187279655,1.540942521,0.227034217,0.147334643,S0173ab_Gudkova_15.csv,,
155,60,100,0.700453261,1.425341178,2.376778809,1.667515712,0.491428489,0.294706962,S0173ab_Gudkova_15.csv,,
160,70,0,0.36512646,1.613459748,3.004298214,1.862022413,0.226300322,0.121534693,S0173ab_Gudkova_15.csv,,
155,90,45,0.93491322,1.176268145,1.748720495,1.486668242,0.794813006,0.534627016,S0173ab_Gudkova_15.csv,,
160,45,-100,0.532488248,4.333244125,1.287885947,0.297210568,0.122884433,0.413459165,S0173ab_Gudkova_15.csv,,
110,80,-90,0.243106955,0.343410063,2.719193921,7.918212707,0.707920302,0.089404052,S0173ab_Gudkova_25.csv,,
110,80,90,0.243106955,0.343410063,2.719193921,7.918212707,0.707920302,0.089404052,S0173ab_Gudkova_25.csv,,
130,80,45,0.862366906,1.069755077,2.460294854,2.299867425,0.806134904,0.350513641,S0173ab_Gudkova_25.csv,,
115,60,-90,0.129671757,1.585226103,2.868086151,1.809259982,0.081800165,0.045211946,S0173ab_Gudkova_45.csv,,
115,60,90,0.129671757,1.585226103,2.868086151,1.809259982,0.081800165,0.045211946,S0173ab_Gudkova_45.csv,,
112,80,-90,0.275461519,0.370960553,2.801951476,7.553232961,0.742562832,0.098310596,S0173ab_Gudkova_45.csv,,
112,80,90,0.275461519,0.370960553,2.801951476,7.553232961,0.742562832,0.098310596,S0173ab_Gudkova_45.csv,,
45,60,-100,0.972815319,0.553048142,0.947608532,1.71342865,1.759006576,1.026600422,S0173ab_Gudkova_5.csv,,
110,70,-100,0.347094698,3.31026591,5.977117771,1.805630706,0.104854023,0.05807058,S0173ab_Gudkova_5.csv,,
110,70,-90,0.329241668,3.390269276,5.586777669,1.647886116,0.097113722,0.058932302,S0173ab_Gudkova_5.csv,,
110,70,90,0.329241668,3.390269276,5.586777669,1.647886116,0.097113722,0.058932302,S0173ab_Gudkova_5.csv,,
112,70,-100,0.325323981,3.509757149,5.940959117,1.69269806,0.092691308,0.054759505,S0173ab_Gudkova_5.csv,,
115,80,-90,0.022287253,3.356796786,6.265210336,1.866425266,0.006639441,0.003557303,S0173ab_Gudkova_5.csv,,
115,80,90,0.022287253,3.356796786,6.265210336,1.866425266,0.006639441,0.003557303,S0173ab_Gudkova_5.csv,,
115,90,45,0.313326444,3.168225113,5.592890894,1.765307292,0.098896522,0.05602227,S0173ab_Gudkova_5.csv,,
130,90,100,0.443268568,3.189870483,5.117298445,1.604233925,0.138961306,0.086621598,S0173ab_Gudkova_5.csv,,
40,60,-90,0.928536231,1.322983339,1.155923107,0.873724614,0.701850283,0.803285465,S0173ab_Gudkova_5.csv,,
40,60,90,0.928536231,1.322983339,1.155923107,0.873724614,0.701850283,0.803285465,S0173ab_Gudkova_5.csv,,
40,45,-100,0.825452399,3.119721689,2.006388362,0.643130562,0.264591679,0.411412075,S0173ab_Gudkova_5.csv,,
40,90,0,0.152543833,2.500030447,0.339431873,0.135771095,0.06101679,0.449409279,S0173ab_Gudkova_5.csv,,
45,45,-100,0.844337062,2.858532564,1.905577305,0.666627811,0.295374302,0.443087279,S0173ab_Gudkova_5.csv,,
45,60,100,0.835915651,2.009864247,1.747342199,0.869383194,0.415906523,0.478392642,S0173ab_Gudkova_5.csv,,
50,60,100,0.820842707,2.023181949,1.862270086,0.920465946,0.405718678,0.440775327,S0173ab_Gudkova_5.csv,,
125,45,-100,0.833357827,3.100670071,1.878802522,0.605934356,0.268767011,0.443557967,S0173ab_Gudkova_5.csv,,
130,45,-100,0.814910679,3.360912656,1.929786736,0.574185328,0.24246708,0.422280174,S0173ab_Gudkova_5.csv,,
130,90,0,0.152543833,2.500030447,0.339431873,0.135771095,0.06101679,0.449409279,S0173ab_Gudkova_5.csv,,
110,20,100,0.460921365,1.807430393,2.429718684,1.344294471,0.255014725,0.189701535,S0173ab_LFAK_10.csv,,
130,45,0,0.22118305,1.71081107,2.217828184,1.29636067,0.129285492,0.09972957,S0173ab_LFAK_10.csv,,
140,80,-100,0.66951818,2.229717893,2.896797696,1.299176773,0.300270354,0.231123554,S0173ab_LFAK_10.csv,,
112,45,100,0.416603423,2.927540675,0.832093106,0.284229392,0.142304914,0.500669239,S0173ab_LFAK_10.csv,,
110,20,0,0.732605849,1.691804166,2.258923217,1.335215543,0.4330323,0.324316401,S0173ab_LFAK_15.csv,,
112,45,0,0.346945451,2.176054009,3.05048658,1.40184323,0.159437886,0.113734462,S0173ab_LFAK_15.csv,,
125,60,100,0.083521962,2.269714355,2.747594381,1.210546329,0.036798446,0.030398214,S0173ab_LFAK_15.csv,,
130,20,0,0.503132667,1.772087503,2.321004607,1.309757336,0.283920893,0.216773661,S0173ab_LFAK_15.csv,,
155,70,100,0.672864066,1.933739331,2.329727508,1.204778467,0.347960067,0.288816638,S0173ab_LFAK_15.csv,,
45,60,45,0.939477497,1.394952908,1.14855946,0.82336791,0.673483307,0.817961568,S0173ab_LFAK_15.csv,,
110,80,100,0.176819506,0.267209167,2.876227719,10.76395599,0.661726947,0.061476185,S0173ab_LFAK_15.csv,,
130,20,100,0.517808074,2.744736266,0.996901014,0.363204664,0.188654947,0.519417742,S0173ab_LFAK_15.csv,,
110,45,-90,0.57524388,3.131651555,1.219327572,0.38935608,0.183687064,0.471771404,S0173ab_MAAK_10.csv,,
110,45,90,0.57524388,3.131651555,1.219327572,0.38935608,0.183687064,0.471771404,S0173ab_MAAK_10.csv,,
45,90,100,0.59097435,0.888885723,2.65586055,2.987853762,0.664848512,0.222517086,S0173ab_MAAK_15.csv,,
140,70,100,0.431102719,2.045183773,3.047994284,1.490327825,0.210789233,0.141438165,S0173ab_MAAK_25.csv,,
125,60,0,0.084624806,1.780562739,2.213199661,1.242977634,0.047527,0.038236408,S0173ab_TAYAK_10.csv,,
50,70,-100,0.867330058,1.344855791,1.47313624,1.095386025,0.64492421,0.588764321,S0173ab_TAYAK_10.csv,,
130,20,-90,0.792084885,1.918097675,1.409150372,0.734660383,0.412953363,0.562101036,S0173ab_TAYAK_10.csv,,
130,20,90,0.792084885,1.918097675,1.409150372,0.734660383,0.412953363,0.562101036,S0173ab_TAYAK_10.csv,,
150,60,0,0.132731443,2.169847505,0.276196926,0.127288634,0.061170862,0.480568139,S0173ab_TAYAK_15.csv,,
125,0,45,0.988528951,0.468056673,0.573979456,1.226303329,2.111985598,1.722237514,S0173ab_TAYAK_45.csv,,
160,0,-100,0.988528951,0.468056673,0.573979456,1.226303329,2.111985598,1.722237514,S0173ab_TAYAK_45.csv,,
