Exit Angle,Plunge,Azimuth,Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH
0,90,0,130,85,30,0.0868240888335,3.23059068059,1.93307016145,0.59836430937,0.0268756080289,0.0449151254647
0,90,10,130,85,30,0.0868240888335,3.51367460824,1.33517609901,0.379994236197,0.0247103384672,0.065028192834
0,90,20,130,85,30,0.0868240888335,3.68665141937,0.698753074864,0.189535975979,0.0235509352409,0.124255752077
0,90,30,130,85,30,0.0868240888335,3.74515317996,0.0440946187679,0.011773782446,0.0231830541133,1.96904046932
0,90,40,130,85,30,0.0868240888335,3.68856368864,0.608313006075,0.164918666837,0.0235387256836,0.142729298842
0,90,50,130,85,30,0.0868240888335,3.51989712426,1.23848500906,0.351852615387,0.0246666552369,0.0701050785421
0,90,60,130,85,30,0.0868240888335,3.24555029737,1.82756480517,0.563098592756,0.026751731102,0.0475080766426
0,90,70,130,85,30,0.0868240888335,2.87495486895,2.35836187925,0.820312661153,0.0302001571472,0.0368154224326
0,90,80,130,85,30,0.0868240888335,2.42015860791,2.81578867046,1.16347278284,0.0358753713701,0.0308347319329
0,90,90,130,85,30,0.0868240888335,1.89536435198,3.18719350784,1.68157299387,0.045808653488,0.027241549225
0,90,100,130,85,30,0.0868240888335,1.31645213551,3.46259461699,2.63024725593,0.06595309202,0.0250748639206
0,90,110,130,85,30,0.0868240888335,0.700504591818,3.6348262293,5.18886852672,0.123945067381,0.0238867234239
0,90,120,130,85,30,0.0868240888335,0.0653490964554,3.69961131259,56.6130446059,1.32861957614,0.0234684353294
0,90,130,130,85,30,0.0868240888335,0.570876817263,3.65557620216,6.40344132328,0.15208900801,0.0237511363549
0,90,140,130,85,30,0.0868240888335,1.19013648269,3.50422059763,2.94438549577,0.0729530521045,0.0247770043051
0,90,150,130,85,30,0.0868240888335,1.77488597061,3.24985249005,1.83102043955,0.0489181222181,0.026716316848
0,90,160,130,85,30,0.0868240888335,2.30845373517,2.89949234928,1.25603225445,0.0376113618872,0.0299445828354
0,90,170,130,85,30,0.0868240888335,2.77541500421,2.46274525124,0.88734306311,0.0312832814919,0.0352550020307
0,90,180,130,85,30,0.0868240888335,3.16196547934,1.95163452489,0.617221958192,0.0274588983975,0.0444878832211
0,90,190,130,85,30,0.0868240888335,3.45629444641,1.38038683737,0.399383460747,0.0251205706515,0.0628983749216
0,90,200,130,85,30,0.0868240888335,3.64895154725,0.765157105859,0.209692317355,0.0237942564348,0.11347223749
0,90,210,130,85,30,0.0868240888335,3.73319511449,0.12368263624,0.0331305041519,0.0232573134194,0.701990929953
0,90,220,130,85,30,0.0868240888335,3.70530410494,0.525140491626,0.141726691454,0.0234323786589,0.165334972675
0,90,230,130,85,30,0.0868240888335,3.56483123702,1.16175983038,0.32589476279,0.0243557360954,0.0747349723784
0,90,240,130,85,30,0.0868240888335,3.31477274539,1.76654115114,0.532929792426,0.0261930743078,0.0491492025405
0,90,250,130,85,30,0.0868240888335,2.96163075932,2.32040010316,0.783487305382,0.0293163111438,0.037417723226
0,90,260,130,85,30,0.0868240888335,2.51534790502,2.80546752277,1.11533975764,0.0345177256237,0.0309481710726
0,90,270,130,85,30,0.0868240888335,1.98910017769,3.20575787128,1.61166235227,0.0436499326717,0.0270837949464
0,90,280,130,85,30,0.0868240888335,1.39894292181,3.50780535535,2.50746853261,0.0620640681474,0.024751683756
0,90,290,130,85,30,0.0868240888335,0.763315088388,3.7012302603,4.84888916334,0.113746066538,0.0234581700481
0,90,300,130,85,30,0.0868240888335,0.102417786381,3.77919933006,36.8998341363,0.847744243472,0.022974202007
0,90,310,130,85,30,0.0868240888335,0.562506609111,3.73874871661,6.64658629082,0.154352122139,0.0232227666031
0,90,320,130,85,30,0.0868240888335,1.209959971,3.58094577632,2.95955722681,0.0717578191961,0.024246133356
0,90,330,130,85,30,0.0868240888335,1.81899779417,3.31087614408,1.82016501323,0.0477318274447,0.0262239011836
0,90,340,130,85,30,0.0868240888335,2.37001900109,2.93745412537,1.23942218354,0.0366343429288,0.0295575982221
0,90,350,130,85,30,0.0868240888335,2.84549367686,2.47306639893,0.869116814085,0.0305128384363,0.0351078680585
0,90,360,130,85,30,0.0868240888335,3.23059068059,1.93307016145,0.59836430937,0.0268756080289,0.0449151254647
5,85,0,130,85,30,0.166156928392,3.23059068059,1.93307016145,0.59836430937,0.0514323678917,0.0859549393008
5,85,10,130,85,30,0.171948267082,3.51367460824,1.33517609901,0.379994236197,0.0489368784118,0.12878321235
5,85,20,130,85,30,0.174625874879,3.68665141937,0.698753074864,0.189535975979,0.0473670697374,0.249910706887
5,85,30,130,85,30,0.174248313995,3.74515317996,0.0440946187679,0.011773782446,0.0465263516929,3.95169113292
5,85,40,130,85,30,0.171010071663,3.68856368864,0.608313006075,0.164918666837,0.0463622390985,0.281121840163
5,85,50,130,85,30,0.1652135764,3.51989712426,1.23848500906,0.351852615387,0.0469370468987,0.133399738544
5,85,60,130,85,30,0.157235399096,3.24555029737,1.82756480517,0.563098592756,0.0484464527396,0.086035471164
5,85,70,130,85,30,0.147490634194,2.87495486895,2.35836187925,0.820312661153,0.051301895479,0.0625394412502
5,85,80,130,85,30,0.136399459312,2.42015860791,2.81578867046,1.16347278284,0.0563597190969,0.0484409432934
5,85,90,130,85,30,0.124359401529,1.89536435198,3.18719350784,1.68157299387,0.0656123986918,0.0390184660023
5,85,100,130,85,30,0.111725958234,1.31645213551,3.46259461699,2.63024725593,0.0848689862851,0.0322665430384
5,85,110,130,85,30,0.098803041915,0.700504591818,3.6348262293,5.18886852672,0.141045530706,0.0271823288603
5,85,120,130,85,30,0.0858433888725,0.0653490964554,3.69961131259,56.6130446059,1.31361248324,0.0232033534389
5,85,130,130,85,30,0.0730577563699,0.570876817263,3.65557620216,6.40344132328,0.127974642096,0.019985291601
5,85,140,130,85,30,0.0606305932194,1.19013648269,3.50422059763,2.94438549577,0.050944235473,0.0173021622156
5,85,150,130,85,30,0.04873904517,1.77488597061,3.24985249005,1.83102043955,0.0274603811045,0.0149973099761
5,85,160,130,85,30,0.0375717493285,2.30845373517,2.89949234928,1.25603225445,0.0162757211704,0.0129580439617
5,85,170,130,85,30,0.0273439304611,2.77541500421,2.46274525124,0.88734306311,0.00985219522833,0.0111030283978
5,85,180,130,85,30,0.0183058283264,3.16196547934,1.95163452489,0.617221958192,0.00578938272603,0.00937974200236
5,85,190,130,85,30,0.0107423947569,3.45629444641,1.38038683737,0.399383460747,0.00310806701324,0.00778216255482
5,85,200,130,85,30,0.00496338914931,3.64895154725,0.765157105859,0.209692317355,0.00136022336417,0.00648675822429
