Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,Plunge P,Plunge S,Ratio1,Ratio2,Ratio3,Sum
100,80,-30,-0.305311210468,0.367294796014,0.0529350227619,0.144121352484,-0.831242951931,-5.76765994494,68.6248475585,33.8027931826,0.412500994603,0.747868036756,0.0253365371906,1.18570556855
100,85,-30,-0.351881512781,0.76449222283,0.168482337282,0.220384632113,-0.460281350513,-2.08853651046,68.6248475585,33.8027931826,0.323170661801,1.2699623173,0.188397903397,1.78153088249
105,75,-30,-0.308962392519,0.133583822678,0.120495227722,0.902019610656,-2.31287281892,-2.56410480615,68.6248475585,33.8027931826,0.00264899357152,0.156492262536,0.129137042945,0.288278299053
105,80,-30,-0.357465911884,0.519737047675,0.300600671673,0.578370683824,-0.687782241967,-1.1891720331,68.6248475585,33.8027931826,0.0681389658026,0.913588052698,0.471557366809,1.45328438531
110,75,-30,-0.34095869033,0.22671904808,0.380614260257,1.67879260027,-1.50388197735,-0.895811654824,68.6248475585,33.8027931826,0.0615890329483,0.329833052103,0.685254005375,1.07667609043
110,80,-30,-0.391798411521,0.619211756763,0.576094331977,0.930367238162,-0.632737358814,-0.68009419599,68.6248475585,33.8027931826,0.00130008227959,0.988340301142,0.923628463271,1.91326884669
115,75,-30,-0.353804214712,0.262975428103,0.655278009564,2.49178417273,-1.3453888725,-0.539929937443,68.6248475585,33.8027931826,0.163018382365,0.392736297702,1.1304324319,1.68618711197
115,75,-20,-0.473968268874,0.865295060272,-0.0829328108594,-0.0958433887666,-0.547753351007,5.71508747819,68.6248475585,33.8027931826,0.776072352944,1.11763013915,0.0344923620186,1.92819485411
115,80,-20,-0.531683674404,1.20437336323,0.140434361608,0.116603676149,-0.441460838173,-3.78599417063,68.6248475585,33.8027931826,0.447987497576,1.30545905232,0.0603855018271,1.81383205172
120,70,-20,-0.42411658449,0.566022646509,-0.0221184161183,-0.0390769101814,-0.749292607117,19.1748171398,68.6248475585,33.8027931826,0.679726379398,0.837680282015,0.0041736614573,1.52158032287
120,75,-20,-0.481722472836,0.88779354243,0.257754017895,0.290331034836,-0.542606416709,-1.86892323453,68.6248475585,33.8027931826,0.252843453514,1.12603494736,0.229256239248,1.60813464012
125,65,-20,-0.355701957604,0.233839761631,-0.0442110302703,-0.189065494943,-1.52113547808,8.04554780627,68.6248475585,33.8027931826,0.945285639401,0.323832634898,0.018538868766,1.28765714306
125,70,-20,-0.410792542502,0.526590379505,0.290550161456,0.551757443289,-0.780098836763,-1.41384379359,68.6248475585,33.8027931826,0.0790771907927,0.802474188244,0.363733997444,1.24528537648
125,75,-20,-0.467414436354,0.8446798918,0.596477465015,0.706158002346,-0.553362807487,-0.783624635916,68.6248475585,33.8027931826,0.0290877312288,1.10854707866,0.798558627184,1.93619343708
125,80,-10,-0.658220257665,1.76402330977,0.265739348638,0.150643898618,-0.373135804962,-2.47693938078,68.6248475585,33.8027931826,0.404341524817,1.44278936015,0.137799305365,1.98493019033
130,65,-20,-0.324229729785,0.141310368681,0.227915351918,1.61287069057,-2.29445109239,-1.42258837352,68.6248475585,33.8027931826,0.0530811196928,0.158811785574,0.36023972886,0.572132634127
130,70,-20,-0.376632002102,0.425233918648,0.588176245877,1.38318280853,-0.885705456655,-0.640338682057,68.6248475585,33.8027931826,0.0254152794283,0.694615202464,0.977613818382,1.69764430027
130,70,-10,-0.519475981147,1.18534354667,0.034139778814,0.0288015899778,-0.438249301316,-15.2161495825,68.6248475585,33.8027931826,0.572450419963,1.31161539984,0.00282236420602,1.88688818401
130,75,-10,-0.576002780769,1.43222201567,0.368481282203,0.257279442832,-0.40217422611,-1.56318057006,68.6248475585,33.8027931826,0.28470770328,1.38278237649,0.309821531631,1.9773116114
135,65,-20,-0.274068917539,-0.00672021667215,0.474040723704,-70.539499964,40.7827501566,-0.57815479522,68.6248475585,33.8027931826,0.63931805081,0.0013700811642,1.06935250596,1.71004063793
135,65,-10,-0.423227802771,0.832999086874,-0.00262155836359,-0.00314713233772,-0.508077150912,161.441304778,68.6248475585,33.8027931826,0.62180366704,1.18419784132,0.000349445875722,1.80635095423
135,70,-10,-0.476321390434,1.05825429518,0.374704361031,0.354077807893,-0.450101069849,-1.2711925453,68.6248475585,33.8027931826,0.19810972111,1.28904007035,0.427789429262,1.91493922072
140,65,-10,-0.365787726576,0.664206133472,0.277001164317,0.417040961168,-0.550714165592,-1.32052775835,68.6248475585,33.8027931826,0.152324848297,1.11282588501,0.404038521027,1.66918925434
145,60,-10,-0.252079767896,0.274951327438,0.0750077174873,0.27280362014,-0.916815969741,-3.36071775466,68.6248475585,33.8027931826,0.269438911479,0.666294402982,0.0765702308217,1.01230354528
150,60,-10,-0.172105723549,0.0400285497663,0.242035036338,6.04656021143,-4.2995742927,-0.71107772723,68.6248475585,33.8027931826,0.386260310229,0.046664266543,0.883928888033,1.31685346481
155,10,-100,-0.393884248976,0.271175460301,-0.029668081841,-0.109405481632,-1.45250698031,13.2763638407,68.6248475585,33.8027931826,0.799898129028,0.348622792828,0.00768764515603,1.15620856701
160,5,-100,-0.541727128903,1.21307006264,0.219204146968,0.180701967445,-0.446575301449,-2.47133613298,68.6248475585,33.8027931826,0.367994340748,1.29571478013,0.138384083267,1.80209320415
160,10,-100,-0.389019688982,0.256597423506,0.26117549101,1.01784143988,-1.5160701291,-1.48949538671,68.6248475585,33.8027931826,7.81741367073e-05,0.325578703376,0.334952926874,0.660609804386
