0,6.68739,3.86097,2.78
5,6.68739,3.86097,2.78
10,6.68739,3.86097,2.78
15,6.68739,3.86097,2.78
20,6.68739,3.86097,2.78
25,6.68739,3.86097,2.78
30,6.68739,3.86097,2.78
35,6.68739,3.86097,2.78
40,6.68739,3.86097,2.78
45,6.68739,3.86097,2.78
50,6.68739,3.86097,2.78
55,6.68739,3.86097,2.78
60,6.68739,3.86097,2.78
65,6.68739,3.86097,2.78
70,6.68739,3.86097,2.78
75,6.68739,3.86097,2.78
80,6.68739,3.86097,2.78
85,6.68739,3.86097,2.78
90,6.68739,3.86097,2.78
90,7.94177,4.53739,3.49459
107.354,7.90999,4.50979,3.49056
124.708,7.88429,4.48639,3.48767
142.062,7.86014,4.46417,3.48502
159.416,7.83771,4.44318,3.48264
176.77,7.81714,4.42341,3.48059
194.124,7.7982,4.40481,3.47888
211.478,7.78187,4.38812,3.47759
228.831,7.76782,4.37179,3.47668
246.185,7.75632,4.35728,3.47616
263.539,7.74654,4.34381,3.47603
280.893,7.73895,4.33165,3.4763
298.247,7.73389,4.32096,3.47695
315.601,7.72888,4.31046,3.47805
332.955,7.7272,4.30189,3.47947
350.309,7.72682,4.29417,3.48127
367.663,7.72836,4.28764,3.48347
385.017,7.73169,4.28222,3.48605
402.371,7.73665,4.27787,3.48897
419.725,7.74312,4.2745,3.49225
437.079,7.75246,4.27296,3.49608
454.433,7.7727,4.27832,3.50224
471.787,7.79255,4.28359,3.50831
489.14,7.81205,4.28874,3.51431
506.494,7.83106,4.29371,3.52026
523.848,7.84997,4.29869,3.52616
541.202,7.86846,4.30351,3.53199
558.556,7.88678,4.30831,3.53778
575.91,7.90495,4.3131,3.54355
593.264,7.92281,4.31774,3.54925
610.618,7.94052,4.32236,3.55492
627.972,7.95811,4.32696,3.56056
645.326,7.97545,4.33144,3.56618
662.68,7.99283,4.336,3.57179
680.034,8.01023,4.34065,3.57734
697.388,8.02726,4.34507,3.5829
714.742,8.04457,4.34972,3.58852
732.096,8.06163,4.35428,3.59405
749.449,8.07819,4.35844,3.59959
766.803,8.09512,4.36272,3.60519
784.157,8.11213,4.36753,3.61072
801.511,8.12917,4.37217,3.61633
818.865,8.14625,4.37685,3.62197
836.219,8.16381,4.38183,3.62776
853.573,8.18098,4.38668,3.63338
870.927,8.19868,4.39189,3.63919
888.281,8.21631,4.39685,3.64517
905.635,8.2345,4.40231,3.65123
922.989,8.2533,4.40814,3.65749
940.343,8.27332,4.41471,3.66417
957.697,8.29303,4.42064,3.67094
975.051,8.3144,4.42801,3.67815
992.404,8.33711,4.43617,3.68584
1009.758,8.36175,4.4455,3.69421
1027.112,8.38105,4.45179,3.70097
1044.466,8.39957,4.45759,3.70759
1061.82,8.41602,4.46245,3.71347
1079.174,8.43763,4.47076,3.72078
1096.528,8.606,4.57742,3.76659
1113.882,8.80441,4.70405,3.81878
1131.236,8.94086,4.78925,3.85425
1148.59,8.95563,4.79294,3.85973
1165.944,8.97031,4.79664,3.86518
1183.298,8.98481,4.80034,3.87058
1200.652,8.99921,4.80407,3.87595
1218.006,9.01343,4.80777,3.88124
1235.36,9.0275,4.81149,3.88648
1252.713,9.04141,4.81524,3.89164
1270.067,9.05528,4.81898,3.89684
1287.421,9.06892,4.82273,3.90191
1304.775,9.0823,4.82654,3.90677
1322.129,9.09584,4.83026,3.91194
1339.483,9.109,4.83407,3.91674
1356.837,9.14304,4.85074,3.9257
1374.191,9.18667,4.87377,3.93652
1391.545,9.23084,4.8975,3.94762
1408.899,9.27542,4.92188,3.95903
1426.253,9.32116,4.94738,3.97092
1443.607,9.36748,4.97367,3.98317
1460.961,9.41543,5.00148,3.99605
1478.315,9.43959,5.01331,4.00344
1495.669,9.45137,5.01701,4.00733
1513.022,9.46379,5.02074,4.01232
1530.376,9.47579,5.02445,4.01678
1547.73,9.48769,5.02815,4.02115
1565.084,9.49949,5.03184,4.0255
1582.438,9.51633,5.03955,4.03166
1599.792,9.55249,5.06283,4.04493
1617.146,9.58129,5.0806,4.05585
1634.5,9.6036,5.09344,4.06449
1634.5,4.95423,0,6.02335
1654.219,4.96912,0,6.03817
1673.938,4.98381,0,6.05278
1693.657,4.9983,0,6.0672
1713.376,5.01259,0,6.08143
1733.096,5.02667,0,6.09546
1752.815,5.04055,0,6.10929
1772.534,5.05424,0,6.12294
1792.253,5.06773,0,6.13639
1811.972,5.08102,0,6.14965
1831.691,5.09411,0,6.16272
1851.41,5.10702,0,6.17561
1871.129,5.11973,0,6.18831
1890.848,5.13225,0,6.20082
1910.567,5.14458,0,6.21315
1930.287,5.15673,0,6.2253
1950.006,5.16868,0,6.23726
1969.725,5.18045,0,6.24904
1989.444,5.19203,0,6.26064
2009.163,5.20343,0,6.27206
2028.882,5.21465,0,6.28331
2048.601,5.22568,0,6.29437
2068.32,5.23653,0,6.30526
2088.039,5.2472,0,6.31597
2107.758,5.25769,0,6.3265
2127.478,5.26801,0,6.33686
2147.197,5.27815,0,6.34705
2166.916,5.2881,0,6.35706
2186.635,5.29789,0,6.3669
2206.354,5.3075,0,6.37657
2226.073,5.31694,0,6.38607
2245.792,5.3262,0,6.3954
2265.511,5.33529,0,6.40455
2285.23,5.34421,0,6.41354
2304.949,5.35295,0,6.42236
2324.669,5.36153,0,6.43101
2344.388,5.36994,0,6.43949
2364.107,5.37818,0,6.44781
2383.826,5.38625,0,6.45596
2403.545,5.39416,0,6.46394
2423.264,5.4019,0,6.47176
2442.983,5.40947,0,6.47941
2462.702,5.41688,0,6.4869
2482.421,5.42412,0,6.49422
2502.14,5.4312,0,6.50138
2521.86,5.43811,0,6.50838
2541.579,5.44487,0,6.51521
2561.298,5.45145,0,6.52188
2581.017,5.45788,0,6.52839
2600.736,5.46415,0,6.53474
2620.455,5.47026,0,6.54092
2640.174,5.4762,0,6.54695
2659.893,5.48198,0,6.55281
2679.612,5.48761,0,6.55852
2699.331,5.49308,0,6.56406
2719.051,5.49839,0,6.56945
2738.77,5.50353,0,6.57467
2758.489,5.50853,0,6.57974
2778.208,5.51336,0,6.58465
2797.927,5.51804,0,6.5894
2817.646,5.52256,0,6.59399
2837.365,5.52692,0,6.59842
2857.084,5.53113,0,6.6027
2876.803,5.53518,0,6.60681
2896.522,5.53908,0,6.61077
2916.242,5.54282,0,6.61458
2935.961,5.54641,0,6.61823
2955.68,5.54984,0,6.62172
2975.399,5.55312,0,6.62505
2995.118,5.55624,0,6.62823
3014.837,5.55922,0,6.63125
3034.556,5.56203,0,6.63412
3054.275,5.5647,0,6.63683
3073.994,5.56721,0,6.63938
3093.713,5.56956,0,6.64178
3113.433,5.57177,0,6.64402
3133.152,5.57382,0,6.64611
3152.871,5.57572,0,6.64805
3172.59,5.57746,0,6.64982
3192.309,5.57906,0,6.65145
3212.028,5.5805,0,6.65292
3231.747,5.58179,0,6.65423
3251.466,5.58293,0,6.65539
3271.185,5.58391,0,6.65639
3290.904,5.58475,0,6.65724
3310.624,5.58543,0,6.65794
3330.343,5.58596,0,6.65848
3350.062,5.58634,0,6.65886
3369.781,5.58657,0,6.6591
3389.5,5.58664,0,6.65917
3389.5,5.58664,5.58664,6.65917
