Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH
10,20,100,0.393279961826,4.14690573013,2.19809187644,0.530055906617,0.0948369669867,0.178918800456
10,45,-100,0.55506788559,4.08550993667,2.15963008076,0.528607227551,0.135862571428,0.257019889904
10,70,-90,0.889469574067,1.95530784159,0.910101608132,0.46545182747,0.454900018887,0.977329966368
10,70,90,0.889469574067,1.95530784159,0.910101608132,0.46545182747,0.454900018887,0.977329966368
10,90,0,0.294897668532,2.50422116723,1.28030797036,0.511259942657,0.117760233158,0.230333384904
50,45,0,0.753051462398,2.06730948052,1.14703678784,0.554845222084,0.364266438815,0.656519015242
100,45,-100,0.632316349199,3.64247854599,2.00952263977,0.551691002265,0.17359507852,0.314659977791
100,90,0,0.294897668532,2.50422116723,1.28030797036,0.511259942657,0.117760233158,0.230333384904
150,80,45,0.561696258991,2.69811224791,1.35450240595,0.502018552786,0.208181204998,0.414688269672
150,80,45,0.561696258991,2.69811224791,1.35450240595,0.502018552786,0.208181204998,0.414688269672
200,45,100,0.548536876857,4.24707193788,2.04855883745,0.482346159287,0.129156483544,0.267767206305
230,45,100,0.736101364331,2.86343099475,1.39406715746,0.486852017742,0.257069706126,0.528024321062
250,20,0,0.888358322269,1.57199131978,0.861232629037,0.547860931672,0.565116556999,1.03149636035
255,0,0,0.920576830194,1.52427140056,0.69465820952,0.45573131482,0.603945484942,1.32522270316
255,45,45,0.0324751446968,3.13384899684,1.63203532431,0.520776631534,0.0103627024562,0.0198985550209
255,45,45,0.0324751446968,3.13384899684,1.63203532431,0.520776631534,0.0103627024562,0.0198985550209
255,60,-100,0.55113431775,2.50113397759,1.31771507553,0.526847057108,0.220353776602,0.418249990447
255,80,45,0.0779212037706,1.27410549395,0.660929602162,0.518740092794,0.0611575761508,0.117896374312
255,80,45,0.0779212037706,1.27410549395,0.660929602162,0.518740092794,0.0611575761508,0.117896374312
260,80,45,0.0945991818384,1.50791902381,0.750178656328,0.497492666705,0.0627349216668,0.126102203842
260,80,45,0.0945991818384,1.50791902381,0.750178656328,0.497492666705,0.0627349216668,0.126102203842
270,20,0,0.881222773289,2.01078287328,0.930925226367,0.462966558319,0.438248597101,0.946609618398
270,80,45,0.134100827695,1.91463553816,1.06247347316,0.554922047554,0.0700398718303,0.126215694869
270,80,45,0.134100827695,1.91463553816,1.06247347316,0.554922047554,0.0700398718303,0.126215694869
100,20,45,0.988805284432,0.900386435599,0.667920706018,0.741815602291,1.09820100052,1.48042316329
100,20,45,0.988805284432,0.900386435599,0.667920706018,0.741815602291,1.09820100052,1.48042316329
100,90,100,0.460600614441,0.412589033923,3.44785953497,8.3566436611,1.1163665938,0.133590307195
270,80,-90,0.569945664868,0.489534189579,3.42821564346,7.0030157575,1.16426120381,0.166251404271
270,80,90,0.569945664868,0.489534189579,3.42821564346,7.0030157575,1.16426120381,0.166251404271
270,90,-100,0.330801271507,0.267641899095,3.647442698,13.628070606,1.23598462208,0.0906940283635
150,20,-100,0.943185204993,2.25481269984,0.398512571094,0.176738658215,0.418298692863,2.36676399543
200,90,0,0.318273751358,2.70272691233,0.13007652867,0.0481278844994,0.117760233158,2.44681922721
270,45,0,0.769226499914,2.41422081022,0.323152886859,0.133853906607,0.318623092245,2.38037947732
