Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit
535,293.011438699,16.3729711923,198.080021787,16.3088182368,65.6547282143,66.5535338589,46,32,-58,0.102569964194
665,287.134009197,17.5370380679,186.675923209,29.8730943135,43.3263267357,54.3992598635,54,38,-36,0.102593666833
554,286.259387134,20.9803291331,188.093889337,20.3240428984,58.0383545491,60.0771019725,48,30,-46,0.102597605352
2159,289.008835118,20.1361334416,194.941194038,10.9490948191,78.0423643848,66.8478974008,190,66,-102,0.102642078286
2605,281.48922855,7.58559613659,17.0855343343,36.2143146386,181.405110754,52.744155115,220,62,-48,0.102666724031
1620,297.846943813,5.13738050148,195.736419418,66.803308043,29.9869667804,22.5553427285,166,78,-160,0.102673709134
1162,292.453261768,9.88107550704,120.939711466,80.0117279461,22.7050114298,1.44496779746,68,82,6,0.102711141295
1807,288.312641406,16.1793558029,188.180421168,31.2299883186,41.7961654761,53.9417313352,174,68,-124,0.102794640194
3278,280.668251398,2.22693030725,13.4428166441,51.2236417404,188.883739344,38.6877343293,332,62,-152,0.1027970012
2664,278.740202481,9.00590510215,17.9421641087,45.2564023725,180.139014743,43.3387172307,222,68,-40,0.102816630165
3307,287.086207344,8.59038316365,39.6615575235,68.5203367955,194.014415465,19.5312014554,332,70,-172,0.102900094187
2753,281.584842644,9.06462415814,23.3857541707,52.0419758133,184.809612333,36.4815859396,228,72,-34,0.102942242949
2161,286.035381667,20.6146741495,193.271644395,7.30441004852,84.7581453459,68.0168298478,190,66,-98,0.102957858304
1700,296.942961942,13.0260664492,184.739577527,58.5250511108,34.0379046131,28.0972748436,168,80,-150,0.102983511009
2235,279.522172818,18.7891595164,11.3619818737,5.39086365194,116.726680929,70.3965073583,194,64,-84,0.102997076634
2046,293.128902858,18.9279370317,194.354181428,23.9820643003,57.4103320482,58.6662224021,184,68,-116,0.10300792583
2453,282.90827819,11.8808230749,17.449784487,20.6246460062,164.823334021,65.9209537644,210,60,-66,0.103026842396
3912,275.981070865,13.7150054688,9.78822561171,15.2199494884,145.792269216,69.2837265302,346,34,-118,0.103044908654
2430,275.668397496,9.54184551768,10.6493852306,27.3176676038,168.168789029,60.7944326863,208,60,-58,0.103051694623
2825,285.253341679,4.01983037647,21.2489981103,56.0678650795,192.574419512,33.6274998719,234,70,-28,0.10306525688
1985,296.088831651,14.3550915044,197.34147939,30.720340243,47.865401434,55.4006803496,182,66,-124,0.103090601485
2389,279.37539947,16.6928027323,14.9346381404,17.9029533838,149.088124195,65.1199581401,204,64,-70,0.103091034021
3108,276.37549436,8.72073488791,13.6205661025,39.4258903985,176.125680227,49.2373122668,330,50,-146,0.103092919986
408,291.250949003,18.2034268659,198.184327159,9.23990894423,82.4852116155,69.436702273,36,28,-70,0.103147086387
1268,293.597652653,12.6300667741,165.829783069,69.9043241147,27.128777734,15.3689842503,70,70,-2,0.103173945168
2979,289.515721558,5.30172586007,33.8784314464,69.4894732039,197.606023144,19.7536204145,242,80,-18,0.103194590978
3588,276.900822834,7.92401106857,11.7289672746,31.1613406031,174.220315053,57.6222197463,336,46,-136,0.103199504924
1802,294.13520585,11.9305123491,193.887761991,40.0964343394,37.4351903577,47.434029936,174,68,-134,0.103200111868
118,280.927799616,15.0510921442,11.465508239,1.99878115941,108.851007244,74.8105133513,8,30,-94,0.103211382782
3185,284.426665182,5.83879286689,30.2906558218,69.4894732039,192.341036062,19.5899397138,330,72,-170,0.103217821707
512,292.423186074,15.9711088666,197.912668779,15.3645541461,66.2457327626,67.5433055569,44,32,-60,0.103224014817
3356,105.774522134,1.26029150941,11.247119716,74.4266063452,196.124557774,15.5197229172,332,80,-168,0.103254255721
1499,291.625579912,11.7788911213,180.086246963,60.4044900257,27.6523170523,26.7251443022,162,80,-152,0.103261405391
603,286.648649622,17.0947471847,188.060166177,25.900495558,46.4236142695,58.2301760554,50,36,-42,0.103275587613
