,Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod,Normalized
2302,2655,41,15,139,28,286,56,334,66,-58,0.049227881,35,NewGudkova,0.096753934
2303,672,209,1,118,31,301,58,92,54,-130,0.049231143,35,NewGudkova,0.096693089
2304,2363,189,20,89,26,312,56,316,34,-38,0.049250695,35,NewGudkova,0.096328383
12810,1100,110,44,205,5,302,45,122,6,-174,0.04927399,35,NewGudkova,0.095893843
12811,1047,88,38,191,15,298,47,120,16,-162,0.049275683,35,NewGudkova,0.095862257
12812,136,90,36,194,17,305,47,16,84,-72,0.049290062,35,NewGudkova,0.095594042
12813,2148,171,39,66,17,317,45,326,18,-10,0.049319693,35,NewGudkova,0.095041319
2305,2418,198,10,102,27,307,59,318,42,-46,0.049334771,35,NewGudkova,0.09476005
12814,2096,188,29,84,22,322,51,324,26,-28,0.049345625,35,NewGudkova,0.094557593
2306,2022,131,44,37,3,304,44,308,4,0,0.049350363,35,NewGudkova,0.094469214
12815,395,170,40,66,15,320,44,66,88,-106,0.049365673,35,NewGudkova,0.094183621
2307,2300,178,29,74,22,312,51,314,26,-28,0.049375543,35,NewGudkova,0.093999512
2308,25,77,37,180,15,289,48,2,84,-74,0.049380256,35,NewGudkova,0.093911597
2309,1591,119,47,210,0,299,43,210,88,90,0.049385704,35,NewGudkova,0.093809975
2310,174,119,47,29,0,299,43,30,2,90,0.049385704,35,NewGudkova,0.093809975
2311,1333,114,44,205,1,297,45,122,2,-174,0.049403759,35,NewGudkova,0.093473183
2312,2209,164,37,60,17,311,47,312,18,-18,0.049431514,35,NewGudkova,0.092955443
12816,2233,189,31,86,21,327,50,328,24,-26,0.049435349,35,NewGudkova,0.092883922
12817,734,44,2,136,30,309,58,106,50,-132,0.049444268,35,NewGudkova,0.092717544
2313,1044,106,44,198,1,289,44,108,2,-180,0.049495793,35,NewGudkova,0.091756411
2314,1280,96,43,191,5,288,46,116,6,-166,0.049496285,35,NewGudkova,0.09174723
2315,239,141,42,42,9,301,46,42,88,-100,0.049499063,35,NewGudkova,0.091695415
12818,392,172,38,67,17,317,46,66,86,-108,0.049500975,35,NewGudkova,0.091659757
12819,1849,153,42,56,7,317,46,314,8,-12,0.049510277,35,NewGudkova,0.091486244
12820,2018,181,33,79,17,326,50,322,20,-26,0.049512863,35,NewGudkova,0.091437993
12821,1912,158,41,58,11,315,45,318,12,-10,0.049530814,35,NewGudkova,0.091103146
2316,2352,140,45,39,9,300,43,316,10,6,0.049568405,35,NewGudkova,0.090401943
12822,742,220,2,129,28,315,61,106,54,-126,0.049569751,35,NewGudkova,0.090376826
12823,1360,112,42,209,7,308,46,132,8,-168,0.049598508,35,NewGudkova,0.089840413
12824,1134,88,36,192,18,305,47,122,20,-162,0.049605321,35,NewGudkova,0.089713323
12825,1246,105,41,205,11,308,45,126,12,-170,0.049606109,35,NewGudkova,0.089698626
2317,2193,138,44,37,9,298,43,312,10,4,0.049624997,35,NewGudkova,0.089346304
2318,1837,117,44,26,1,294,44,296,2,0,0.049625041,35,NewGudkova,0.089345468
2319,1912,139,42,40,9,299,45,302,10,-8,0.049635218,35,NewGudkova,0.089155646
2320,2398,140,45,41,7,304,43,318,8,6,0.049639595,35,NewGudkova,0.089073989
12826,2001,157,42,56,11,314,44,322,12,-4,0.049657459,35,NewGudkova,0.088740773
2321,2749,55,27,157,23,282,52,344,76,-66,0.049709839,35,NewGudkova,0.087763688
12827,709,219,2,128,29,313,60,104,54,-128,0.0497133,35,NewGudkova,0.087699137
12828,909,72,28,177,24,301,50,116,28,-154,0.04971523,35,NewGudkova,0.087663123
2322,518,108,47,202,3,295,42,80,4,148,0.049729805,35,NewGudkova,0.087391251
2323,2712,50,20,150,24,284,57,340,70,-64,0.049732694,35,NewGudkova,0.087337352
12829,570,203,20,100,30,322,52,90,72,-122,0.049766232,35,NewGudkova,0.086711764
2324,1921,125,44,34,1,302,44,304,2,0,0.049773645,35,NewGudkova,0.086573473
12830,1830,145,43,50,5,313,45,312,6,-8,0.04978691,35,NewGudkova,0.086326032
2325,2472,115,45,23,1,292,44,322,2,28,0.049797231,35,NewGudkova,0.086133514
2326,1067,90,43,187,7,286,45,108,8,-170,0.049808825,35,NewGudkova,0.085917243
2327,2517,201,8,106,32,305,56,324,46,-42,0.049809624,35,NewGudkova,0.085902342
12831,1351,124,44,217,3,312,45,132,4,-176,0.049817583,35,NewGudkova,0.085753868
12832,1820,139,44,48,1,316,45,312,2,-6,0.049824394,35,NewGudkova,0.085626827
12833,1002,61,17,159,25,301,58,118,36,-138,0.049841859,35,NewGudkova,0.085301033
2328,1562,107,46,202,3,295,42,202,88,86,0.049845728,35,NewGudkova,0.085228863
2329,2556,31,4,123,29,293,60,326,56,-54,0.049879851,35,NewGudkova,0.084592359
12834,1365,105,41,203,9,304,47,132,10,-162,0.049887185,35,NewGudkova,0.084455554
12835,2220,168,41,64,15,318,44,328,16,-6,0.049894177,35,NewGudkova,0.084325127
12836,490,190,28,85,25,321,50,80,78,-116,0.049914368,35,NewGudkova,0.083948483
12837,1070,74,27,178,24,303,51,120,28,-152,0.049915655,35,NewGudkova,0.083924481
2330,2148,174,30,72,20,313,52,310,24,-30,0.049932494,35,NewGudkova,0.083610379
12838,1275,129,45,222,1,313,44,128,2,176,0.049932606,35,NewGudkova,0.083608284
2331,1990,137,43,38,9,298,44,306,10,-2,0.049939351,35,NewGudkova,0.083482465
12839,1844,137,44,44,4,310,44,314,4,0,0.049947331,35,NewGudkova,0.083333612
2332,1104,66,31,169,21,288,50,108,24,-154,0.049954821,35,NewGudkova,0.083193887
2333,1285,92,41,191,9,292,46,116,10,-166,0.04998854,35,NewGudkova,0.082564917
2334,2446,193,17,92,29,309,54,320,38,-36,0.049990149,35,NewGudkova,0.082534899
2335,2605,37,9,132,27,290,60,330,60,-58,0.05000432,35,NewGudkova,0.082270566
2336,2447,191,18,90,30,308,53,320,38,-34,0.05003454,35,NewGudkova,0.081706856
12840,2389,150,46,51,7,314,42,334,8,12,0.050042104,35,NewGudkova,0.081565757
12841,758,118,46,214,5,309,43,108,6,164,0.050044401,35,NewGudkova,0.081522913
2337,2573,121,46,27,3,294,42,328,4,30,0.050056889,35,NewGudkova,0.081289956
2338,2223,175,30,72,21,313,51,312,24,-28,0.050064216,35,NewGudkova,0.081153285
2339,2497,204,2,113,29,298,60,322,50,-50,0.050074512,35,NewGudkova,0.080961223
12842,706,43,0,133,34,313,55,104,54,-134,0.050093176,35,NewGudkova,0.080613076
12843,1230,120,44,215,5,311,44,126,6,-180,0.050096163,35,NewGudkova,0.080557361
12844,865,108,44,206,7,303,44,114,8,178,0.050097493,35,NewGudkova,0.080532548
12845,2338,141,46,45,5,310,43,332,6,16,0.05011058,35,NewGudkova,0.080288434
12846,839,50,8,144,27,305,60,112,44,-132,0.050137792,35,NewGudkova,0.079780823
2340,184,119,46,210,0,300,43,32,2,92,0.050138587,35,NewGudkova,0.079766002
2341,922,79,40,183,15,290,45,104,16,-170,0.05014063,35,NewGudkova,0.079727892
12847,440,132,46,224,0,314,43,74,2,120,0.050142344,35,NewGudkova,0.079695917
12848,792,53,12,151,30,304,56,110,42,-140,0.050184788,35,NewGudkova,0.078904174
12849,763,49,6,144,33,309,55,108,48,-138,0.050190001,35,NewGudkova,0.078806941
2342,2058,160,37,58,15,311,48,308,16,-20,0.050221695,35,NewGudkova,0.078215739
2343,376,172,32,65,23,306,47,62,82,-114,0.050249758,35,NewGudkova,0.077692267
2344,1117,106,44,197,1,290,45,110,2,-178,0.050256729,35,NewGudkova,0.077562228
12850,1947,166,40,66,11,323,47,320,12,-16,0.05026059,35,NewGudkova,0.077490202
12851,828,58,15,158,31,305,53,112,40,-144,0.050264475,35,NewGudkova,0.077417738
12852,461,186,32,79,23,320,47,76,82,-114,0.050275395,35,NewGudkova,0.077214029
2345,1345,111,45,21,0,292,45,124,0,-168,0.050288259,35,NewGudkova,0.076974082
2346,223,111,45,22,0,292,45,40,0,108,0.050288259,35,NewGudkova,0.076974082
2347,1768,112,45,22,0,292,45,278,0,-14,0.050288259,35,NewGudkova,0.076974082
2348,1316,111,44,21,0,291,44,120,0,-172,0.050288259,35,NewGudkova,0.076974082
2349,1643,111,45,21,0,291,45,228,0,-64,0.050288259,35,NewGudkova,0.076974082
12853,762,48,7,143,31,306,57,108,46,-136,0.050294231,35,NewGudkova,0.07686267
2350,1327,98,43,193,5,289,46,120,6,-164,0.050300569,35,NewGudkova,0.076744445
12854,111,84,35,189,19,302,47,12,84,-70,0.050311835,35,NewGudkova,0.076534293
2351,2696,43,16,143,31,290,53,338,68,-56,0.050316316,35,NewGudkova,0.076450709
2352,2322,189,17,90,26,308,57,314,36,-40,0.050329951,35,NewGudkova,0.076196362
12855,1848,143,44,48,5,311,45,314,6,-4,0.050330486,35,NewGudkova,0.076186395
2353,1231,110,44,204,4,297,44,114,4,-180,0.050355095,35,NewGudkova,0.075727349
12856,2286,154,45,53,9,314,43,330,10,6,0.050363946,35,NewGudkova,0.075562234
12857,456,132,46,224,1,315,43,76,2,122,0.050370862,35,NewGudkova,0.075433227
2354,1290,86,39,185,11,288,47,116,12,-160,0.050379825,35,NewGudkova,0.075266035
12858,2291,187,33,81,22,324,48,330,24,-20,0.050432906,35,NewGudkova,0.074275885
2355,2855,72,34,175,17,287,49,358,82,-72,0.050484601,35,NewGudkova,0.073311591
12859,2251,201,21,100,24,327,56,328,32,-38,0.050516906,35,NewGudkova,0.072708989
2356,1324,102,43,195,3,289,45,120,4,-166,0.050543468,35,NewGudkova,0.072213507
2357,519,106,46,200,3,293,42,80,4,150,0.050544012,35,NewGudkova,0.07220337
12860,1001,62,17,161,26,303,57,118,36,-140,0.050544364,35,NewGudkova,0.072196797
12861,851,126,45,220,3,313,43,114,4,164,0.050580735,35,NewGudkova,0.071518345
12862,2133,157,43,55,12,314,43,326,12,0,0.050620385,35,NewGudkova,0.07077873
2358,595,198,11,102,27,308,59,86,62,-122,0.050622883,35,NewGudkova,0.07073214
12863,601,122,47,216,3,309,42,94,4,148,0.050646552,35,NewGudkova,0.070290629
12864,2094,191,28,88,21,326,53,324,26,-32,0.050646846,35,NewGudkova,0.070285137
2359,1903,127,44,31,6,296,44,302,6,0,0.050655735,35,NewGudkova,0.070119326
2360,2304,172,31,66,24,306,47,314,26,-20,0.050662876,35,NewGudkova,0.069986121
12865,1903,147,44,50,7,312,44,318,8,-2,0.050666094,35,NewGudkova,0.06992609
12866,813,126,46,220,3,313,43,112,4,162,0.050703811,35,NewGudkova,0.069222535
12867,1624,144,46,47,5,312,42,228,88,96,0.050707295,35,NewGudkova,0.069157549
2361,1969,131,44,38,3,303,44,306,4,-2,0.050720619,35,NewGudkova,0.068909003
12868,2366,210,11,114,28,320,58,332,42,-44,0.050729937,35,NewGudkova,0.068735197
2362,471,183,22,82,24,310,55,74,72,-116,0.050732665,35,NewGudkova,0.068684307
12869,1383,112,43,207,5,303,46,134,6,-164,0.050747535,35,NewGudkova,0.068406935
12870,1355,116,44,209,3,303,45,132,4,-168,0.050769617,35,NewGudkova,0.067995023
2363,2576,208,0,118,34,298,55,328,54,-46,0.050780158,35,NewGudkova,0.067798396
12871,2228,176,37,70,19,319,45,328,20,-12,0.050789371,35,NewGudkova,0.067626537
2364,881,43,14,141,26,287,59,102,38,-136,0.050805033,35,NewGudkova,0.067334389
2365,876,49,19,150,28,289,54,102,36,-144,0.05080968,35,NewGudkova,0.067247707
12872,215,108,42,207,9,308,46,28,88,-80,0.050812932,35,NewGudkova,0.067187042
12873,972,85,36,191,19,302,46,118,20,-164,0.05086341,35,NewGudkova,0.066245444
2366,1556,105,46,200,3,293,42,200,88,86,0.050939737,35,NewGudkova,0.06482167
2367,2405,192,18,92,27,311,55,318,36,-38,0.050967651,35,NewGudkova,0.064300976
2368,2667,127,47,33,3,300,42,336,4,32,0.050967722,35,NewGudkova,0.064299647
2369,1613,132,46,35,5,300,42,216,88,96,0.050978493,35,NewGudkova,0.064098726
2370,2518,205,4,112,29,303,59,324,48,-48,0.050995644,35,NewGudkova,0.063778805
2371,560,110,46,204,3,297,42,84,4,150,0.050999187,35,NewGudkova,0.063712714
2372,2401,134,46,35,7,298,42,318,8,12,0.051035204,35,NewGudkova,0.063040871
12874,2344,158,44,57,9,318,43,332,10,4,0.05104219,35,NewGudkova,0.062910557
2373,661,102,46,198,5,293,43,92,6,164,0.051051663,35,NewGudkova,0.062733856
2374,2005,163,35,61,16,310,49,306,18,-24,0.051059973,35,NewGudkova,0.062578833
12875,619,124,47,218,3,311,42,96,4,148,0.051066267,35,NewGudkova,0.062461437
12876,2074,179,36,77,16,326,48,324,18,-22,0.051071471,35,NewGudkova,0.062364356
2375,2697,48,20,148,24,282,57,338,70,-64,0.051072685,35,NewGudkova,0.062341706
12877,685,217,3,125,30,314,59,102,56,-128,0.051083811,35,NewGudkova,0.062134178
2376,2649,37,9,133,32,294,55,334,62,-52,0.05108702,35,NewGudkova,0.062074311
2377,958,49,21,149,23,282,57,104,32,-140,0.051088632,35,NewGudkova,0.062044237
12878,2652,62,18,163,29,305,53,356,70,-58,0.051099848,35,NewGudkova,0.061835026
2378,1889,125,44,34,1,301,45,302,2,-2,0.051112113,35,NewGudkova,0.061606235
2379,1350,106,43,199,3,293,45,124,4,-166,0.051115532,35,NewGudkova,0.061542462
2380,314,159,36,55,17,304,47,54,84,-108,0.051117963,35,NewGudkova,0.06149712
2381,569,196,11,100,27,306,59,84,62,-122,0.05112557,35,NewGudkova,0.061355223
2382,932,67,35,170,18,283,49,104,20,-158,0.051153798,35,NewGudkova,0.060828653
12879,2203,161,43,62,9,321,44,328,10,-4,0.051213543,35,NewGudkova,0.059714204
2383,761,46,19,148,29,287,53,98,36,-146,0.051275402,35,NewGudkova,0.058560309
2384,2842,67,33,172,21,289,48,356,82,-68,0.05128304,35,NewGudkova,0.058417829
2385,2762,54,23,157,26,289,52,346,74,-62,0.051283435,35,NewGudkova,0.058410474
2386,856,84,42,185,11,288,44,102,12,-174,0.051285728,35,NewGudkova,0.058367702
12880,1629,144,46,49,3,316,42,230,88,94,0.051288342,35,NewGudkova,0.05831893
12881,2617,60,15,158,27,303,57,352,66,-60,0.051295424,35,NewGudkova,0.058186829
2387,2233,181,26,79,22,313,54,312,28,-34,0.051297177,35,NewGudkova,0.058154126
2388,691,104,46,200,5,295,43,94,6,164,0.051305434,35,NewGudkova,0.058000098
2389,2286,154,41,50,15,304,44,314,16,-6,0.051313488,35,NewGudkova,0.057849874
12882,2272,152,45,55,5,320,44,330,6,4,0.051315324,35,NewGudkova,0.057815615
12883,2516,222,0,132,34,312,55,342,54,-46,0.051320628,35,NewGudkova,0.057716687
12884,2333,135,46,41,3,308,43,332,4,20,0.051338393,35,NewGudkova,0.05738531
2390,1826,117,44,26,1,293,45,294,2,-2,0.05134699,35,NewGudkova,0.057224943
2391,2445,136,46,37,7,300,42,320,8,12,0.051354541,35,NewGudkova,0.057084082
12885,524,191,29,88,21,328,52,84,78,-112,0.051375043,35,NewGudkova,0.056701653
12886,2349,204,20,103,26,326,54,332,34,-36,0.05137691,35,NewGudkova,0.056666828
12887,2428,216,8,121,28,321,59,336,44,-46,0.051380242,35,NewGudkova,0.056604672
12888,940,126,45,220,3,313,44,118,4,168,0.051382602,35,NewGudkova,0.056560637
12889,2174,197,23,95,23,326,55,326,30,-36,0.051407222,35,NewGudkova,0.056101398
12890,163,95,38,198,15,306,46,20,86,-74,0.05140958,35,NewGudkova,0.056057414
2392,2069,167,33,65,17,312,50,308,20,-26,0.051440489,35,NewGudkova,0.055480847
12891,832,56,13,155,31,307,54,112,42,-142,0.051477534,35,NewGudkova,0.054789824
2393,1904,141,42,44,7,305,46,302,8,-12,0.051486861,35,NewGudkova,0.054615844
2394,2487,197,11,99,33,304,54,322,44,-38,0.051518052,35,NewGudkova,0.054034025
2395,2483,197,13,98,31,306,54,322,42,-38,0.051522199,35,NewGudkova,0.053956666
12892,1052,87,36,193,19,304,46,120,20,-164,0.051557173,35,NewGudkova,0.053304259
2396,2461,199,7,104,31,301,57,320,46,-44,0.05156267,35,NewGudkova,0.053201734
2397,2514,133,46,37,5,302,43,324,6,16,0.051566998,35,NewGudkova,0.05312099
12893,2391,204,20,101,29,323,52,334,36,-32,0.051594852,35,NewGudkova,0.052601423
12894,2479,145,46,51,3,318,43,340,4,18,0.051607584,35,NewGudkova,0.05236392
2398,411,172,32,69,19,313,51,66,80,-110,0.051611175,35,NewGudkova,0.052296937
12895,2390,205,19,103,29,324,53,334,36,-34,0.051620693,35,NewGudkova,0.052119389
12896,2154,186,32,83,19,328,50,326,22,-26,0.0516213,35,NewGudkova,0.052108075
12897,608,204,18,105,25,325,57,94,68,-118,0.051663558,35,NewGudkova,0.051319814
12898,1108,110,43,209,9,309,44,122,10,-178,0.051665612,35,NewGudkova,0.05128149
12899,908,108,44,208,9,307,43,116,10,178,0.051682532,35,NewGudkova,0.050965869
2399,422,179,25,75,27,306,50,68,76,-118,0.051708149,35,NewGudkova,0.050488015
12900,2345,156,45,55,9,316,43,332,10,6,0.051716357,35,NewGudkova,0.050334912
2400,2825,70,35,171,15,281,50,354,82,-74,0.051755014,35,NewGudkova,0.049613817
2401,527,190,18,91,25,311,57,80,68,-118,0.05177421,35,NewGudkova,0.049255745
2402,1841,123,44,30,3,295,45,296,4,-4,0.051779121,35,NewGudkova,0.049164133
12901,2191,135,45,41,3,308,43,328,4,16,0.051800275,35,NewGudkova,0.048769548
12902,1893,151,43,56,5,319,45,318,6,-8,0.051801409,35,NewGudkova,0.048748398
2403,374,171,30,66,23,305,49,62,80,-114,0.051823583,35,NewGudkova,0.048334756
12903,2295,188,31,82,24,322,47,330,26,-20,0.051833074,35,NewGudkova,0.048157722
12904,974,82,35,186,18,299,48,118,20,-160,0.051857099,35,NewGudkova,0.047709577
12905,1839,132,45,39,1,308,44,314,2,4,0.051868039,35,NewGudkova,0.047505494
2404,2671,40,11,138,31,293,55,336,64,-54,0.05188682,35,NewGudkova,0.047155173
2405,345,166,35,60,21,305,46,58,84,-112,0.051903144,35,NewGudkova,0.046850672
12906,2165,193,28,90,21,328,53,326,26,-32,0.051915662,35,NewGudkova,0.046617152
12907,967,93,40,197,15,304,45,118,16,-170,0.051920186,35,NewGudkova,0.046532772
2406,1073,90,42,191,11,294,44,108,12,-174,0.051921093,35,NewGudkova,0.046515846
12908,423,172,39,70,13,325,47,70,86,-104,0.051922954,35,NewGudkova,0.046481141
12909,176,100,39,201,11,304,47,22,86,-78,0.051966817,35,NewGudkova,0.045662943
2407,1193,100,43,197,7,296,44,112,8,-176,0.051979557,35,NewGudkova,0.045425292
2408,1259,79,38,179,12,284,49,114,14,-156,0.051981161,35,NewGudkova,0.045395363
2409,848,99,45,198,7,295,43,102,8,174,0.052002881,35,NewGudkova,0.044990209
2410,1220,71,34,172,15,283,50,112,18,-152,0.052008692,35,NewGudkova,0.044881813
12910,1148,77,29,181,22,303,51,122,26,-152,0.0520097,35,NewGudkova,0.044863007
12911,689,218,7,123,32,319,56,102,60,-128,0.052016635,35,NewGudkova,0.04473365
12912,2159,179,35,73,21,318,46,326,22,-16,0.052020818,35,NewGudkova,0.044655614
2411,2488,203,6,109,28,305,60,322,46,-48,0.052029449,35,NewGudkova,0.044494618
2412,2599,121,47,27,3,294,42,330,4,32,0.052037124,35,NewGudkova,0.044351462
2413,523,191,15,93,27,308,57,80,66,-120,0.052056238,35,NewGudkova,0.043994904
12913,1407,122,44,215,3,309,45,138,4,-168,0.052056698,35,NewGudkova,0.043986329
12914,1398,114,43,209,5,305,46,136,6,-164,0.052067899,35,NewGudkova,0.043777392
2414,823,39,10,135,27,290,59,100,42,-134,0.052072261,35,NewGudkova,0.043696035
2415,1882,143,41,44,9,303,46,300,10,-14,0.052079293,35,NewGudkova,0.043564845
2416,2433,131,45,37,3,304,44,320,4,12,0.05209246,35,NewGudkova,0.043319246
12915,75,82,32,184,17,298,51,8,80,-72,0.052105894,35,NewGudkova,0.043068653
2417,2782,57,28,162,25,286,50,348,78,-64,0.052105939,35,NewGudkova,0.043067816
12916,1264,85,34,186,15,297,50,126,18,-152,0.05212445,35,NewGudkova,0.042722508
12917,710,222,2,130,33,315,56,104,56,-132,0.05212662,35,NewGudkova,0.042682034
2418,2632,39,13,136,28,287,58,332,64,-58,0.052133448,35,NewGudkova,0.042554672
2419,2011,162,35,59,18,306,49,306,20,-22,0.05214197,35,NewGudkova,0.042395694
2420,2292,162,37,56,19,305,45,314,20,-12,0.052143386,35,NewGudkova,0.042369281
2421,524,194,16,94,31,307,53,80,68,-124,0.052145827,35,NewGudkova,0.042323755
2422,760,93,44,192,7,289,43,98,8,176,0.052170544,35,NewGudkova,0.0418627
2423,1229,106,44,197,1,289,45,114,2,-174,0.052178145,35,NewGudkova,0.041720899
12918,1079,68,22,169,25,302,55,120,32,-144,0.052207385,35,NewGudkova,0.041175473
2424,2402,188,21,87,27,311,53,318,34,-34,0.052224825,35,NewGudkova,0.040850151
2425,1108,62,28,165,22,287,52,108,26,-150,0.052224945,35,NewGudkova,0.040847915
12919,47,77,32,180,19,296,51,4,80,-70,0.052238735,35,NewGudkova,0.040590694
2426,2796,59,28,164,25,288,50,350,78,-64,0.052251689,35,NewGudkova,0.040349049
12920,926,61,16,161,29,305,55,116,38,-142,0.052253054,35,NewGudkova,0.040323584
12921,2316,201,19,99,29,320,53,330,36,-34,0.052258772,35,NewGudkova,0.040216924
2427,344,164,34,60,19,306,49,58,82,-110,0.052262253,35,NewGudkova,0.040151983
12922,1340,98,39,197,11,300,48,130,12,-158,0.052265862,35,NewGudkova,0.040084666
2428,2108,132,45,33,7,296,43,310,8,6,0.052267779,35,NewGudkova,0.040048912
12923,1179,110,43,209,9,310,44,124,10,-176,0.052272127,35,NewGudkova,0.039967813
2429,304,155,41,52,13,307,45,52,88,-104,0.052289748,35,NewGudkova,0.039639112
12924,2346,201,23,98,26,326,52,332,32,-32,0.052292351,35,NewGudkova,0.039590553
12925,819,119,46,216,5,311,43,112,6,166,0.052297281,35,NewGudkova,0.039498599
12926,1308,90,36,191,14,298,49,128,16,-154,0.052297587,35,NewGudkova,0.03949288
12927,1013,125,45,220,3,313,44,120,4,170,0.052304898,35,NewGudkova,0.039356517
12928,2361,203,18,102,30,320,53,332,38,-34,0.052316389,35,NewGudkova,0.03914216
12929,602,209,13,110,32,318,54,94,66,-126,0.052331785,35,NewGudkova,0.038854969
2430,2126,161,38,58,15,311,47,310,16,-18,0.052358222,35,NewGudkova,0.03836182
12930,492,191,30,84,25,322,48,80,80,-116,0.052369688,35,NewGudkova,0.038147946
2431,871,48,21,149,24,282,56,102,32,-142,0.052384907,35,NewGudkova,0.037864053
12931,48,75,31,179,21,298,50,4,80,-68,0.052392695,35,NewGudkova,0.037718781
2432,2287,163,38,58,17,309,46,314,18,-14,0.05239342,35,NewGudkova,0.037705249
2433,667,29,2,120,29,295,60,92,50,-130,0.052426686,35,NewGudkova,0.03708472
12932,1985,157,43,60,7,321,45,322,8,-8,0.052440343,35,NewGudkova,0.036829964
2434,2078,172,30,70,20,311,52,308,24,-30,0.052441126,35,NewGudkova,0.036815368
2435,2208,152,41,48,15,302,44,312,16,-6,0.052464678,35,NewGudkova,0.036376031
12933,825,109,45,208,7,305,43,112,8,174,0.052466457,35,NewGudkova,0.036342845
12934,1081,65,21,165,23,298,57,120,32,-140,0.052477159,35,NewGudkova,0.036143217
2436,674,206,2,115,28,301,61,92,54,-126,0.05248054,35,NewGudkova,0.036080145
12935,74,129,46,37,0,307,43,8,2,60,0.05248198,35,NewGudkova,0.036053292
2437,2323,188,18,88,27,307,55,314,36,-38,0.052500116,35,NewGudkova,0.035715
2438,565,198,8,103,30,302,58,84,60,-126,0.052503302,35,NewGudkova,0.035655556
12936,1622,140,46,47,1,316,42,228,88,92,0.052517575,35,NewGudkova,0.035389323
2439,2318,188,19,89,25,312,57,314,34,-40,0.052552289,35,NewGudkova,0.034741786
2440,42,82,41,183,11,286,45,4,88,-78,0.052553257,35,NewGudkova,0.034723713
2441,2690,123,47,29,3,297,42,338,4,38,0.052554812,35,NewGudkova,0.034694718
2442,1926,131,44,38,3,303,45,304,4,-4,0.052556361,35,NewGudkova,0.034665825
12937,2633,139,47,45,3,313,42,354,4,38,0.052556693,35,NewGudkova,0.034659634
2443,1942,147,41,48,9,307,46,304,10,-14,0.052561469,35,NewGudkova,0.034570544
12938,738,221,0,131,29,312,60,106,52,-128,0.05256528,35,NewGudkova,0.034499441
12939,586,203,17,104,27,322,56,92,68,-120,0.052569679,35,NewGudkova,0.034417387
2444,2421,194,12,96,30,303,56,318,42,-40,0.052573838,35,NewGudkova,0.034339819
2445,2157,179,26,77,22,311,54,310,28,-34,0.052588191,35,NewGudkova,0.034072081
12940,716,217,7,123,28,320,60,104,58,-124,0.05259952,35,NewGudkova,0.033860749
12941,770,46,1,137,31,314,58,108,52,-132,0.052600382,35,NewGudkova,0.033844663
2446,394,172,33,67,21,310,48,64,82,-112,0.052606142,35,NewGudkova,0.03373722
2447,2353,147,43,45,11,304,43,316,12,0,0.052608111,35,NewGudkova,0.0337005
2448,803,90,44,190,10,289,44,100,10,-180,0.052609473,35,NewGudkova,0.033675083
12942,58,129,46,37,1,306,43,6,2,58,0.052636608,35,NewGudkova,0.033168926
12943,625,211,13,112,32,320,54,96,66,-126,0.052646723,35,NewGudkova,0.032980235
2449,1288,87,40,185,9,286,47,116,10,-160,0.052663339,35,NewGudkova,0.032670296
12944,1305,93,38,193,12,298,49,128,14,-156,0.052669464,35,NewGudkova,0.032556042
2450,589,200,6,107,29,301,59,86,58,-126,0.052673282,35,NewGudkova,0.032484815
2451,2142,160,37,54,19,303,46,310,20,-14,0.052674793,35,NewGudkova,0.032456634
2452,390,175,30,68,25,306,48,64,80,-116,0.052680549,35,NewGudkova,0.032349268
12945,1877,162,40,62,11,319,47,316,12,-16,0.05268575,35,NewGudkova,0.032252241
12946,1043,95,40,199,15,306,45,120,16,-170,0.052706456,35,NewGudkova,0.031866003
2453,901,105,45,202,5,297,43,104,6,172,0.052716904,35,NewGudkova,0.031671125
2454,703,29,1,120,28,296,61,94,50,-128,0.052724832,35,NewGudkova,0.031523239
12947,2485,147,46,51,5,316,42,340,6,18,0.052736394,35,NewGudkova,0.031307562
12948,969,90,39,193,15,300,46,118,16,-166,0.052737487,35,NewGudkova,0.031287171
2455,619,201,8,106,28,306,59,88,60,-124,0.052739699,35,NewGudkova,0.031245908
2456,1164,73,35,176,18,289,49,110,20,-158,0.0527557,35,NewGudkova,0.030947423
12949,1962,177,35,75,16,324,49,320,18,-24,0.052759797,35,NewGudkova,0.030871015
12950,930,57,13,154,27,304,59,116,40,-136,0.052763973,35,NewGudkova,0.030793101
2457,2244,182,22,80,26,308,54,312,32,-34,0.052768836,35,NewGudkova,0.030702391
2458,1217,74,36,175,14,282,49,112,16,-154,0.05277579,35,NewGudkova,0.030572674
12951,2468,42,0,132,29,311,60,338,52,-52,0.052777522,35,NewGudkova,0.030540375
2459,857,63,32,168,22,285,48,102,24,-158,0.052789671,35,NewGudkova,0.030313757
12952,124,86,35,191,19,304,47,14,84,-70,0.052801263,35,NewGudkova,0.030097514
2460,981,105,45,202,5,297,44,106,6,174,0.052813189,35,NewGudkova,0.02987506
2461,2039,132,44,33,7,296,43,308,8,4,0.052821599,35,NewGudkova,0.029718172
2462,2745,53,22,154,26,288,54,344,72,-62,0.052824955,35,NewGudkova,0.029655582
2463,798,96,44,192,5,287,44,100,6,178,0.0528259,35,NewGudkova,0.029637949
2464,945,56,28,159,21,281,53,104,26,-148,0.052827692,35,NewGudkova,0.029604528
