Index,Strike,Dip,Rake,Misfit,Extra
1050,70,76,-116,0.00169152994718,"[35, 'NewGudkova', 290372, array([-0.84889088, -2.55427471,  0.16182495]), array([-0.31498926, -0.94730102,  0.05833134])]"
1684,94,48,-134,0.00252782871335,"[35, 'NewGudkova', 385043, array([-0.79959601, -2.38582387,  0.14928516]), array([-0.31498926, -0.94730102,  0.05833134])]"
2463,108,10,-172,0.00304590944323,"[35, 'NewGudkova', 438304, array([-0.89513227, -2.66486528,  0.1646036 ]), array([-0.31498926, -0.94730102,  0.05833134])]"
2065,102,4,172,0.00372075064314,"[35, 'NewGudkova', 413636, array([-0.90768758, -2.72116056,  0.15725751]), array([-0.31498926, -0.94730102,  0.05833134])]"
1935,100,4,170,0.00419368329501,"[35, 'NewGudkova', 405535, array([-0.90951031, -2.69845028,  0.16353107]), array([-0.31498926, -0.94730102,  0.05833134])]"
2376,106,22,-156,0.00499705275309,"[35, 'NewGudkova', 431292, array([-0.85817281, -2.53841349,  0.15720224]), array([-0.31498926, -0.94730102,  0.05833134])]"
2448,108,6,-178,0.0051477359322,"[35, 'NewGudkova', 437941, array([-0.89976625, -2.73828625,  0.17925005]), array([-0.31498926, -0.94730102,  0.05833134])]"
1416,86,60,-126,0.00552210006036,"[35, 'NewGudkova', 353727, array([-0.80058908, -2.43418055,  0.13826132]), array([-0.31498926, -0.94730102,  0.05833134])]"
2475,108,14,-166,0.00583887165656,"[35, 'NewGudkova', 438667, array([-0.88484528, -2.62483597,  0.15036343]), array([-0.31498926, -0.94730102,  0.05833134])]"
2196,104,4,174,0.00641618505907,"[35, 'NewGudkova', 421737, array([-0.90582016, -2.74400333,  0.15133497]), array([-0.31498926, -0.94730102,  0.05833134])]"
2494,108,20,-156,0.00672067329588,"[35, 'NewGudkova', 439212, array([-0.85326723, -2.62501028,  0.16149567]), array([-0.31498926, -0.94730102,  0.05833134])]"
2020,100,38,-140,0.00698449367151,"[35, 'NewGudkova', 408440, array([-0.80271842, -2.45276724,  0.13746897]), array([-0.31498926, -0.94730102,  0.05833134])]"
